D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.500000,0.971475,1.387497,3.0,190.78151,1174.432451,467.215112,0.01475,0.014248,0.445404,0.181875,30.74657,39.0,1.4489567010309279,0.0
0.500000,0.625254,0.827603,2.0,183.259476,1758.008387,538.168987,0.016,0.016401,0.266071,0.097387,46.024552,39.0,1.9366662135331396,0.0
0.713641,0.696945,1.231358,2.0,148.784944,687.265285,270.981077,0.016,0.0136,0.406862,0.223392,25.680447,39.0,0.8212917203838991,0.0
0.671128,0.806388,0.847279,2.0,142.350946,974.388543,183.155944,0.016,0.014136,0.203923,0.158491,34.240189,39.0,0.28665350082970015,0.0
0.605987,0.529189,0.513166,2.0,141.597407,1697.320241,354.631187,0.016,0.013964,0.143522,0.067584,53.854962,39.0,1.5045055997960373,0.0
0.657519,0.442449,0.717673,6.0,124.656365,1064.590597,283.880115,0.011,0.010492,0.327738,0.143915,36.651303,39.0,1.2773025744362991,0.0
0.682154,0.512835,0.853278,5.0,123.100028,911.5761,248.844084,0.01225,0.010797,0.342995,0.169675,32.559219,39.0,1.0214822454692796,0.0
0.732654,0.942915,0.871527,4.0,120.928883,781.411411,122.922567,0.0135,0.011159,0.190421,0.187332,29.97625,39.0,0.016489441205987276,0.0
0.595087,0.608407,1.087942,4.0,155.753006,1037.92963,375.746603,0.0135,0.012348,0.413175,0.171268,32.34052,39.0,1.412447158838779,0.0
0.797606,0.875976,1.306946,2.0,127.783532,516.667379,177.09583,0.016,0.012613,0.369074,0.266305,21.577349,39.0,0.38590713655395126,0.0
0.780029,0.686588,1.252885,4.0,129.539437,568.425731,220.552811,0.0135,0.010717,0.421094,0.247325,23.21577,39.0,0.7025937531587994,0.0
0.714317,0.914021,0.836186,5.0,120.086888,830.690107,127.809091,0.01225,0.010651,0.191108,0.179561,31.069107,39.0,0.0643068372308018,0.0
0.724716,0.822003,1.337852,2.0,142.084226,613.047414,240.678721,0.016,0.013228,0.41816,0.24686,23.262729,39.0,0.6939155796807907,0.0
0.508393,0.897751,1.379032,5.0,195.882117,1174.76201,496.477425,0.01225,0.012415,0.449447,0.178261,31.271454,39.0,1.534576578483843,0.0
0.543380,0.485701,0.947458,2.0,174.462611,1417.764491,552.687546,0.016,0.015634,0.38755,0.123674,40.337257,39.0,2.1679303118699575,0.0
0.689436,0.94326,0.745866,3.0,130.4012,994.540235,130.4012,0.01475,0.012335,0.146329,0.148387,35.901704,39.0,0.0,1.0
0.667935,1.05,1.4,2.0,132.805596,654.035008,215.580013,0.016,0.013329,0.407734,0.25118,22.873562,39.0,0.6232741460307348,0.0
0.744308,0.924341,1.075056,2.0,131.836788,668.225242,156.723387,0.016,0.013401,0.261791,0.22022,26.041991,39.0,0.1887703205885024,0.0
0.707815,0.335588,0.859864,5.0,119.184663,863.024415,346.236987,0.01225,0.010552,0.504046,0.173507,31.984649,39.0,1.9050470586201136,0.0
0.688554,1.05,0.722504,3.0,131.58322,1022.672522,131.58322,0.01475,0.012338,0.124305,0.142642,36.870007,39.0,0.0,1.0
