D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.500000,0.552791,1.356394,6.0,150.903435,1181.170851,539.715006,0.011,0.011305,0.641993,0.180865,30.922981,39.0,2.5765493340989636,0.0
0.579630,0.974356,1.210472,2.0,123.433158,883.064736,197.535767,0.016,0.014379,0.341744,0.213544,26.800427,39.0,0.6003446596485968,0.0
0.711753,0.59968,1.232498,7.0,99.907309,605.190384,201.057015,0.00975,0.009318,0.513692,0.255259,22.553812,39.0,1.012434429344313,0.0
0.550217,0.834249,1.327039,3.0,138.907298,949.582936,293.88995,0.01475,0.013129,0.441376,0.208617,27.356835,39.0,1.1157240301605333,0.0
0.725470,1.05,0.585492,6.0,93.982119,956.640052,93.982119,0.011,0.009578,0.092928,0.145911,36.33847,39.0,0.0,1.0
0.634586,0.921137,1.4,2.0,115.839447,679.340532,201.822177,0.016,0.013256,0.444448,0.255099,22.572357,39.0,0.7422569277025781,0.0
0.524792,0.657978,1.153239,4.0,137.737851,1162.166712,341.782001,0.0135,0.012592,0.431992,0.174092,31.934069,39.0,1.4814006387427339,0.0
0.798052,0.587144,1.107863,7.0,86.776715,516.093583,141.735825,0.00975,0.008915,0.436207,0.267064,21.56545,39.0,0.6333425695713386,0.0
0.500000,0.570094,0.943231,3.0,137.857692,1470.561955,369.212806,0.01475,0.013949,0.35871,0.133936,38.499222,39.0,1.6782194480946122,0.0
0.531242,0.974121,0.996334,4.0,126.40819,1188.772616,193.152568,0.0135,0.01261,0.254292,0.166421,33.066621,39.0,0.5280042783062233,0.0
0.642308,0.719829,0.922432,3.0,109.492523,907.805599,159.649376,0.01475,0.012322,0.267689,0.18359,30.530563,39.0,0.4580805054741544,0.0
0.555747,0.491025,1.03719,7.0,117.34133,1076.621493,349.980009,0.00975,0.010553,0.517585,0.178079,31.328442,39.0,1.9825830459245266,0.0
0.552098,0.669182,0.742733,6.0,110.796304,1316.348857,197.05127,0.011,0.010952,0.242356,0.13627,38.052728,39.0,0.7784985690173918,0.0
0.710578,0.53906,1.059464,3.0,104.539097,710.216867,192.992937,0.01475,0.011641,0.40055,0.216967,26.42417,39.0,0.8461332829416457,0.0
0.628319,0.41249,0.594345,3.0,98.338108,1276.826388,211.552984,0.01475,0.011853,0.238968,0.115209,42.005928,39.0,1.1512880290361929,0.0
0.582822,0.750136,0.5,2.0,125.433709,1726.498219,211.866717,0.016,0.013923,0.095486,0.071358,52.686618,39.0,0.6890649916326561,0.0
0.500000,0.709342,0.5,5.0,123.579252,2091.281024,293.173209,0.01225,0.011707,0.127939,0.064993,54.749609,39.0,1.372340428668255,0.0
0.528125,0.930904,1.323053,7.0,135.532027,1001.585189,288.52501,0.00975,0.010718,0.419309,0.205691,27.696395,39.0,1.1288537474522236,0.0
0.500000,0.795821,1.119992,6.0,135.016556,1240.379803,306.36148,0.011,0.011625,0.377857,0.170568,32.473067,39.0,1.2690500127846087,0.0
