D, Z, AEdAO, PdD, P_B, n,etaO,etaR, t075dD,tmin075dD, tal07R,cavLim, Vtip,Vtipmax, fitness, iteration, population i 
0.691631,5,0.794533,0.794840,121.503325,914.144784,0.334364,1.024340,0.012250,0.010764,0.205118,0.165904,33.104571,39.000000,0.000000,0,1
0.743463,6,0.502714,0.507554,117.487281,1044.891721,0.340140,1.042511,0.011000,0.009822,0.173110,0.121823,40.675171,39.000000,0.000000,0,2
0.569070,6,0.659108,0.735307,140.412022,1365.377817,0.287543,1.028105,0.011000,0.011261,0.241674,0.121814,40.683412,39.000000,0.000000,0,3
0.613464,4,0.472252,0.804644,135.234308,1181.480004,0.300123,1.023720,0.013500,0.011962,0.337883,0.136664,37.950186,39.000000,0.000000,0,4
0.665916,7,0.973127,0.576065,128.912562,1203.046619,0.310781,1.038178,0.009750,0.010019,0.107289,0.115371,41.946980,39.000000,0.000000,0,5
0.647772,2,0.812369,0.633817,145.019840,1293.273973,0.277144,1.034525,0.016000,0.014084,0.126266,0.106429,43.864331,39.000000,0.000000,0,6
0.633897,7,0.704988,0.661609,129.775102,1175.044245,0.310134,1.032767,0.009750,0.010324,0.193329,0.131233,39.000652,39.000000,0.000000,0,7
0.509948,3,0.597004,1.331193,205.577161,1272.062787,0.203614,0.990416,0.014750,0.014277,0.562490,0.160285,33.965140,39.000000,0.000000,0,8
0.623892,6,0.372148,0.805279,131.821950,1109.467136,0.307965,1.023680,0.011000,0.010773,0.453758,0.146338,36.242833,39.000000,0.000000,0,9
0.765704,7,0.970284,0.956790,115.589004,649.206056,0.355568,1.014097,0.009750,0.009599,0.227965,0.220342,26.028069,39.000000,0.000000,0,10
0.559944,4,0.895219,1.217318,169.662337,1045.961394,0.245190,0.997618,0.013500,0.012761,0.366434,0.182423,30.666150,39.000000,0.000000,0,11
0.536670,3,0.385387,0.863745,158.129671,1523.709943,0.257183,1.019982,0.014750,0.013764,0.435309,0.111279,42.816189,39.000000,0.000000,0,12
0.592514,7,0.378798,0.722712,139.137469,1276.618496,0.290098,1.028902,0.009750,0.010698,0.407006,0.127735,39.605776,39.000000,0.000000,0,13
0.665899,3,0.492406,1.272852,157.323522,803.667275,0.265950,0.994106,0.014750,0.012415,0.566670,0.202609,28.020993,39.000000,0.000000,0,14
0.679552,6,0.594331,1.086742,130.697021,782.220980,0.316473,1.005877,0.011000,0.010384,0.432541,0.204171,27.832411,39.000000,0.000000,0,15
0.579021,6,0.716705,1.377935,171.412785,932.095208,0.245277,0.987459,0.011000,0.011020,0.526405,0.200681,28.258780,39.000000,0.000000,0,16
0.691636,3,0.789369,1.007580,136.791989,807.754534,0.300947,1.010884,0.014750,0.012464,0.278703,0.192827,29.251982,39.000000,0.000000,0,17
0.567765,5,0.947275,0.756961,145.093790,1364.752580,0.278636,1.026736,0.012250,0.011865,0.170814,0.122410,40.571542,39.000000,0.000000,0,18
0.657013,7,0.991813,0.675696,129.525597,1095.795678,0.311149,1.031876,0.009750,0.010205,0.137055,0.138028,37.696604,39.000000,0.000000,0,19
0.549964,5,0.499741,0.500116,145.366670,1872.703953,0.273669,1.042981,0.012250,0.011673,0.184273,0.067371,53.926448,39.000000,0.000000,0,20
0.582852,3,0.319503,1.187863,167.431144,1133.528306,0.248115,0.999481,0.014750,0.013106,0.739558,0.156334,34.593069,39.000000,0.000000,0,21
0.505308,7,0.884681,0.958531,165.652102,1420.056408,0.246783,1.013987,0.009750,0.011710,0.284908,0.138744,37.571689,39.000000,0.000000,0,22
0.716547,4,0.969715,0.683963,122.145681,972.510147,0.330527,1.031353,0.013500,0.011137,0.125367,0.144862,36.486958,39.000000,0.000000,0,23
0.574582,5,0.368107,0.588245,138.255099,1567.883113,0.289442,1.037407,0.012250,0.011526,0.304940,0.092643,47.169848,39.000000,0.000000,0,24
0.729308,2,0.717246,0.995262,137.595042,756.139305,0.299189,1.011663,0.016000,0.013586,0.281175,0.195743,28.874282,39.000000,0.000000,0,25
0.534858,6,0.665053,0.682622,147.525201,1607.756139,0.272605,1.031438,0.011000,0.011560,0.219403,0.101422,45.025373,39.000000,0.000000,0,26
0.768167,2,0.462861,0.528178,112.225218,1075.779635,0.356695,1.041206,0.016000,0.012308,0.156281,0.109135,43.269100,39.000000,0.000000,0,27
0.680434,4,0.935097,0.893450,129.325208,880.290087,0.316011,1.018103,0.013500,0.011590,0.205731,0.177596,31.362467,39.000000,0.000000,0,28
0.708088,7,0.337742,0.866590,121.173450,830.679556,0.336887,1.019802,0.009750,0.009845,0.540053,0.181441,30.797786,39.000000,0.000000,0,29
0.640954,2,0.300362,0.628983,122.908590,1361.432150,0.326868,1.034830,0.016000,0.013412,0.321482,0.098692,45.690035,39.000000,0.000000,0,30
0.735668,7,0.834987,0.794840,0.000000,790.730944,0.350671,1.024340,0.009750,0.009722,0.202538,0.183828,30.458561,39.000000,0.000000,1,1
0.743463,6,0.325991,0.894312,0.000000,757.416414,0.353451,1.018048,0.011000,0.009924,0.555410,0.191011,29.484435,39.000000,0.000000,1,2
0.569070,6,0.659108,0.735307,0.000000,1365.377817,0.287543,1.028105,0.011000,0.011261,0.241674,0.121814,40.683412,39.000000,0.000000,1,3
0.613464,7,0.300000,0.707908,0.000000,1216.680018,0.294761,1.029838,0.009750,0.010538,0.489577,0.130782,39.080841,39.000000,0.000000,1,4
0.591928,5,0.973127,0.901139,0.000000,1119.472447,0.283834,1.017617,0.012250,0.011740,0.216034,0.155699,34.696120,39.000000,0.000000,1,5
0.500000,2,0.556580,1.400000,0.000000,1303.218958,0.189799,0.986064,0.016000,0.016011,0.635692,0.159310,34.118193,39.000000,0.000000,1,6
0.513651,7,1.050000,0.661609,0.000000,1770.001710,0.248819,1.032767,0.009750,0.011477,0.134424,0.090736,47.603692,39.000000,0.000000,1,7
0.509948,3,0.597004,0.755534,0.000000,1762.348559,0.244110,1.026826,0.014750,0.014250,0.251424,0.093164,47.056179,39.000000,0.000000,1,8
0.623892,5,0.372148,0.726849,0.000000,1194.577760,0.312066,1.028640,0.012250,0.011169,0.384222,0.131122,39.023132,39.000000,0.000000,1,9
0.540464,7,0.440168,0.993088,0.000000,1278.237226,0.263817,1.011801,0.009750,0.011166,0.543113,0.146782,36.172365,39.000000,0.000000,1,10
0.514273,4,0.300000,1.217318,0.000000,1414.439953,0.224639,0.997618,0.013500,0.012868,0.848315,0.135955,38.087002,39.000000,0.000000,1,11
0.500000,5,0.385387,0.500000,0.000000,2229.169407,0.252439,1.042989,0.012250,0.012233,0.248008,0.055574,58.359519,39.000000,0.000000,1,12
0.628773,7,0.378798,0.500000,0.000000,1402.649100,0.285277,1.042989,0.009750,0.010368,0.251553,0.096770,46.178650,39.000000,0.000000,1,13
0.620299,3,0.492406,0.636707,0.000000,1364.284756,0.303532,1.034342,0.014750,0.012601,0.223307,0.104459,44.310325,39.000000,0.000000,1,14
0.679552,6,0.594331,1.086742,0.000000,782.220980,0.316473,1.005877,0.011000,0.010384,0.432541,0.204171,27.832411,39.000000,0.000000,1,15
