D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.691631,0.794533,0.79484,5.0,121.503325,914.144784,0.0,0.01225,0.010764,0.205118,0.165904,33.104571,39.0,0.23636560902690712,0.0
0.743463,0.502714,0.507554,6.0,117.487281,1044.891721,0.0,0.011,0.009822,0.17311,0.121823,40.675171,39.0,0.46394913779554503,0.0
0.569070,0.659108,0.735307,6.0,140.412022,1365.377817,0.0,0.011,0.011261,0.241674,0.121814,40.683412,39.0,1.0503008988071665,0.0
0.613464,0.472252,0.804644,4.0,135.234308,1181.480004,0.0,0.0135,0.011962,0.337883,0.136664,37.950186,39.0,1.472362875373178,0.0
0.665916,0.973127,0.576065,7.0,128.912562,1203.046619,0.0,0.00975,0.010019,0.107289,0.115371,41.94698,39.0,0.10241257666843265,0.0
0.647772,0.812369,0.633817,2.0,145.01984,1293.273973,0.0,0.016,0.014084,0.126266,0.106429,43.864331,39.0,0.3111136048081651,0.0
0.633897,0.704988,0.661609,7.0,129.775102,1175.044245,0.0,0.00975,0.010324,0.193329,0.131233,39.000652,39.0,0.528788991348958,0.0
0.509948,0.597004,1.331193,3.0,205.577161,1272.062787,0.0,0.01475,0.014277,0.56249,0.160285,33.96514,39.0,2.5093115388214744,0.0
0.623892,0.372148,0.805279,6.0,131.82195,1109.467136,0.0,0.011,0.010773,0.453758,0.146338,36.242833,39.0,2.1007530511555443,0.0
0.765704,0.970284,0.95679,7.0,115.589004,649.206056,0.0,0.00975,0.009599,0.227965,0.220342,26.028069,39.0,0.03459621860562213,0.0
0.559944,0.895219,1.217318,4.0,169.662337,1045.961394,0.0,0.0135,0.012761,0.366434,0.182423,30.66615,39.0,1.0087050426755397,0.0
0.536670,0.385387,0.863745,3.0,158.129671,1523.709943,0.0,0.01475,0.013764,0.435309,0.111279,42.816189,39.0,3.009721164181921,0.0
0.592514,0.378798,0.722712,7.0,139.137469,1276.618496,0.0,0.00975,0.010698,0.407006,0.127735,39.605776,39.0,2.290478488340005,0.0
0.665899,0.492406,1.272852,3.0,157.323522,803.667275,0.0,0.01475,0.012415,0.56667,0.202609,28.020993,39.0,1.796864897413244,0.0
0.679552,0.594331,1.086742,6.0,130.697021,782.22098,0.0,0.011,0.010384,0.432541,0.204171,27.832411,39.0,1.1185231986912931,0.0
0.579021,0.716705,1.377935,6.0,171.412785,932.095208,0.0,0.011,0.01102,0.526405,0.200681,28.25878,39.0,1.6249082491177433,0.0
0.691636,0.789369,1.00758,3.0,136.791989,807.754534,0.0,0.01475,0.012464,0.278703,0.192827,29.251982,39.0,0.4453525699201874,0.0
0.567765,0.947275,0.756961,5.0,145.09379,1364.75258,0.0,0.01225,0.011865,0.170814,0.12241,40.571542,39.0,0.43572115907657943,0.0
0.657013,0.991813,0.675696,7.0,129.525597,1095.795678,0.0,0.00975,0.010205,0.137055,0.138028,37.696604,39.0,0.04458598726114655,0.0
0.549964,0.499741,0.500116,5.0,145.36667,1872.703953,0.0,0.01225,0.011673,0.184273,0.067371,53.926448,39.0,2.1179270728628956,0.0
0.582852,0.319503,1.187863,3.0,167.431144,1133.528306,0.0,0.01475,0.013106,0.739558,0.156334,34.593069,39.0,3.73062801437947,0.0
0.505308,0.884681,0.958531,7.0,165.652102,1420.056408,0.0,0.00975,0.01171,0.284908,0.138744,37.571689,39.0,1.2208580992545395,0.0
0.716547,0.969715,0.683963,4.0,122.145681,972.510147,0.0,0.0135,0.011137,0.125367,0.144862,36.486958,39.0,0.0,1.0
0.574582,0.368107,0.588245,5.0,138.255099,1567.883113,0.0,0.01225,0.011526,0.30494,0.092643,47.169848,39.0,2.5010433567466177,0.0
0.729308,0.717246,0.995262,2.0,137.595042,756.139305,0.0,0.016,0.013586,0.281175,0.195743,28.874282,39.0,0.43644983473227655,0.0
0.534858,0.665053,0.682622,6.0,147.525201,1607.756139,0.0,0.011,0.01156,0.219403,0.101422,45.025373,39.0,1.3662079745907911,0.0
0.768167,0.462861,0.528178,2.0,112.225218,1075.779635,0.0,0.016,0.012308,0.156281,0.109135,43.2691,39.0,0.541461170415846,0.0
0.680434,0.935097,0.89345,4.0,129.325208,880.290087,0.0,0.0135,0.01159,0.205731,0.177596,31.362467,39.0,0.15842136084146036,0.0
0.708088,0.337742,0.86659,7.0,121.17345,830.679556,0.0,0.00975,0.009845,0.540053,0.181441,30.797786,39.0,1.9861157473973055,0.0
0.640954,0.300362,0.628983,2.0,122.90859,1361.43215,0.0,0.016,0.013412,0.321482,0.098692,45.690035,39.0,2.4289665060582157,0.0
0.735668,0.834987,0.79484,7.0,0.0,790.730944,0.0,0.00975,0.009722,0.202538,0.183828,30.458561,39.0,0.10177992471223103,0.0
0.743463,0.325991,0.894312,6.0,0.0,757.416414,0.0,0.011,0.009924,0.55541,0.191011,29.484435,39.0,1.9077382977943678,0.0
0.569070,0.659108,0.735307,6.0,0.0,1365.377817,0.0,0.011,0.011261,0.241674,0.121814,40.683412,39.0,1.0503008988071665,0.0
0.613464,0.3,0.707908,7.0,0.0,1216.680018,0.0,0.00975,0.010538,0.489577,0.130782,39.080841,39.0,2.8203084236134854,0.0
0.591928,0.973127,0.901139,5.0,0.0,1119.472447,0.0,0.01225,0.01174,0.216034,0.155699,34.69612,39.0,0.3875105170874572,0.0
0.500000,0.55658,1.4,2.0,0.0,1303.218958,0.0,0.016,0.016011,0.635692,0.15931,34.118193,39.0,2.9909701235193347,0.0
