D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.800000,0.578032,0.80251,4.0,83.530344,655.236396,101.930643,0.0135,0.010113,0.253488,0.207729,27.446478,39.0,0.22028219459006684,0.0
0.676913,0.701153,0.908249,7.0,95.662326,779.645495,138.784561,0.00975,0.009684,0.299107,0.20617,27.633039,39.0,0.45077848377552515,0.0
0.609604,0.731978,0.930944,7.0,105.278178,933.410513,176.128373,0.00975,0.010181,0.308183,0.188996,29.793335,39.0,0.672966153299162,0.0
0.520983,0.719384,0.780342,4.0,121.544194,1473.627212,228.011669,0.0135,0.012523,0.229861,0.12457,40.198496,39.0,0.8759662771667872,0.0
0.770218,0.3,0.618047,6.0,87.951497,797.450344,188.043851,0.011,0.009397,0.368982,0.172579,32.159984,39.0,1.1380469234379615,0.0
0.652074,0.860914,0.510372,3.0,112.182608,1354.536409,133.029242,0.01475,0.011882,0.085881,0.096587,46.247279,39.0,0.18582766666666664,0.0
0.762035,0.446737,1.4,6.0,102.810544,526.635516,270.925967,0.011,0.009118,0.722675,0.27424,21.012788,39.0,1.6351918028004668,0.0
0.718974,0.309941,1.180833,4.0,101.651525,678.81784,339.689095,0.0135,0.010466,0.751441,0.224868,25.554363,39.0,2.3416982407456817,0.0
0.572570,0.943088,1.154649,5.0,122.598764,937.969616,196.625947,0.01225,0.011414,0.324173,0.202126,28.120053,39.0,0.6038164313349098,0.0
0.770477,1.05,0.965995,3.0,92.255718,611.494271,92.255718,0.01475,0.011261,0.194091,0.233066,24.668952,39.0,0.0,1.0
0.799941,0.562339,0.979592,2.0,96.629889,607.70773,135.54114,0.016,0.012254,0.316635,0.225735,25.453725,39.0,0.4026845637583893,0.0
0.789986,0.480405,0.677224,2.0,86.021773,796.823221,108.860312,0.016,0.011885,0.211437,0.167078,32.959453,39.0,0.2654987490872527,0.0
0.679349,0.948337,1.332559,7.0,107.198846,615.83827,158.879755,0.00975,0.009477,0.389763,0.26298,21.905743,39.0,0.48210130047912403,0.0
0.513654,0.3,0.820528,7.0,121.78808,1450.109351,577.672806,0.00975,0.010954,0.608758,0.131386,39.000489,39.0,3.7432818770549265,0.0
0.693113,1.043894,1.4,4.0,110.287652,577.728848,151.481876,0.0135,0.010693,0.377598,0.274913,20.966538,39.0,0.37351816756573886,0.0
