D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.668816,0.304836,1.085203,7.0,102.007043,764.575951,0.0,0.00975,0.009596,0.787407,0.213736,26.774783,39.0,2.6840167309203875,0.0
0.569374,0.613405,0.961068,4.0,118.268733,1107.61046,0.0,0.0135,0.012061,0.348086,0.166724,33.020459,39.0,1.08779779755764,0.0
0.756999,1.033314,1.023974,4.0,93.006664,601.6497,0.0,0.0135,0.010554,0.222014,0.241226,23.847198,39.0,0.0,1.0
0.524126,0.807591,0.977593,4.0,128.39443,1253.862262,0.0,0.0135,0.012669,0.289944,0.157655,34.409976,39.0,0.8391043734737242,0.0
0.522731,0.594742,1.041279,7.0,124.139304,1191.263025,0.0,0.00975,0.010907,0.448092,0.169622,32.605011,39.0,1.7477878773258844,0.0
0.736214,0.734219,0.889647,5.0,90.056137,695.954168,0.0,0.01225,0.010046,0.253426,0.213225,26.827698,39.0,0.18853792941728215,0.0
0.677187,0.543409,1.295475,6.0,109.316953,667.934383,0.0,0.011,0.009813,0.581651,0.242939,23.683242,39.0,1.3942265342328735,0.0
0.796814,0.645322,1.323505,4.0,100.081633,489.670009,0.0,0.0135,0.010068,0.470754,0.281865,20.429563,39.0,0.6701399606194456,0.0
0.676199,0.953933,0.735133,5.0,95.938584,923.098987,0.0,0.01225,0.010417,0.151318,0.169028,32.682951,39.0,0.0,1.0
0.668719,0.935011,0.666311,4.0,99.069191,1031.097401,0.0,0.0135,0.011005,0.127503,0.147342,36.102892,39.0,0.0,1.0
0.553858,0.647549,0.98236,4.0,122.39491,1147.561938,0.0,0.0135,0.012257,0.345551,0.16497,33.279238,39.0,1.0946293265442202,0.0
0.531566,0.561241,0.50096,3.0,118.61064,1944.946128,0.0,0.01475,0.01284,0.145994,0.066801,54.133184,39.0,1.5735365639712904,0.0
0.737444,0.605956,0.67841,7.0,88.755271,802.905736,0.0,0.00975,0.009263,0.218038,0.180244,31.002176,39.0,0.20968243048312302,0.0
0.614241,0.457249,1.344848,4.0,128.78357,835.647009,0.0,0.0135,0.01129,0.669158,0.212848,26.875719,39.0,2.143830339021273,0.0
