D, Z, AEdAO, PdD, P_B, n,etaO,etaR, t075dD,tmin075dD, tal07R,cavLim, Vtip,Vtipmax, fitness, iteration, population i 
0.529356,5,0.639647,1.373471,146.274143,1043.321463,0.223734,0.987742,0.012250,0.011544,0.566475,0.195758,28.917757,39.000000,423.281438,1,1
0.682269,3,0.850116,0.613784,101.449527,1078.156562,0.308622,1.035792,0.014750,0.011687,0.116858,0.133819,38.515538,39.000000,101.449527,1,2
0.679964,5,0.585955,0.966882,98.116864,777.141677,0.326120,1.013458,0.012250,0.010412,0.359343,0.205866,27.668461,39.000000,171.264580,1,3
0.721332,5,0.803463,0.500000,94.664017,1076.614900,0.328746,1.042989,0.012250,0.009897,0.096321,0.122030,40.662512,39.000000,98.699403,1,4
0.761042,3,0.819385,1.129193,99.595778,574.513203,0.325101,1.003192,0.014750,0.011328,0.308802,0.251398,22.893234,39.000000,122.337697,1,5
0.668435,5,0.300000,0.559140,95.364955,1113.230143,0.327140,1.039248,0.012250,0.010303,0.333070,0.131551,38.962136,39.000000,241.451444,1,6
0.761134,6,0.337602,0.782203,86.467594,713.104907,0.366457,1.025139,0.011000,0.009435,0.446812,0.199597,28.419279,39.000000,193.564014,1,7
0.630573,7,0.339069,0.845654,102.054133,959.810699,0.310866,1.021126,0.009750,0.009957,0.537340,0.175662,31.689806,39.000000,314.300571,1,8
0.735996,7,0.987131,0.953904,91.989544,641.711751,0.347958,1.014279,0.009750,0.009388,0.225067,0.232509,24.729428,39.000000,91.989544,1,9
0.599303,4,0.433757,1.113321,118.859667,959.716623,0.271225,1.004196,0.013500,0.011625,0.554380,0.186608,30.115362,39.000000,353.111927,1,10
0.598198,6,0.333394,1.351023,126.693948,884.851982,0.258317,0.989161,0.011000,0.010209,0.913822,0.205505,27.714948,39.000000,563.372401,1,11
0.734705,7,0.536144,1.020242,91.171587,634.156738,0.352532,1.010083,0.009750,0.009278,0.434876,0.235744,24.395416,39.000000,168.183727,1,12
0.789334,5,0.696761,1.001157,87.475103,570.519587,0.367405,1.011290,0.012250,0.009733,0.306837,0.243947,23.579250,39.000000,110.026322,1,13
0.555585,2,0.688936,1.203702,142.318282,1023.790823,0.227618,0.998479,0.016000,0.014878,0.427497,0.189095,29.782446,39.000000,321.746503,1,14
0.721217,4,0.300000,0.933738,91.886888,753.275805,0.347800,1.015555,0.013500,0.010514,0.583596,0.199398,28.445829,39.000000,268.933426,1,15
0.788691,5,0.612128,0.648964,82.296985,753.846609,0.382122,1.033567,0.012250,0.009578,0.185036,0.179347,31.130653,39.000000,84.907361,1,16
0.766595,5,0.874571,0.757707,85.955271,717.104937,0.368121,1.026689,0.012250,0.009816,0.164709,0.196707,28.783746,39.000000,85.955271,1,17
0.546287,2,0.395929,1.056631,137.008230,1239.944778,0.234206,1.007782,0.016000,0.014740,0.523092,0.151305,35.466786,39.000000,473.663962,1,18
