D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.529356,0.639647,1.373471,5.0,146.274143,1043.321463,423.281438,0.01225,0.011544,0.566475,0.195758,28.917757,39.0,1.8937514686500678,0.0
0.682269,0.850116,0.613784,3.0,101.449527,1078.156562,101.449527,0.01475,0.011687,0.116858,0.133819,38.515538,39.0,0.0,1.0
0.679964,0.585955,0.966882,5.0,98.116864,777.141677,171.26458,0.01225,0.010412,0.359343,0.205866,27.668461,39.0,0.7455189297892806,0.0
0.721332,0.803463,0.5,5.0,94.664017,1076.6149,98.699403,0.01225,0.009897,0.096321,0.12203,40.662512,39.0,0.04262851282051281,0.0
0.761042,0.819385,1.129193,3.0,99.595778,574.513203,122.337697,0.01475,0.011328,0.308802,0.251398,22.893234,39.0,0.2283391275984694,0.0
0.668435,0.3,0.55914,5.0,95.364955,1113.230143,241.451444,0.01225,0.010303,0.33307,0.131551,38.962136,39.0,1.5318697691389649,0.0
0.761134,0.337602,0.782203,6.0,86.467594,713.104907,193.564014,0.011,0.009435,0.446812,0.199597,28.419279,39.0,1.2385707200008016,0.0
0.630573,0.339069,0.845654,7.0,102.054133,959.810699,314.300571,0.00975,0.009957,0.53734,0.175662,31.689806,39.0,2.0797321367078423,0.0
0.735996,0.987131,0.953904,7.0,91.989544,641.711751,91.989544,0.00975,0.009388,0.225067,0.232509,24.729428,39.0,0.0,1.0
0.599303,0.433757,1.113321,4.0,118.859667,959.716623,353.111927,0.0135,0.011625,0.55438,0.186608,30.115362,39.0,1.9708265454857241,0.0
0.598198,0.333394,1.351023,6.0,126.693948,884.851982,563.372401,0.011,0.010209,0.913822,0.205505,27.714948,39.0,3.4467141918688116,0.0
0.734705,0.536144,1.020242,7.0,91.171587,634.156738,168.183727,0.00975,0.009278,0.434876,0.235744,24.395416,39.0,0.8446959413601193,0.0
0.789334,0.696761,1.001157,5.0,87.475103,570.519587,110.026322,0.01225,0.009733,0.306837,0.243947,23.57925,39.0,0.2578018995929445,0.0
0.555585,0.688936,1.203702,2.0,142.318282,1023.790823,321.746503,0.016,0.014878,0.427497,0.189095,29.782446,39.0,1.260752531796187,0.0
0.721217,0.3,0.933738,4.0,91.886888,753.275805,268.933426,0.0135,0.010514,0.583596,0.199398,28.445829,39.0,1.9267896368067887,0.0
0.788691,0.612128,0.648964,5.0,82.296985,753.846609,84.907361,0.01225,0.009578,0.185036,0.179347,31.130653,39.0,0.03172063095563349,0.0
0.766595,0.874571,0.757707,5.0,85.955271,717.104937,85.955271,0.01225,0.009816,0.164709,0.196707,28.783746,39.0,0.0,1.0
0.546287,0.395929,1.056631,2.0,137.00823,1239.944778,473.663962,0.016,0.01474,0.523092,0.151305,35.466786,39.0,2.4572023396450877,0.0
0.754154,0.670249,0.5,2.0,98.515003,1073.252693,107.052895,0.016,0.012139,0.097058,0.113397,42.37997,39.0,0.08666589743589743,0.0
0.714802,0.776177,0.757403,7.0,90.736245,790.020677,96.749679,0.00975,0.00943,0.203289,0.190654,29.568052,39.0,0.06627188519517035,0.0
0.746096,0.678129,1.262287,4.0,103.781747,564.881479,172.542439,0.0135,0.010477,0.43387,0.260967,22.067375,39.0,0.6625473718899323,0.0
0.800000,0.572359,0.940645,7.0,83.689366,564.93198,122.200725,0.00975,0.008953,0.354918,0.243066,23.663815,39.0,0.46017131149564316,0.0
0.768064,0.666351,0.567693,4.0,86.182986,886.45729,86.182986,0.0135,0.010133,0.134636,0.150111,35.649533,39.0,0.0,1.0
0.503935,0.468659,1.035877,5.0,131.714473,1353.706326,449.395036,0.01225,0.012,0.510896,0.14974,35.718861,39.0,2.4118872712702015,0.0
0.797304,0.423851,1.311803,3.0,102.965307,525.485536,243.717617,0.01475,0.010719,0.621342,0.262503,21.937308,39.0,1.366990091541811,0.0
0.500000,0.3,0.866741,4.0,124.38443,1580.960181,616.00856,0.0135,0.012548,0.578585,0.118291,41.389441,39.0,3.9524682319354123,0.0
0.800000,0.714413,1.4,2.0,104.630217,467.436797,167.26264,0.016,0.011888,0.468542,0.293094,19.579947,39.0,0.5986065903771486,0.0
0.500000,0.3,1.213983,5.0,142.505642,1343.16561,818.972849,0.01225,0.011786,0.879753,0.153082,35.163993,39.0,4.7469395487385855,0.0
0.528567,0.321803,0.879584,5.0,118.337777,1371.596945,496.289939,0.01225,0.011609,0.5736,0.136772,37.95991,39.0,3.193840844617319,0.0
0.800000,0.379642,1.231192,2.0,103.622742,558.400328,250.178073,0.016,0.011958,0.593747,0.245928,23.390218,39.0,1.4143123190527307,0.0
fitness at iteration,1,,,,,84.907361,,,,,,,,0.0
0.718908,0.337602,0.5,7.0,99.928641,1008.285149,193.345046,0.00975,0.009431,0.264623,0.136768,37.953814,39.0,0.9348312470753393,0.0
0.800000,0.498874,0.5,5.0,84.415143,863.159782,90.84049,0.01225,0.009442,0.158178,0.14699,36.155952,39.0,0.07611402136199744,0.0
0.679964,0.585955,1.093718,3.0,110.4706,750.823726,205.419611,0.01475,0.011935,0.398166,0.214126,26.731467,39.0,0.8594939428187142,0.0
0.721332,1.05,0.787634,5.0,92.240707,781.567611,92.240707,0.01225,0.010161,0.149128,0.191026,29.518914,39.0,0.0,1.0
0.761042,0.819385,1.129193,7.0,90.915429,546.841557,116.923595,0.00975,0.009142,0.339925,0.264313,21.790573,39.0,0.2860699246726417,0.0
