D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.578562,1.032368,0.741237,2.0,201.418298,1513.138616,0.0,0.016,0.015833,0.138522,0.098018,45.838167,39.0,0.5885678384048771,0.0
0.500181,0.816234,0.997275,7.0,213.351803,1537.270578,0.0,0.00975,0.01222,0.326366,0.123957,40.260192,39.0,1.8673371666231284,0.0
0.503909,0.802489,1.120338,4.0,232.414329,1473.480612,0.0,0.0135,0.014115,0.362553,0.13174,38.877191,39.0,1.795604979505086,0.0
0.717048,0.519333,1.10593,3.0,174.922141,808.091125,0.0,0.01475,0.012603,0.441403,0.184423,30.339414,39.0,1.3934270671228641,0.0
0.783871,0.801265,0.698444,5.0,137.821854,857.830387,0.0,0.01225,0.010458,0.15942,0.152393,35.208288,39.0,0.046111041845754104,0.0
0.515701,0.962069,0.80479,6.0,201.680276,1674.229779,0.0,0.011,0.012455,0.196458,0.100571,45.207615,39.0,1.229416107273617,0.0
0.725728,0.705234,0.89892,6.0,148.99852,825.424504,0.0,0.011,0.010499,0.280711,0.177326,31.365319,39.0,0.5830222302426038,0.0
0.572343,1.040156,1.082738,4.0,199.12596,1148.679809,0.0,0.0135,0.013227,0.271276,0.157184,34.4234,39.0,0.7258499592833878,0.0
0.500485,0.819737,1.265798,6.0,237.87001,1372.720482,0.0,0.011,0.012551,0.437539,0.147823,35.972624,39.0,2.0834602671030824,0.0
0.672416,0.308875,0.725747,6.0,157.70127,1107.987133,0.0,0.011,0.010804,0.46638,0.131023,39.00961,39.0,2.559774126764199,0.0
0.500934,0.395358,0.986555,4.0,219.694817,1717.161557,0.0,0.0135,0.013844,0.536325,0.10127,45.039185,39.0,4.47569012254771,0.0
0.777056,0.653366,0.872509,3.0,150.739498,785.573581,0.0,0.01475,0.012111,0.25186,0.173403,31.962283,39.0,0.4524546864817793,0.0
0.754651,0.935244,0.805926,6.0,144.418601,820.428567,0.0,0.011,0.010323,0.178622,0.170408,32.417962,39.0,0.04820196234918548,0.0
0.756584,0.789697,0.795477,2.0,162.044628,887.964022,0.0,0.016,0.013772,0.178702,0.152588,35.176391,39.0,0.1711405877264267,0.0
0.742961,0.342992,0.544088,5.0,145.120215,1096.723945,0.0,0.01225,0.010616,0.273906,0.111826,42.664014,39.0,1.5433436720977234,0.0
0.567106,0.697958,0.61021,4.0,181.882095,1744.349139,0.0,0.0135,0.0128,0.162053,0.074246,51.79601,39.0,1.5107523908600444,0.0
0.545959,0.741104,1.114867,3.0,223.512244,1289.442695,0.0,0.01475,0.014693,0.369722,0.142564,36.860435,39.0,1.5933756067450409,0.0
0.733522,0.749305,1.026455,3.0,166.469221,778.268584,0.0,0.01475,0.012591,0.294023,0.187685,29.891046,39.0,0.566576977382316,0.0
0.662357,0.804688,1.251526,6.0,181.293519,806.43128,0.0,0.011,0.010902,0.410101,0.202727,27.967788,39.0,1.0229224523620435,0.0
0.621957,0.486419,1.20546,4.0,199.358927,1005.116604,0.0,0.0135,0.012425,0.559474,0.168249,32.732215,39.0,2.3252738500674597,0.0
0.558051,0.588214,1.299627,4.0,230.176166,1166.836113,0.0,0.0135,0.013118,0.548061,0.159244,34.09437,39.0,2.4416430132375475,0.0
0.530134,0.504696,0.787664,6.0,191.074933,1637.510924,0.0,0.011,0.012132,0.348634,0.099564,45.453596,39.0,2.7603907838698127,0.0
0.579596,0.713489,1.030313,2.0,216.411037,1226.463526,0.0,0.016,0.016054,0.325603,0.140511,37.220168,39.0,1.3206412985491243,0.0
0.596678,0.450683,1.368952,3.0,230.380889,1052.225819,0.0,0.01475,0.013479,0.684271,0.167283,32.873633,39.0,3.090499333464847,0.0
0.511036,0.63916,0.975685,6.0,207.857891,1540.529303,0.0,0.011,0.012473,0.37849,0.118892,41.221108,39.0,2.3585240142757233,0.0
0.701697,0.941183,0.50274,4.0,172.272657,1391.627914,0.0,0.0135,0.01156,0.077627,0.076606,51.129462,39.0,0.3243397839132906,0.0
0.517127,0.678249,1.169487,7.0,217.530889,1341.784454,0.0,0.00975,0.011887,0.471684,0.145661,36.331099,39.0,2.41800746166944,0.0
0.667510,0.618003,0.604565,5.0,155.041896,1263.091606,0.0,0.01225,0.011169,0.179707,0.105062,44.145964,39.0,0.8424330321602531,0.0
0.709044,1.040531,0.776641,4.0,156.593217,974.672399,0.0,0.0135,0.011745,0.145892,0.146477,36.185173,39.0,0.0,1.0
0.735779,0.690858,1.156485,3.0,173.780583,725.430037,0.0,0.01475,0.01252,0.37487,0.202859,27.947391,39.0,0.8479337865216725,0.0
0.578562,0.3,0.741237,5.0,175.782021,1487.741738,884.164975,0.01225,0.012032,0.492958,0.101134,45.068808,39.0,4.029915838563003,0.0
0.500181,0.816234,1.31066,5.0,247.403861,1363.112653,765.786898,0.01225,0.013141,0.452623,0.149504,35.699101,39.0,2.095300651165592,0.0
0.503909,0.802489,1.120338,2.0,246.096043,1483.200555,695.028778,0.016,0.017298,0.35787,0.130335,39.133648,39.0,1.824234962836872,0.0
0.500000,0.519333,1.4,5.0,261.824837,1412.571801,1270.369615,0.01225,0.01281,0.682223,0.141884,36.981043,39.0,3.852031090432837,0.0
0.783871,0.903317,1.186885,5.0,155.025322,606.063794,214.386125,0.01225,0.010587,0.318455,0.230279,24.874927,39.0,0.38290942725997584,0.0
0.644133,0.962069,0.80479,6.0,165.589604,1100.96402,218.331011,0.011,0.011152,0.183976,0.14099,37.131938,39.0,0.3185167135900946,0.0
0.517371,0.681052,0.89892,6.0,201.003028,1569.018588,610.61593,0.011,0.012393,0.319337,0.112617,42.503875,39.0,2.0378471961718145,0.0
0.500000,1.040156,1.082738,4.0,225.16854,1483.979547,491.862812,0.0135,0.014198,0.281587,0.131876,38.850494,39.0,1.1844025344216114,0.0
0.500485,0.819737,1.169165,3.0,242.984375,1456.751796,688.928287,0.01475,0.015365,0.378325,0.135346,38.174695,39.0,1.835269335543332,0.0
0.672416,0.308875,0.532671,5.0,157.291803,1333.534702,550.157182,0.01225,0.011116,0.308015,0.093513,46.950607,39.0,2.4976818285215794,0.0
0.800000,0.395358,0.986555,4.0,143.714418,699.474592,358.559259,0.0135,0.010947,0.479308,0.192112,29.299523,39.0,1.494940451403348,0.0
0.608578,0.890316,0.872509,3.0,186.689404,1209.711393,295.522175,0.01475,0.01383,0.211147,0.133388,38.547544,39.0,0.5829534890694814,0.0
0.754651,0.935244,1.4,7.0,165.371362,582.534335,273.606698,0.00975,0.009663,0.411918,0.248969,23.017941,39.0,0.6544951379489014,0.0
0.742687,0.789697,0.795477,2.0,164.548731,918.327498,198.552522,0.016,0.013907,0.18022,0.149356,35.710979,39.0,0.20664720533490455,0.0
0.730311,0.342992,0.544088,5.0,146.920822,1131.882764,388.003636,0.01225,0.010699,0.275792,0.108961,43.28206,39.0,1.6409038707239167,0.0
0.521157,0.697958,0.61021,4.0,195.784445,2045.536904,609.430231,0.0135,0.013352,0.165987,0.0619,55.818065,39.0,2.1127671693384698,0.0
0.545959,0.3,0.822064,3.0,189.619352,1665.729628,1105.720946,0.01475,0.014013,0.50815,0.090574,47.617097,39.0,4.831280880310929,0.0
0.733522,0.930458,0.748957,3.0,157.124146,957.553038,160.771245,0.01475,0.012447,0.146311,0.142992,36.776844,39.0,0.02321108873223669,0.0
0.500000,0.804688,1.4,5.0,257.527063,1323.786747,841.849959,0.01225,0.012981,0.500462,0.155777,34.656656,39.0,2.2689953046044327,0.0
0.621957,1.05,1.20546,4.0,190.842668,916.244968,315.345071,0.0135,0.012592,0.310858,0.188127,29.838058,39.0,0.6523837620330949,0.0
0.558051,0.744134,0.5,6.0,186.102238,1976.383786,500.839904,0.011,0.011557,0.123176,0.056966,57.74895,39.0,1.6912104388416793,0.0
0.507606,0.404736,0.62155,7.0,201.558057,2007.173116,1077.573474,0.00975,0.011924,0.331437,0.069107,53.347063,39.0,4.346192290030608,0.0
0.579596,0.713489,1.030313,2.0,216.411037,1226.463526,502.210528,0.016,0.016054,0.325603,0.140511,37.220168,39.0,1.3206412985491243,0.0
0.656058,0.3,1.241976,6.0,183.117937,907.037136,927.48336,0.011,0.010713,0.905306,0.178739,31.157732,39.0,4.064960640934547,0.0
0.677734,1.05,0.670429,5.0,160.683798,1166.751039,171.127555,0.01225,0.011248,0.118327,0.11793,41.403428,39.0,0.06499276277322273,0.0
0.701697,0.941183,0.921506,2.0,173.000785,899.755198,213.17275,0.016,0.014449,0.204536,0.165991,33.057686,39.0,0.23221138495460594,0.0
0.517127,0.3,0.917089,7.0,204.053464,1605.971636,1375.526933,0.00975,0.011842,0.696956,0.108066,43.484416,39.0,5.740999397505884,0.0
0.667510,0.845525,1.004362,4.0,172.35642,919.014617,272.896481,0.0135,0.012213,0.273027,0.172439,32.120225,39.0,0.5833251178677678,0.0
0.500000,1.040531,0.776641,4.0,211.472079,1868.916859,469.605826,0.0135,0.014024,0.164176,0.08512,48.928129,39.0,1.2206913267218464,0.0
0.735779,0.690858,1.156485,6.0,158.663232,696.685177,303.040689,0.011,0.010388,0.40566,0.212391,26.839987,39.0,0.9099679364944844,0.0
fitness at iteration,1,,,,,160.771245,,,,,,,,0.0
