D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.639230,0.501722,0.509323,5.0,201.964737,1625.894133,0.0,0.01225,0.011709,0.180463,0.065768,54.418715,39.0,2.139284886469611,0.0
0.773306,0.721067,0.621527,5.0,171.951974,1020.262761,0.0,0.01225,0.010809,0.150643,0.118231,41.310662,39.0,0.3333890432488854,0.0
0.702428,0.554848,0.70213,6.0,184.982402,1103.249752,0.0,0.011,0.010933,0.252258,0.122055,40.57645,39.0,1.107178584843529,0.0
0.704901,0.887376,0.623225,3.0,202.856279,1272.295674,0.0,0.01475,0.012996,0.114995,0.093357,46.958533,39.0,0.43584189099330045,0.0
0.615146,0.939459,1.038437,6.0,224.825928,1094.98271,0.0,0.011,0.011891,0.281888,0.151902,35.268283,39.0,0.9306533884236261,0.0
0.638742,0.466861,0.810003,5.0,203.063768,1241.189364,0.0,0.01225,0.011976,0.358146,0.117258,41.510912,39.0,2.118724067002809,0.0
0.630873,0.952777,0.500715,7.0,214.37698,1712.873488,0.0,0.00975,0.010895,0.09017,0.059817,56.580387,39.0,1.0633042315761554,0.0
0.688031,0.606589,0.641667,5.0,187.16426,1234.150549,0.0,0.01225,0.011439,0.197933,0.103575,44.46054,39.0,1.051025190590245,0.0
0.694186,0.787108,0.729178,2.0,214.248445,1189.522167,0.0,0.016,0.014864,0.161806,0.109055,43.236139,39.0,0.5923290032775748,0.0
0.518547,0.764347,1.293987,6.0,289.708359,1372.822074,0.0,0.011,0.012732,0.47416,0.140058,37.273604,39.0,2.5214897843116537,0.0
0.780130,0.585071,0.838504,4.0,176.529541,845.051422,0.0,0.0135,0.011539,0.274538,0.156325,34.518262,39.0,0.7562002238925317,0.0
0.789665,0.8235,1.200133,2.0,206.487499,655.29791,0.0,0.016,0.013986,0.337397,0.20972,27.094442,39.0,0.6087974442113295,0.0
0.631918,0.782165,1.335432,3.0,256.245712,933.980904,0.0,0.01475,0.013839,0.452417,0.18023,30.902788,39.0,1.510220274094213,0.0
0.528540,0.936952,0.738802,4.0,247.88952,1876.096007,0.0,0.0135,0.014068,0.165718,0.073746,51.919592,39.0,1.6187925175158606,0.0
0.619282,0.383056,0.88985,5.0,212.616676,1264.383477,0.0,0.01225,0.012154,0.486749,0.119868,40.998334,39.0,3.1119477792905528,0.0
0.674697,0.560682,0.880802,4.0,202.483461,1078.693254,0.0,0.0135,0.012429,0.321471,0.135498,38.10705,39.0,1.372514723464553,0.0
0.544738,0.815135,1.228269,5.0,273.793146,1284.412666,0.0,0.01225,0.013147,0.408008,0.143687,36.634567,39.0,1.9077894834002453,0.0
0.617037,0.822898,0.63102,5.0,208.635042,1537.53924,0.0,0.01225,0.012081,0.146057,0.082093,49.674811,39.0,1.0528781958120041,0.0
0.537253,0.916901,1.334297,4.0,288.740369,1244.705507,0.0,0.0135,0.013945,0.420906,0.153416,35.014167,39.0,1.775471072982375,0.0
0.644730,0.580219,0.790701,7.0,201.556312,1185.724148,0.0,0.00975,0.011076,0.302269,0.125036,40.027641,39.0,1.5635238518273757,0.0
0.595699,0.681953,1.095449,2.0,268.207034,1210.679435,0.0,0.016,0.016424,0.36832,0.137362,37.76195,39.0,1.707197920813842,0.0
0.684631,0.859225,0.752548,6.0,191.665759,1104.069604,0.0,0.011,0.011143,0.18271,0.127545,39.577797,39.0,0.460162491159328,0.0
0.778965,0.929945,1.287412,2.0,200.506648,625.704329,0.0,0.016,0.013832,0.354115,0.223966,25.52029,39.0,0.5811105257047946,0.0
0.720959,0.841406,1.391721,2.0,222.807996,695.8159,0.0,0.016,0.014188,0.447987,0.217252,26.266566,39.0,1.0620615690534496,0.0
0.603778,0.672507,1.135972,4.0,247.423955,1134.629373,0.0,0.0135,0.013277,0.406685,0.148221,35.869885,39.0,1.743774498890171,0.0
0.658541,0.522356,1.138267,5.0,221.328838,970.591461,0.0,0.01225,0.011852,0.502519,0.163037,33.467101,39.0,2.0822390009629723,0.0
0.670522,1.03274,1.276607,2.0,215.935604,811.941616,0.0,0.016,0.014886,0.349046,0.198013,28.506008,39.0,0.7627428502169051,0.0
0.514474,0.424894,0.630903,2.0,251.35061,2363.465729,0.0,0.016,0.01662,0.250514,0.044881,63.666619,39.0,5.251520237536713,0.0
0.505752,0.894955,0.871386,6.0,256.586494,1774.100878,0.0,0.011,0.013074,0.239571,0.093297,46.980132,39.0,1.9310859920009575,0.0
0.757951,0.897597,0.947517,6.0,182.021507,784.934936,0.0,0.011,0.010706,0.239103,0.178487,31.151087,39.0,0.3396101676872825,0.0
0.639230,0.501722,0.509323,4.0,201.228518,1668.039478,645.288887,0.0135,0.012297,0.171517,0.061803,55.829321,39.0,2.206742318858059,0.0
0.773306,0.721067,0.697907,3.0,181.748659,985.584778,241.98767,0.01475,0.01242,0.164401,0.12567,39.906543,39.0,0.33144076137747813,0.0
0.556879,0.554848,0.70213,6.0,224.562203,1706.279285,828.933237,0.011,0.012223,0.271193,0.081794,49.751911,39.0,2.691308338321232,0.0
0.557411,0.887376,1.253807,3.0,274.536235,1205.025711,706.418122,0.01475,0.014945,0.390401,0.152494,35.169872,39.0,1.5731551249971465,0.0
