D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid,seed,iteration
0.713565,1.031983,1.180791,7.0,98.597317,597.014374,114.1539,0.00975,0.009428,0.298895,0.258162,22.305769,39.0,0.15778077331288112,0.0,2,1
0.613615,0.650851,0.747137,5.0,101.659584,1094.612291,156.045782,0.01225,0.010854,0.234897,0.153029,35.168586,39.0,0.5349835652065948,0.0,2,1
0.500000,0.439318,0.867508,6.0,123.797371,1481.854303,425.379573,0.011,0.011495,0.449329,0.132427,38.794855,39.0,2.4360938334790068,0.0,2,1
0.794835,0.735399,0.740597,5.0,82.462125,681.660831,82.462125,0.01225,0.009617,0.18624,0.19999,28.369009,39.0,0.0,1.0,2,1
0.683528,0.832476,0.998233,4.0,101.808056,748.958204,128.100624,0.0135,0.011086,0.268583,0.213457,26.804804,39.0,0.258253418721335,0.0,2,1
0.693959,1.05,1.148435,5.0,102.673672,650.699597,116.102085,0.01225,0.010393,0.275163,0.243338,23.643577,39.0,0.13078516302427073,0.0,2,1
0.730060,0.829225,0.696455,2.0,100.976476,887.636366,100.976476,0.016,0.012755,0.136741,0.160641,33.930657,39.0,0.0,1.0,2,1
0.800000,1.05,0.543091,4.0,96.677812,892.769214,96.677812,0.0135,0.010132,0.071036,0.139798,37.396229,39.0,0.0,1.0,2,1
0.659317,0.640141,1.4,4.0,122.357324,681.829484,272.732686,0.0135,0.010923,0.544889,0.244456,23.537938,39.0,1.2289859933894032,0.0,2,1
0.500000,0.683997,0.597356,2.0,135.10155,2006.360766,324.119477,0.016,0.015182,0.147547,0.071895,52.526402,39.0,1.3990875838482402,0.0,2,1
0.800000,0.952022,0.969023,4.0,88.099543,567.463706,88.099543,0.0135,0.01027,0.213151,0.241982,23.769864,39.0,0.0,1.0,2,1
0.694405,0.658865,0.709008,4.0,92.855932,917.491646,111.78311,0.0135,0.010768,0.197906,0.164396,33.359043,39.0,0.20383707632789128,0.0,2,1
0.514072,0.907375,1.094234,3.0,137.479869,1203.844351,250.912724,0.01475,0.013884,0.312206,0.171063,32.403574,39.0,0.8250936789369998,0.0,2,1
0.800000,0.810634,0.5,7.0,88.627698,867.366805,88.627698,0.00975,0.008824,0.096413,0.145932,36.332176,39.0,0.0,1.0,2,1
0.568600,0.987158,1.4,4.0,133.541636,845.818838,245.310329,0.0135,0.011822,0.419481,0.228356,25.181572,39.0,0.8369607104696175,0.0,2,1
0.753812,0.740188,0.535685,4.0,90.03582,961.199772,90.03582,0.0135,0.010224,0.110512,0.136846,37.938098,39.0,0.0,1.0,2,1
0.520269,0.988027,0.533162,2.0,147.651347,2069.461643,262.326343,0.016,0.015075,0.080548,0.06051,56.374662,39.0,0.7766560295691747,0.0,2,1
0.758754,0.717796,1.34762,5.0,102.72334,519.891061,169.974532,0.01225,0.009733,0.461753,0.279059,20.654378,39.0,0.6546787596888114,0.0,2,1
0.500000,0.676144,0.771866,4.0,125.527492,1608.897026,274.831732,0.0135,0.012758,0.241891,0.114673,42.120826,39.0,1.1894192069217107,0.0,2,1
0.591619,0.781945,0.915426,6.0,108.383109,1010.566701,168.498879,0.011,0.010704,0.277086,0.17823,31.304424,39.0,0.5546540986365932,0.0,2,1
0.800000,0.405572,0.5,2.0,81.869285,949.18128,105.535742,0.016,0.011432,0.161198,0.126967,39.759212,39.0,0.28907246239917384,0.0,2,1
0.737754,0.940553,1.34987,5.0,104.670569,532.845223,140.632212,0.01225,0.00991,0.376156,0.279968,20.583134,39.0,0.34356783632415133,0.0,2,1
0.732189,0.816576,0.549012,2.0,105.151302,1066.055595,110.19242,0.016,0.012557,0.092068,0.120934,40.869721,39.0,0.04794156410256406,0.0,2,1
0.776661,0.603148,0.561148,3.0,86.6435,898.346369,86.6435,0.01475,0.010769,0.138284,0.144752,36.532026,39.0,0.0,1.0,2,1
0.767700,1.05,1.198098,5.0,95.480994,526.055328,98.701376,0.01225,0.00987,0.281681,0.27249,21.145682,39.0,0.033729678153326746,0.0,2,1
0.800000,0.86217,1.4,6.0,97.763005,449.31901,134.717499,0.011,0.009043,0.418958,0.304033,18.821031,39.0,0.37800173007535365,0.0,2,1
0.500000,1.05,0.5,2.0,164.2043,2384.834073,330.278281,0.016,0.015464,0.066531,0.047169,62.43481,39.0,1.011374024383681,0.0,2,1
0.800000,0.664487,1.102252,4.0,92.142842,536.325694,127.180242,0.0135,0.010216,0.353646,0.256219,22.465558,39.0,0.3802489276751531,0.0,2,1
0.534999,0.833603,1.262291,4.0,138.883467,1033.491534,291.623851,0.0135,0.012429,0.410513,0.195503,28.950685,39.0,1.0997785200227106,0.0,2,1
0.635294,0.8996,0.987175,5.0,105.704042,849.956468,136.494825,0.01225,0.010857,0.25934,0.200837,28.272881,39.0,0.2912959265473993,0.0,2,1
0.586428,0.867229,0.700114,4.0,109.404092,1265.049744,129.953333,0.0135,0.011754,0.156987,0.132163,38.843743,39.0,0.18782866611684046,0.0,2,2
0.613615,0.528199,0.747137,6.0,101.157401,1080.625579,192.854032,0.011,0.010401,0.296899,0.155732,34.71921,39.0,0.9064739424138906,0.0,2,2
0.653482,0.831931,0.867508,6.0,98.631957,865.222281,121.274388,0.011,0.010203,0.234106,0.190397,29.604655,39.0,0.22956769276826838,0.0,2,2
0.794835,0.735399,1.4,5.0,100.47834,466.003249,159.680436,0.01225,0.009456,0.469877,0.295668,19.393883,39.0,0.589204783743929,0.0,2,2
0.800000,0.828812,0.676879,4.0,84.450218,732.992379,84.450218,0.0135,0.010082,0.137323,0.182316,30.703513,39.0,0.0,1.0,2,2
0.731675,1.05,1.029842,3.0,96.904324,640.681554,96.904324,0.01475,0.011549,0.221882,0.234283,24.544762,39.0,0.0,1.0,2,2
0.635294,0.471616,0.696455,2.0,104.383876,1170.773769,193.104542,0.016,0.013328,0.243537,0.131646,38.94452,39.0,0.8499384713549973,0.0,2,2
0.800000,1.05,0.795191,2.0,93.865065,674.338976,93.865065,0.016,0.012303,0.131639,0.200987,28.246645,39.0,0.0,1.0,2,2
0.659317,0.640141,0.5,7.0,100.953193,1201.422569,126.201056,0.00975,0.009634,0.139822,0.117831,41.475193,39.0,0.25009818851444987,0.0,2,2
0.500000,0.683997,0.5,6.0,122.899591,2042.419969,296.490779,0.011,0.011239,0.139074,0.068842,53.47043,39.0,1.412493066159215,0.0,2,2
0.500000,1.05,0.969023,4.0,131.824514,1350.853006,201.36738,0.0135,0.013002,0.232038,0.151903,35.365249,39.0,0.5275406015681058,0.0,2,2
0.800000,0.59119,1.002507,4.0,88.786529,571.899584,126.16306,0.0135,0.010196,0.341167,0.240094,23.955674,39.0,0.4209726190575358,0.0,2,2
0.694567,0.878858,0.5,5.0,99.467976,1166.404806,108.188393,0.01225,0.01009,0.087516,0.11322,42.419153,39.0,0.08767058974358978,0.0,2,2
0.800000,0.810634,0.816487,7.0,83.374581,611.693296,83.374581,0.00975,0.008986,0.207592,0.224221,25.622549,39.0,0.0,1.0,2,2
0.568600,0.987158,0.793011,4.0,114.187106,1224.449238,134.11087,0.0135,0.012065,0.170603,0.145258,36.45409,39.0,0.17448264467361527,0.0,2,2
0.754261,0.740188,0.836686,2.0,98.791705,733.870639,102.558246,0.016,0.012659,0.202621,0.19518,28.982763,39.0,0.0381237831745056,0.0,2,2
0.609483,0.477553,0.564396,6.0,102.890154,1292.742557,201.451133,0.011,0.01034,0.226039,0.118961,41.254611,39.0,0.9579206585849401,0.0,2,2
0.758754,0.717796,0.947695,5.0,89.094932,633.490712,109.384783,0.01225,0.009916,0.280405,0.228392,25.167497,39.0,0.22773564748327438,0.0,2,2
0.500000,0.66046,0.771866,7.0,122.084443,1527.747221,284.869232,0.00975,0.011137,0.274418,0.125692,39.996329,39.0,1.333344206204573,0.0,2,2
0.591619,1.05,0.915426,6.0,111.054918,1003.090777,129.332272,0.011,0.010789,0.209393,0.179802,31.072842,39.0,0.1645754774696611,0.0,2,2
0.705835,0.405572,0.5,4.0,90.615464,1102.896602,152.177528,0.0135,0.010437,0.198585,0.121515,40.760215,39.0,0.6793764040368554,0.0,2,2
0.577647,0.88681,1.34987,5.0,131.432237,851.969054,250.801887,0.01225,0.011167,0.425609,0.22304,25.768237,39.0,0.9082182568149213,0.0,2,2
0.732189,0.434289,0.5,6.0,92.443928,990.140857,133.896321,0.011,0.009519,0.198049,0.136736,37.959353,39.0,0.4484042241984555,0.0,2,2
0.778208,1.05,1.4,7.0,96.415451,464.546604,114.846218,0.00975,0.008801,0.360238,0.302427,18.928823,39.0,0.19115687422088637,0.0,2,2
0.715654,1.026553,1.198098,2.0,100.484533,598.126186,116.321829,0.016,0.012828,0.297387,0.256897,22.412703,39.0,0.15761180550960124,0.0,2,2
0.800000,0.908167,1.4,6.0,97.719971,447.699824,128.290013,0.011,0.009049,0.400509,0.305072,18.753206,39.0,0.3128343473016206,0.0,2,2
0.602868,1.05,0.5,2.0,144.8988,1694.457979,198.724696,0.016,0.014148,0.061772,0.068781,53.487421,39.0,0.3714723333333333,0.0,2,2
0.800000,0.664487,1.064217,4.0,90.918987,547.458889,121.80302,0.0135,0.010223,0.336188,0.250945,22.931904,39.0,0.3396879794377255,0.0,2,2
