D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.555082,0.419929,1.019995,6.0,117.770081,1120.243862,0.0,0.011,0.010913,0.559619,0.16994,32.558814,39.0,2.2930387195480755,0.0
0.541315,0.467171,1.16653,6.0,127.734763,1096.21046,0.0,0.011,0.01101,0.605141,0.179835,31.07011,39.0,2.3658872737490446,0.0
0.748837,0.971053,1.011204,4.0,93.943188,621.169461,0.0,0.0135,0.010611,0.231029,0.236127,24.355449,39.0,0.0,1.0
0.724914,0.842382,0.994783,5.0,94.238374,663.64891,0.0,0.01225,0.01017,0.265399,0.228201,25.189719,39.0,0.16300542065985693,0.0
0.681115,0.59048,1.287034,2.0,123.127035,688.45068,0.0,0.016,0.013192,0.491764,0.234238,24.5523,39.0,1.0994202477821702,0.0
0.664538,0.955762,0.682278,5.0,97.41598,1006.722664,0.0,0.01225,0.010458,0.134668,0.153845,35.02907,39.0,0.0,1.0
0.646588,0.650619,0.576414,2.0,107.229284,1276.606246,0.0,0.016,0.013201,0.13441,0.109497,43.219844,39.0,0.3357233434256366,0.0
0.502235,0.978087,0.720124,7.0,125.068983,1585.305353,0.0,0.00975,0.011164,0.166908,0.116788,41.688689,39.0,0.6247515359085482,0.0
0.635385,0.834359,0.661531,4.0,101.802181,1134.633663,0.0,0.0135,0.011245,0.145118,0.137902,37.747761,39.0,0.05232701483662311,0.0
0.685538,1.023678,0.941367,4.0,99.463032,764.956417,0.0,0.0135,0.011075,0.203915,0.207679,27.457888,39.0,0.0,1.0
0.671459,0.556718,1.062444,7.0,99.545164,733.445185,0.0,0.00975,0.00966,0.457503,0.22284,25.786113,39.0,1.0530560043080235,0.0
0.714727,0.982733,0.869837,3.0,97.906287,760.106701,0.0,0.01475,0.01168,0.178444,0.199404,28.445472,39.0,0.0,1.0
0.799700,0.536448,0.807243,4.0,83.386646,654.963273,0.0,0.0135,0.010103,0.274111,0.207919,27.424754,39.0,0.3183547439146976,0.0
0.608993,0.828108,0.770636,5.0,103.898903,1083.742852,0.0,0.01225,0.010956,0.195291,0.156727,34.557112,39.0,0.24605843281629833,0.0
0.747086,0.674152,0.984617,4.0,93.837553,650.196945,0.0,0.0135,0.010568,0.304994,0.22594,25.433978,39.0,0.3498893511551739,0.0
0.732945,0.918705,1.305461,6.0,101.809277,546.372255,0.0,0.011,0.009543,0.37158,0.274859,20.968082,39.0,0.35189315248909436,0.0
0.636392,0.371162,1.039749,5.0,106.0047,876.839238,0.0,0.01225,0.010639,0.595661,0.193395,29.217499,39.0,2.080022751363789,0.0
0.621066,0.908058,0.548816,5.0,105.456575,1337.848459,0.0,0.01225,0.010657,0.102541,0.108174,43.505412,39.0,0.11552338461538461,0.0
0.653818,0.46413,1.155991,6.0,106.619973,763.834615,0.0,0.011,0.010056,0.579017,0.219622,26.148971,39.0,1.636425312582528,0.0
0.722538,0.532117,1.019455,2.0,106.925526,719.635145,0.0,0.016,0.012907,0.365695,0.209696,27.225249,39.0,0.7439293071875477,0.0
0.763091,0.638692,1.065721,2.0,104.039902,619.004151,0.0,0.016,0.012635,0.332839,0.232465,24.732524,39.0,0.4317811283419009,0.0
0.614933,0.928399,1.062024,3.0,115.806212,874.509607,0.0,0.01475,0.012649,0.276463,0.201799,28.157314,39.0,0.3699919226557119,0.0
0.599583,0.591703,0.998507,6.0,108.935682,952.049682,0.0,0.011,0.010583,0.399171,0.188284,29.888753,39.0,1.1200473752416562,0.0
0.632104,0.735677,0.694294,7.0,99.956057,1049.817088,0.0,0.00975,0.009938,0.19761,0.155565,34.745674,39.0,0.28919016347017307,0.0
0.563262,0.342996,1.052885,4.0,121.091396,1134.697176,0.0,0.0135,0.011902,0.635593,0.163727,33.464867,39.0,2.882029231586726,0.0
0.694572,0.816077,0.561564,4.0,96.515819,1085.06949,0.0,0.0135,0.010671,0.110408,0.128692,39.461505,39.0,0.011833461538461602,0.0
0.660126,0.967708,0.671862,6.0,97.732104,1014.315927,0.0,0.011,0.010061,0.134258,0.153668,35.058958,39.0,0.0,1.0
0.593295,0.333244,0.846021,4.0,106.450165,1143.284484,0.0,0.0135,0.011557,0.49457,0.150993,35.515978,39.0,2.2754498552913054,0.0
0.658683,0.61132,1.301635,4.0,118.384152,713.022413,0.0,0.0135,0.011071,0.509476,0.233874,24.591123,39.0,1.1784208590950684,0.0
0.786826,0.786068,0.706479,3.0,88.612176,748.61581,0.0,0.01475,0.010966,0.14963,0.181346,30.841561,39.0,0.0,1.0
0.555082,1.05,0.733092,6.0,0.0,1319.485791,0.0,0.011,0.011015,0.150061,0.134702,38.349589,39.0,0.11538384290972659,0.0
0.541315,0.3,1.16653,6.0,0.0,1142.782788,0.0,0.011,0.010896,0.868057,0.171152,32.390119,39.0,4.071848415443582,0.0
0.800000,0.971053,1.09781,5.0,89.446069,516.793858,89.446069,0.01225,0.009713,0.259766,0.266041,21.64741,39.0,0.0,1.0
0.724914,0.842382,0.994783,5.0,0.0,663.64891,0.0,0.01225,0.01017,0.265399,0.228201,25.189719,39.0,0.16300542065985693,0.0
0.800000,0.59048,1.287034,2.0,0.0,510.437262,0.0,0.016,0.012125,0.462125,0.269402,21.381146,39.0,0.7153733082902133,0.0
0.800000,0.636259,0.682278,5.0,0.0,711.193938,0.0,0.01225,0.009539,0.190098,0.188952,29.790422,39.0,0.0060650323891781,0.0
0.684631,0.787389,0.576414,2.0,0.0,1154.840812,0.0,0.016,0.012977,0.107579,0.118218,41.397792,39.0,0.06148184615384622,0.0
0.502235,1.05,0.720124,6.0,0.0,1614.371239,0.0,0.011,0.011553,0.14997,0.113088,42.453033,39.0,0.46254106173292403,0.0
0.678115,0.692655,0.661531,6.0,0.0,965.398344,0.0,0.011,0.009889,0.185108,0.158445,34.277458,39.0,0.16827921360724538,0.0
0.685538,0.939554,0.941367,4.0,0.0,768.178752,0.0,0.0135,0.01107,0.220346,0.206677,27.573553,39.0,0.0661370157298586,0.0
0.671459,1.05,1.062444,7.0,0.0,711.20257,0.0,0.00975,0.00979,0.257649,0.229947,25.004118,39.0,0.12455704086325566,0.0
0.714727,0.471284,0.869837,3.0,0.0,795.862147,0.0,0.01475,0.011472,0.339919,0.189033,29.783548,39.0,0.7981992562145235,0.0
0.795932,0.536448,0.589258,2.0,0.0,861.020211,0.0,0.016,0.011763,0.15421,0.148654,35.882933,39.0,0.037375381758983986,0.0
0.608993,1.05,0.597314,5.0,0.0,1320.55345,0.0,0.01225,0.010846,0.099675,0.114717,42.108249,39.0,0.07969869230769233,0.0
0.676085,0.674152,0.984617,2.0,0.0,809.229759,0.0,0.016,0.013478,0.29659,0.197816,28.64651,39.0,0.4993226028228254,0.0
0.709696,0.918705,0.747849,6.0,91.477542,820.464892,91.477542,0.011,0.009775,0.163693,0.183869,30.488149,39.0,0.0,1.0
0.636392,0.371162,0.5,5.0,0.0,1298.7156,0.0,0.01225,0.010484,0.238341,0.10924,43.275004,39.0,1.2914261792336796,0.0
0.621066,0.908058,1.055273,7.0,0.0,829.161676,0.0,0.00975,0.010122,0.301005,0.212059,26.963457,39.0,0.4561915029781966,0.0
0.653818,0.861115,1.155991,4.0,0.0,740.867324,0.0,0.0135,0.01131,0.331321,0.226636,25.362713,39.0,0.46190808168163916,0.0
0.783051,0.532117,0.6957,5.0,0.0,730.544961,0.0,0.01225,0.009635,0.235839,0.187747,29.952681,39.0,0.25615322748166414,0.0
0.763091,0.3,0.612387,2.0,0.0,915.867882,0.0,0.016,0.011708,0.290979,0.144392,36.593816,39.0,1.0152016732228932,0.0
0.614933,0.928399,1.349718,4.0,0.0,751.712005,0.0,0.0135,0.011458,0.404271,0.2377,24.203497,39.0,0.7007614640302903,0.0
0.599583,0.66264,0.998507,6.0,0.0,944.9134,0.0,0.011,0.010607,0.36176,0.189962,29.664715,39.0,0.9043808761752352,0.0
0.632104,0.735677,1.05976,7.0,0.0,808.122155,0.0,0.00975,0.009985,0.364536,0.214012,26.746325,39.0,0.7268790406887644,0.0
0.563262,0.342996,1.052885,4.0,0.0,1134.697176,0.0,0.0135,0.011902,0.635593,0.163727,33.464867,39.0,2.882029231586726,0.0
0.705486,0.816077,0.561564,5.0,93.085799,1031.026553,93.085799,0.01225,0.010033,0.114719,0.136068,38.08524,39.0,0.0,1.0
0.800000,0.967708,0.671862,6.0,84.115735,715.288659,84.115735,0.011,0.009214,0.12326,0.187672,29.961941,39.0,0.0,1.0
0.593295,0.55073,0.846021,4.0,0.0,1111.2548,0.0,0.0135,0.011714,0.316564,0.156952,34.52098,39.0,1.016947856669555,0.0
0.596292,0.61132,1.057301,4.0,0.0,961.597908,0.0,0.0135,0.011798,0.393635,0.187291,30.022781,39.0,1.1017293943649187,0.0
0.800000,0.923547,0.706479,3.0,89.291768,727.619405,89.291768,0.01475,0.01093,0.125972,0.18391,30.47845,39.0,0.0,1.0
fitness at iteration,1,,,,,88.612176,,,,,,,,0.0
0.800000,0.419929,1.019995,6.0,0.0,557.439091,0.0,0.011,0.009204,0.507336,0.246357,23.349954,39.0,1.0593528903177098,0.0
0.500000,0.348623,1.16653,6.0,0.0,1317.783679,0.0,0.011,0.011366,0.775489,0.157107,34.499496,39.0,3.9682576204345157,0.0
0.500000,1.05,1.09781,7.0,0.0,1220.593332,0.0,0.00975,0.011286,0.293786,0.173963,31.955059,39.0,0.8248822169903995,0.0
0.724914,0.810689,0.879458,7.0,0.0,697.443072,0.0,0.00975,0.009406,0.242572,0.216505,26.472423,39.0,0.1203990669961433,0.0
0.800000,0.93234,0.746934,5.0,83.582352,671.405174,83.582352,0.01225,0.009628,0.147683,0.202003,28.123754,39.0,0.0,1.0
0.664538,0.955762,0.809529,4.0,99.958106,903.434275,99.958106,0.0135,0.011172,0.172286,0.177336,31.435134,39.0,0.0,1.0
0.646588,0.650619,0.576414,2.0,0.0,1276.606246,0.0,0.016,0.013201,0.13441,0.109497,43.219844,39.0,0.3357233434256366,0.0
0.502235,1.05,0.720124,7.0,0.0,1590.918515,0.0,0.00975,0.011193,0.15439,0.116058,41.836298,39.0,0.5319285846656889,0.0
0.635385,0.834359,0.659702,2.0,0.0,1191.417822,0.0,0.016,0.013648,0.131672,0.127695,39.636895,39.0,0.04747516508688083,0.0
0.685538,1.023678,1.012477,7.0,0.0,704.721953,0.0,0.00975,0.009706,0.244163,0.227236,25.295789,39.0,0.07449083771937544,0.0
0.671459,0.601047,1.062444,7.0,0.0,729.233686,0.0,0.00975,0.00967,0.428569,0.224144,25.638047,39.0,0.9120253051609678,0.0
