D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.538877,1.046277,1.316264,5.0,178.699083,1057.91338,349.318996,0.01225,0.012168,0.368176,0.188346,29.849591,39.0,0.9547853418708121,0.0
0.594170,0.940137,1.366943,6.0,165.369352,866.562791,324.860883,0.011,0.010953,0.416017,0.211772,26.959348,39.0,0.9644570575902388,0.0
0.628352,1.042002,0.966711,6.0,138.444102,943.242945,174.273916,0.011,0.010943,0.22638,0.179837,31.033102,39.0,0.2588065859639563,0.0
0.500000,1.015688,1.295924,5.0,190.670426,1235.385795,423.902949,0.01225,0.012672,0.375108,0.171287,32.342324,39.0,1.2232402919080285,0.0
0.570900,0.655182,1.24421,7.0,160.385713,996.293001,452.015459,0.00975,0.010807,0.513752,0.188844,29.781433,39.0,1.8183170275831735,0.0
0.500000,0.958271,0.577181,4.0,168.619828,2160.079647,379.933521,0.0135,0.013147,0.1082,0.060005,56.550753,39.0,1.253202375769968,0.0
0.536901,0.3,0.682533,7.0,152.89261,1596.143817,770.768667,0.00975,0.01121,0.485902,0.10207,44.870908,39.0,4.041255062204804,0.0
0.587716,1.05,1.346468,3.0,158.743543,869.049985,285.6559,0.01475,0.013128,0.38458,0.213717,26.743047,39.0,0.7994824932036291,0.0
0.672824,1.05,1.199465,7.0,136.299564,720.885187,190.897817,0.00975,0.010098,0.308667,0.225952,25.396051,39.0,0.40053559506441755,0.0
0.777235,0.965107,1.360619,5.0,130.609908,523.743349,178.125257,0.01225,0.010072,0.367744,0.269647,21.314222,39.0,0.3637978542316435,0.0
0.502613,0.862845,1.4,2.0,193.155022,1166.882724,529.476069,0.016,0.015843,0.49929,0.182143,30.708567,39.0,1.741197850040902,0.0
0.768797,0.432878,1.4,2.0,150.129133,602.300885,419.166867,0.016,0.012591,0.661082,0.236774,24.24509,39.0,1.7920379771427601,0.0
0.758294,0.485233,1.23697,2.0,144.595487,648.981391,333.311989,0.016,0.01304,0.513145,0.22261,25.767275,39.0,1.3051300480661245,0.0
0.693624,0.4305,1.139289,2.0,149.864305,816.397899,405.288235,0.016,0.01366,0.513229,0.189778,29.649986,39.0,1.7043651002750584,0.0
0.516407,0.548659,0.508219,5.0,153.122344,2094.88632,513.600085,0.01225,0.012032,0.173424,0.059765,56.643646,39.0,2.3541664267054507,0.0
0.800000,0.993919,0.99329,4.0,115.08265,606.664421,115.08265,0.0135,0.010726,0.215157,0.225737,25.4119,39.0,0.0,1.0
0.544618,1.028463,1.110287,7.0,162.272543,1124.504612,303.253606,0.00975,0.011283,0.299849,0.173035,32.066522,39.0,0.8687487512669994,0.0
0.500000,0.779585,0.979401,2.0,190.243302,1529.897356,457.4169,0.016,0.016668,0.292727,0.125241,40.052619,39.0,1.4043766915878195,0.0
0.605239,1.023227,0.615254,4.0,143.811675,1446.220171,179.25079,0.0135,0.012039,0.10513,0.098136,45.831034,39.0,0.24642316174100626,0.0
0.800000,0.926005,1.004611,6.0,112.007206,589.244341,118.112067,0.011,0.009706,0.24519,0.232517,24.682209,39.0,0.054503541676522535,0.0
0.694637,1.05,1.00826,2.0,133.679267,781.858103,147.343341,0.016,0.01385,0.219546,0.199186,28.437046,39.0,0.10221601919813636,0.0
0.764306,0.989854,0.888581,2.0,125.981047,730.257482,125.981047,0.016,0.013222,0.175551,0.193014,29.224136,39.0,0.0,1.0
0.563839,1.05,0.913419,7.0,152.129899,1185.070314,234.89038,0.00975,0.011159,0.21827,0.153952,34.986312,39.0,0.5440453620834754,0.0
0.696702,0.927569,1.028774,4.0,131.069066,767.02884,165.610997,0.0135,0.011489,0.256415,0.202934,27.980623,39.0,0.26353888456345415,0.0
0.627016,1.05,1.4,6.0,159.038582,767.084519,268.614721,0.011,0.010627,0.384969,0.227928,25.183738,39.0,0.6889938928082553,0.0
0.540764,1.05,0.688213,6.0,152.572971,1584.036624,235.52028,0.011,0.011594,0.137127,0.102153,44.850947,39.0,0.5436264783772865,0.0
0.708555,1.05,1.364204,6.0,140.062347,616.430199,199.226228,0.011,0.010063,0.357301,0.251194,22.869469,39.0,0.4224105671313806,0.0
0.784275,0.814019,1.081436,4.0,120.880589,603.211651,153.791311,0.0135,0.010813,0.294772,0.231692,24.770611,39.0,0.27225799768658376,0.0
0.755425,1.05,1.383076,3.0,127.499053,535.090925,171.740998,0.01475,0.011449,0.365853,0.271606,21.164965,39.0,0.34699896173133127,0.0
0.795392,0.410837,1.220947,5.0,121.516816,574.644807,319.773503,0.01225,0.009915,0.631274,0.23989,23.932018,39.0,1.6315144441202218,0.0
fitness at iteration,1,,,,,115.08265,,,,,,,,0.0
0.538877,0.976617,1.316264,5.0,179.613008,1065.343271,374.087222,0.01225,0.012161,0.389047,0.186796,30.059229,39.0,1.0827373177155828,0.0
0.594170,0.98752,1.366943,6.0,165.220894,863.429959,309.922309,0.011,0.01096,0.398874,0.212641,26.861883,39.0,0.8758094628975598,0.0
0.628352,0.438473,0.966711,6.0,135.022939,986.041085,390.313579,0.011,0.010753,0.492963,0.170533,32.441179,39.0,1.89071909835633,0.0
0.500000,1.05,1.295924,7.0,184.801469,1221.94023,423.845789,0.00975,0.011566,0.370761,0.173535,31.99032,39.0,1.2935319418959783,0.0
0.785333,0.655182,1.24421,7.0,119.409678,541.329076,217.876898,0.00975,0.009278,0.470931,0.258098,22.259429,39.0,0.8246208804407628,0.0
0.717247,0.655182,0.577181,4.0,117.544675,1080.906618,145.196224,0.0135,0.010919,0.146029,0.122263,40.593408,39.0,0.23524085264363884,0.0
0.536901,0.3,0.872169,7.0,153.830678,1411.759159,809.104139,0.00975,0.01119,0.650836,0.127281,39.687473,39.0,4.259692898830858,0.0
0.528554,1.05,1.4,3.0,175.572579,1034.01761,377.444404,0.01475,0.013734,0.425297,0.197832,28.616463,39.0,1.149788709612196,0.0
0.672824,0.622428,1.199465,6.0,137.598595,755.210968,304.387804,0.011,0.010387,0.47546,0.214932,26.605314,39.0,1.212141514525524,0.0
0.598431,0.965107,1.360619,5.0,165.820218,857.591626,312.952955,0.01225,0.011464,0.401151,0.212552,26.871575,39.0,0.8873075764989273,0.0
0.500000,0.870535,0.9556,4.0,173.24662,1509.191767,364.794558,0.0135,0.013595,0.267586,0.128302,39.510548,39.0,1.1056737620190356,0.0
0.768797,0.814019,1.4,2.0,135.176047,533.812702,224.562146,0.016,0.01265,0.444295,0.267445,21.488159,39.0,0.6612574548037915,0.0
0.758294,0.485233,1.23697,7.0,123.925056,595.584298,309.59252,0.00975,0.009396,0.606585,0.242807,23.647187,39.0,1.498218749871297,0.0
0.500000,0.817455,1.139289,4.0,185.076479,1364.973151,454.05818,0.0135,0.013586,0.365745,0.149467,35.734914,39.0,1.4533250344956303,0.0
0.516407,0.548659,0.70788,5.0,152.316783,1717.987279,459.361339,0.01225,0.012269,0.270265,0.095729,46.452671,39.0,2.0158729068140016,0.0
0.800000,0.548659,0.99329,7.0,109.86806,597.928782,192.279022,0.00975,0.009308,0.400948,0.229101,25.045982,39.0,0.7500927538509218,0.0
0.603652,1.05,1.110287,7.0,147.787974,924.077299,232.15434,0.00975,0.010728,0.285898,0.193212,29.207463,39.0,0.5708747160506794,0.0
0.500000,0.779585,1.4,7.0,194.354677,1203.653602,611.561087,0.00975,0.011362,0.530849,0.17667,31.511578,39.0,2.1466253972065727,0.0
0.605239,1.023227,0.615254,4.0,143.811675,1446.220171,179.25079,0.0135,0.012039,0.10513,0.098136,45.831034,39.0,0.24642316174100626,0.0
0.800000,0.926005,1.004611,6.0,112.007206,589.244341,118.112067,0.011,0.009706,0.24519,0.232517,24.682209,39.0,0.054503541676522535,0.0
0.694637,1.05,0.601066,2.0,147.93465,1203.863402,166.088304,0.016,0.013729,0.084254,0.106775,43.785846,39.0,0.12271399999999999,0.0
0.727768,0.989854,0.888581,2.0,130.991524,797.512118,130.991524,0.016,0.013564,0.17983,0.18432,30.389873,39.0,0.0,1.0
0.644350,1.05,0.972732,7.0,136.086845,885.097281,175.786072,0.00975,0.01045,0.230511,0.188216,29.861498,39.0,0.2917008667431473,0.0
0.696702,0.927569,1.00227,4.0,130.119397,780.229472,160.98196,0.0135,0.011488,0.246181,0.198984,28.462171,39.0,0.2371899248180759,0.0
0.627016,1.05,1.4,3.0,150.327757,749.363095,259.529921,0.01475,0.012555,0.402925,0.233387,24.601935,39.0,0.7264243509707051,0.0
0.547961,1.05,0.888199,2.0,163.505034,1334.781122,233.090226,0.016,0.01573,0.192232,0.134844,38.296461,39.0,0.425588086974578,0.0
