D, Z, AEdAO, PdD, P_B, n,etaO,etaR, t075dD,tmin075dD, tal07R,cavLim, Vtip,Vtipmax, fitness, iteration, population i 
0.668816,7,0.304836,1.085203,102.007043,764.575951,0.315948,1.005975,0.009750,0.009596,0.787407,0.213736,26.774783,39.000000,0.000000,0,1
0.569374,4,0.613405,0.961068,118.268733,1107.610460,0.269828,1.013826,0.013500,0.012061,0.348086,0.166724,33.020459,39.000000,0.000000,0,2
0.756999,4,1.033314,1.023974,93.006664,601.649700,0.345824,1.009847,0.013500,0.010554,0.222014,0.241226,23.847198,39.000000,0.000000,0,3
0.524126,4,0.807591,0.977593,128.394430,1253.862262,0.248578,1.012781,0.013500,0.012669,0.289944,0.157655,34.409976,39.000000,0.000000,0,4
0.522731,7,0.594742,1.041279,124.139304,1191.263025,0.258101,1.008753,0.009750,0.010907,0.448092,0.169622,32.605011,39.000000,0.000000,0,5
0.736214,5,0.734219,0.889647,90.056137,695.954168,0.354017,1.018343,0.012250,0.010046,0.253426,0.213225,26.827698,39.000000,0.000000,0,6
0.677187,6,0.543409,1.295475,109.316953,667.934383,0.298824,0.992675,0.011000,0.009813,0.581651,0.242939,23.683242,39.000000,0.000000,0,7
0.796814,4,0.645322,1.323505,100.081633,489.670009,0.327786,0.990902,0.013500,0.010068,0.470754,0.281865,20.429563,39.000000,0.000000,0,8
0.676199,5,0.953933,0.735133,95.938584,923.098987,0.328756,1.028116,0.012250,0.010417,0.151318,0.169028,32.682951,39.000000,0.000000,0,9
0.668719,4,0.935011,0.666311,99.069191,1031.097401,0.316975,1.032469,0.013500,0.011005,0.127503,0.147342,36.102892,39.000000,0.000000,0,10
0.553858,4,0.647549,0.982360,122.394910,1147.561938,0.261000,1.012479,0.013500,0.012257,0.345551,0.164970,33.279238,39.000000,0.000000,0,11
0.531566,3,0.561241,0.500960,118.610640,1944.946128,0.261353,1.042928,0.014750,0.012840,0.145994,0.066801,54.133184,39.000000,0.000000,0,12
0.737444,7,0.605956,0.678410,88.755271,802.905736,0.354573,1.031704,0.009750,0.009263,0.218038,0.180244,31.002176,39.000000,0.000000,0,13
0.614241,4,0.457249,1.344848,128.783570,835.647009,0.254126,0.989552,0.013500,0.011290,0.669158,0.212848,26.875719,39.000000,0.000000,0,14
0.613684,7,0.967199,0.744509,105.075674,1062.396731,0.299945,1.027523,0.009750,0.010159,0.167499,0.159346,34.137360,39.000000,0.000000,0,15
0.744546,7,0.794840,0.733659,88.011158,749.305344,0.358819,1.028210,0.009750,0.009251,0.185819,0.193405,29.211169,39.000000,0.000000,0,16
0.762740,6,0.373212,0.715139,86.244797,745.379426,0.365915,1.029381,0.011000,0.009424,0.361092,0.189131,29.768206,39.000000,0.000000,0,17
0.681261,5,0.976172,0.525907,101.877098,1179.687462,0.305679,1.041350,0.012250,0.010224,0.083823,0.114841,42.080334,39.000000,0.000000,0,18
0.621439,7,0.594661,1.241593,113.646290,782.771170,0.286111,0.996083,0.009750,0.009923,0.541322,0.225673,25.470182,39.000000,0.000000,0,19
0.770602,6,1.025437,0.876532,87.701899,632.821156,0.363485,1.019173,0.011000,0.009492,0.181335,0.225030,25.533475,39.000000,0.000000,0,20
0.697359,5,0.443880,1.375842,112.452622,640.129156,0.292104,0.987592,0.012250,0.009959,0.704639,0.246171,23.373437,39.000000,0.000000,0,21
0.589559,3,0.688590,1.339132,135.413182,857.105525,0.241455,0.989914,0.014750,0.012642,0.497527,0.216705,26.458185,39.000000,0.000000,0,22
0.662785,3,0.799444,0.945362,107.031576,835.097933,0.298453,1.014819,0.014750,0.012160,0.251957,0.195228,28.980708,39.000000,0.000000,0,23
0.599410,6,0.633874,1.394051,128.330054,805.730739,0.255735,0.986440,0.011000,0.010319,0.580476,0.227352,25.287899,39.000000,0.000000,0,24
0.506977,6,0.901880,0.654514,121.018336,1685.432282,0.258408,1.033216,0.011000,0.011373,0.151803,0.102722,44.740232,39.000000,0.000000,0,25
0.781334,2,0.713918,0.510773,97.718927,995.738757,0.319049,1.042307,0.016000,0.012003,0.091864,0.121628,40.736217,39.000000,0.000000,0,26
0.630085,6,0.422009,0.592897,100.187802,1180.127442,0.311792,1.037113,0.011000,0.010213,0.269897,0.131701,38.933780,39.000000,0.000000,0,27
0.529683,2,0.856486,1.052546,138.073883,1180.028725,0.232250,1.008040,0.016000,0.015380,0.301581,0.168761,32.727070,39.000000,0.000000,0,28
0.670945,2,0.458810,1.130749,118.592324,793.169753,0.272557,1.003094,0.016000,0.013321,0.486795,0.204216,27.864509,39.000000,0.000000,0,29
0.519183,3,0.504442,0.977464,134.256331,1357.839917,0.237694,1.012789,0.014750,0.013628,0.411863,0.142597,36.912038,39.000000,0.000000,0,30
0.668816,2,0.304836,0.740609,0.000000,1048.379671,0.336195,1.027770,0.016000,0.012716,0.385377,0.143714,36.713342,39.000000,0.000000,1,1
0.500000,3,0.929259,0.668632,0.000000,1799.288992,0.237516,1.032323,0.014750,0.013776,0.137292,0.093039,47.105276,39.000000,0.000000,1,2
0.756999,6,1.033314,1.035717,91.604432,585.566616,0.351365,1.009105,0.011000,0.009578,0.234822,0.247897,23.209724,39.000000,91.604432,1,3
0.524126,4,0.807591,0.977593,0.000000,1253.862262,0.248578,1.012781,0.013500,0.012669,0.289944,0.157655,34.409976,39.000000,0.000000,1,4
0.522731,7,0.594742,0.932892,0.000000,1263.133711,0.264315,1.015608,0.009750,0.010921,0.387492,0.156655,34.572120,39.000000,0.000000,1,5
0.761583,5,0.628590,0.889647,0.000000,657.851401,0.365756,1.018343,0.012250,0.009863,0.288464,0.218769,26.232730,39.000000,0.000000,1,6
0.677187,6,0.543409,0.991782,0.000000,762.444856,0.328403,1.011883,0.011000,0.009974,0.411729,0.211404,27.034342,39.000000,0.000000,1,7
0.546767,7,0.645322,1.220658,0.000000,1002.462941,0.255410,0.997407,0.009750,0.010589,0.509755,0.197449,28.699190,39.000000,0.000000,1,8
0.676199,5,0.953933,1.062339,0.000000,720.279266,0.314441,1.007421,0.012250,0.010540,0.268935,0.225359,25.501980,39.000000,0.000000,1,9
0.668719,2,0.935011,0.666311,110.432892,1076.983187,0.284369,1.032469,0.016000,0.013358,0.116972,0.138104,37.709540,39.000000,110.432892,1,10
0.685582,7,0.993935,0.982360,0.000000,718.224859,0.326125,1.012479,0.009750,0.009703,0.240248,0.222869,25.782112,39.000000,0.000000,1,11
0.531566,2,1.050000,0.878285,0.000000,1306.519317,0.246130,1.019062,0.016000,0.015243,0.189142,0.145802,36.364015,39.000000,0.000000,1,12
0.737444,7,0.605956,0.708072,0.000000,781.115651,0.356368,1.029828,0.009750,0.009272,0.231913,0.186227,30.160807,39.000000,0.000000,1,13
0.557955,4,0.346745,1.344848,0.000000,1046.182593,0.233290,0.989552,0.013500,0.011709,0.834200,0.183382,30.563656,39.000000,0.000000,1,14
0.800000,6,0.967199,0.744509,83.723185,663.021905,0.377905,1.027523,0.011000,0.009260,0.145827,0.204933,27.772597,39.000000,83.723185,1,15
0.744546,5,0.318882,1.400000,0.000000,581.371470,0.311976,0.986064,0.012250,0.009505,0.916900,0.253971,22.664379,39.000000,0.000000,1,16
0.762740,6,0.373212,0.715139,0.000000,745.379426,0.365915,1.029381,0.011000,0.009424,0.361092,0.189131,29.768206,39.000000,0.000000,1,17
0.681261,3,0.793142,0.525907,0.000000,1211.476567,0.299641,1.041350,0.014750,0.011579,0.097862,0.109518,43.214275,39.000000,0.000000,1,18
0.621439,7,0.594661,1.069413,0.000000,842.923401,0.301027,1.006973,0.009750,0.010026,0.445696,0.207973,27.427445,39.000000,0.000000,1,19
0.770602,4,0.682324,0.876532,0.000000,659.517820,0.360528,1.019173,0.013500,0.010374,0.251326,0.215194,26.610649,39.000000,0.000000,1,20
0.697359,5,0.443880,1.167423,0.000000,686.514475,0.315069,1.000774,0.012250,0.010175,0.577940,0.229348,25.067134,39.000000,0.000000,1,21
0.800000,5,0.899186,1.339132,0.000000,462.100536,0.337992,0.989914,0.012250,0.009540,0.373617,0.296189,19.356422,39.000000,0.000000,1,22
0.662785,3,0.706047,0.945362,0.000000,844.178016,0.297807,1.014819,0.014750,0.012132,0.279278,0.192771,29.295817,39.000000,0.000000,1,23
0.671654,6,0.633874,1.136256,0.000000,712.383343,0.313568,1.002745,0.011000,0.010001,0.433814,0.229493,25.052897,39.000000,0.000000,1,24
0.506977,3,0.901880,1.400000,0.000000,1057.522676,0.220808,0.986064,0.014750,0.013499,0.468992,0.202552,28.072211,39.000000,0.000000,1,25
0.500000,7,0.765374,0.500000,0.000000,2026.636406,0.248288,1.042989,0.009750,0.010879,0.126222,0.070155,53.057217,39.000000,0.000000,1,26
0.700963,6,0.422009,0.592897,0.000000,969.144485,0.338257,1.037113,0.011000,0.009738,0.259339,0.150627,35.569881,39.000000,0.000000,1,27
0.656234,7,0.856486,1.052546,0.000000,750.117063,0.315416,1.008040,0.009750,0.009845,0.311148,0.222950,25.774289,39.000000,0.000000,1,28
0.800000,2,0.881736,1.130749,0.000000,522.480271,0.333795,1.003094,0.016000,0.012301,0.282678,0.263134,21.885602,39.000000,0.000000,1,29
0.519183,5,0.504442,0.977464,0.000000,1307.238677,0.254667,1.012789,0.012250,0.011844,0.444024,0.150881,35.536474,39.000000,0.000000,1,30
best fit at iteration 1,134.256331
0.668816,7,0.304836,0.939321,0.000000,817.811860,0.323792,1.015202,0.009750,0.009666,0.662818,0.197877,28.639058,39.000000,0.000000,2,1
0.569374,4,0.300000,0.957994,0.000000,1171.959130,0.279254,1.014020,0.013500,0.011786,0.636019,0.154408,34.938843,39.000000,0.000000,2,2
0.756999,2,1.033314,1.035717,96.309285,603.045963,0.334204,1.009105,0.016000,0.012641,0.221728,0.240660,23.902541,39.000000,96.309285,2,3
0.750434,4,0.807591,1.232281,0.000000,555.303917,0.321590,0.996672,0.013500,0.010505,0.364763,0.263971,21.819340,39.000000,0.000000,2,4
0.800000,7,0.703717,0.500000,88.611029,856.423656,0.351779,1.042989,0.009750,0.008850,0.113886,0.148710,35.873790,39.000000,88.611029,2,5
0.604090,6,0.466606,0.793414,0.000000,1079.558651,0.306219,1.024430,0.011000,0.010488,0.362933,0.159290,34.146529,39.000000,0.000000,2,6
0.677187,5,1.050000,0.500000,0.000000,1261.950353,0.286668,1.042989,0.012250,0.010289,0.069404,0.102677,44.745527,39.000000,0.000000,2,7
0.796814,6,0.602763,1.257683,0.000000,491.637092,0.352511,0.995065,0.011000,0.009147,0.490421,0.280820,20.511632,39.000000,0.000000,2,8
0.705970,5,0.846930,0.735133,91.505550,851.101773,0.344898,1.028116,0.012250,0.010182,0.168178,0.177156,31.460546,39.000000,91.505550,2,9
0.555279,2,0.935011,0.666311,0.000000,1513.411643,0.244512,1.032469,0.016000,0.014697,0.126048,0.105932,44.001465,39.000000,0.000000,2,10
0.500000,4,0.647549,0.982360,0.000000,1395.709388,0.237192,1.012479,0.013500,0.012916,0.353968,0.144767,36.539586,39.000000,0.000000,2,11
0.531566,4,0.561241,0.500960,0.000000,1884.067682,0.267488,1.042928,0.013500,0.011956,0.155535,0.072186,52.438770,39.000000,0.000000,2,12
0.669610,7,0.300000,0.678410,0.000000,968.679223,0.318246,1.031704,0.009750,0.009721,0.448580,0.160451,33.962574,39.000000,0.000000,2,13
0.649049,7,0.457249,1.344848,0.000000,715.843175,0.283713,0.989552,0.009750,0.009573,0.726383,0.236457,24.327309,39.000000,0.000000,2,14
0.800000,4,0.967199,0.819031,85.957976,638.752195,0.369754,1.022810,0.013500,0.010216,0.159945,0.213846,26.755989,39.000000,85.957976,2,15
0.653148,7,0.794840,0.754007,0.000000,935.627973,0.323003,1.026923,0.009750,0.009830,0.204328,0.173649,31.997290,39.000000,0.000000,2,16
0.762740,6,0.373212,0.661738,0.000000,779.050615,0.363593,1.032759,0.011000,0.009413,0.326569,0.179476,31.112932,39.000000,0.000000,2,17
0.583958,5,0.914593,0.525907,0.000000,1550.101702,0.276498,1.041350,0.012250,0.010952,0.096885,0.091731,47.395872,39.000000,0.000000,2,18
0.621439,7,1.050000,1.241593,0.000000,753.751660,0.286318,0.996083,0.009750,0.010013,0.330101,0.234526,24.525932,39.000000,0.000000,2,19
0.770602,6,0.872028,1.400000,0.000000,481.613595,0.325860,0.986064,0.011000,0.009203,0.420815,0.295154,19.432455,39.000000,0.000000,2,20
0.800000,5,0.443880,0.916973,0.000000,599.441982,0.380625,1.016615,0.012250,0.009600,0.405016,0.228906,25.109367,39.000000,0.000000,2,21
0.589559,7,0.688590,1.339132,0.000000,825.365865,0.263564,0.989914,0.009750,0.010100,0.535728,0.225614,25.478406,39.000000,0.000000,2,22
0.662785,2,0.799444,1.400000,0.000000,646.567414,0.276242,0.986064,0.016000,0.013070,0.473829,0.256638,22.438064,39.000000,0.000000,2,23
0.599410,3,0.633874,1.394051,0.000000,824.149644,0.240194,0.986440,0.014750,0.012399,0.555331,0.222179,25.865977,39.000000,0.000000,2,24
0.676940,7,0.901880,0.654514,96.132671,968.748946,0.326474,1.033216,0.009750,0.009622,0.141936,0.158073,34.336833,39.000000,96.132671,2,25
0.781334,5,0.713918,0.510773,87.036048,907.720125,0.358230,1.042307,0.012250,0.009538,0.110354,0.141265,37.135327,39.000000,87.036048,2,26
0.630085,6,0.300000,0.592897,0.000000,1182.333605,0.305599,1.037113,0.011000,0.010258,0.378260,0.131335,39.006564,39.000000,0.000000,2,27
0.529683,7,0.856486,0.500000,0.000000,1842.218730,0.258847,1.042989,0.009750,0.010574,0.108090,0.076913,51.092334,39.000000,0.000000,2,28
0.500000,3,0.458810,1.030063,0.000000,1434.065956,0.225985,1.009462,0.014750,0.013860,0.479682,0.139043,37.543759,39.000000,0.000000,2,29
0.519183,3,0.883681,0.977464,0.000000,1277.622300,0.239944,1.012789,0.014750,0.013825,0.265224,0.155680,34.731371,39.000000,0.000000,2,30
best fit at iteration 2,134.256331
0.668816,7,0.304836,1.202745,0.000000,733.213292,0.305367,0.998540,0.009750,0.009512,0.883865,0.223804,25.676490,39.000000,0.000000,3,1
