D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid,seed,iteration
0.644882,0.784841,1.4,5.0,0.0,750.574234,0.0,0.01225,0.010941,0.480193,0.226443,25.343845,39.0,1.1205910538192834,0.0,6,0
0.650663,0.5171,0.736224,4.0,0.0,1109.430673,0.0,0.0135,0.011581,0.27088,0.137483,37.7968,39.0,0.970279961886197,0.0,6,0
0.579583,0.913138,1.173355,7.0,0.0,972.298175,0.0,0.00975,0.010857,0.356586,0.190911,29.506233,39.0,0.969774618363239,0.0,6,0
0.500000,0.668831,0.635767,2.0,0.0,2095.143809,0.0,0.016,0.015993,0.167132,0.06465,54.850737,39.0,1.9916109017193173,0.0,6,0
0.571600,0.96211,1.389442,4.0,0.0,921.716158,0.0,0.0135,0.012362,0.423596,0.206304,27.58595,39.0,1.0532612067628355,0.0,6,0
0.571871,0.595031,0.587497,6.0,0.0,1555.023949,0.0,0.011,0.011105,0.195412,0.095305,46.562266,39.0,1.2537450608835652,0.0,6,0
0.729334,1.028445,1.354206,7.0,0.0,581.747624,0.0,0.00975,0.009524,0.362486,0.258663,22.215693,39.0,0.4013832670308471,0.0,6,0
0.567787,0.667321,0.673733,2.0,0.0,1584.197555,0.0,0.016,0.015042,0.176592,0.092971,47.097028,39.0,1.1070471079313677,0.0,6,0
0.524798,1.05,0.509071,2.0,0.0,2337.7428,0.0,0.016,0.015781,0.068267,0.043979,64.23732,39.0,1.1993743495759337,0.0,6,0
0.607093,1.011385,1.188815,5.0,0.0,895.819307,0.0,0.01225,0.011575,0.315335,0.198915,28.475708,39.0,0.5852751175125052,0.0,6,0
0.686181,0.923754,0.5,6.0,0.0,1282.746047,0.0,0.011,0.010124,0.086562,0.097119,46.086926,39.0,0.18171605128205123,0.0,6,0
0.679285,0.3,0.564874,3.0,0.0,1244.230572,0.0,0.01475,0.011804,0.299627,0.104696,44.253917,39.0,1.9965921099603636,0.0,6,0
0.800000,0.485956,1.18384,6.0,0.0,558.270723,0.0,0.011,0.009532,0.545721,0.245506,23.384789,39.0,1.2228418042736227,0.0,6,0
0.576463,0.605499,1.4,6.0,0.0,953.438167,0.0,0.011,0.010963,0.610793,0.196548,28.778125,39.0,2.1076022142173922,0.0,6,0
0.684287,0.613737,1.394847,4.0,0.0,698.831456,0.0,0.0135,0.011202,0.555738,0.229237,25.038579,39.0,1.4242945074311735,0.0,6,0
0.603359,0.597548,0.969765,7.0,0.0,1025.646446,0.0,0.00975,0.010637,0.394376,0.170822,32.402004,39.0,1.3920837746263068,0.0,6,0
0.503491,0.982234,0.944307,3.0,0.0,1496.848909,0.0,0.01475,0.014696,0.233683,0.128587,39.460993,39.0,0.8291346808179157,0.0,6,0
0.730339,0.428759,1.273232,2.0,0.0,698.636161,0.0,0.016,0.013176,0.59092,0.213886,26.716157,39.0,1.7627801726153185,0.0,6,0
0.607552,1.026923,0.679403,7.0,0.0,1264.568338,0.0,0.00975,0.010603,0.136782,0.124257,40.227595,39.0,0.21272487456851835,0.0,6,0
0.746364,0.345287,0.600862,5.0,0.0,950.858497,0.0,0.01225,0.010226,0.30588,0.140979,37.159081,39.0,1.1696848466792926,0.0,6,0
0.552554,0.885676,1.162012,6.0,0.0,1087.028201,0.0,0.011,0.011566,0.356424,0.177061,31.449536,39.0,1.0619377072176182,0.0,6,0
0.733237,0.863846,1.4,2.0,0.0,575.101733,0.0,0.016,0.012926,0.43802,0.260267,22.079417,39.0,0.6829640330890969,0.0,6,0
0.602733,0.438388,1.4,2.0,0.0,955.08941,0.0,0.016,0.014346,0.703092,0.186165,30.141669,39.0,2.776714205140601,0.0,6,0
0.779472,0.371545,1.225379,5.0,0.0,601.797911,0.0,0.01225,0.009981,0.692837,0.233685,24.561203,39.0,1.9648330016903095,0.0,6,0
0.575658,0.658776,1.384713,6.0,0.0,950.188937,0.0,0.011,0.011019,0.565693,0.197626,28.640007,39.0,1.8641664831814095,0.0,6,0
0.695916,0.564051,1.385098,2.0,0.0,696.448652,0.0,0.016,0.013432,0.567285,0.22611,25.377264,39.0,1.5088894785723763,0.0,6,0
0.716534,1.049022,0.83775,3.0,126.314478,846.110532,126.314478,0.01475,0.012174,0.158668,0.175064,31.744059,39.0,0.0,1.0,6,0
0.759948,0.904819,1.222976,7.0,0.0,569.609283,0.0,0.00975,0.009482,0.350202,0.253427,22.665191,39.0,0.38186538924423996,0.0,6,0
0.500000,1.012858,1.4,4.0,0.0,1175.691671,0.0,0.0135,0.01322,0.427941,0.181643,30.779536,39.0,1.3559454534443938,0.0,6,0
0.656697,1.05,1.094813,3.0,0.0,814.973229,0.0,0.01475,0.01274,0.259764,0.202601,28.022503,39.0,0.2821456952334884,0.0,6,0
0.536756,0.437106,0.597764,7.0,0.0,1704.214546,0.0,0.00975,0.011154,0.28701,0.08947,47.896087,39.0,2.5618698339011683,0.0,6,1
0.650663,0.3,0.522672,4.0,0.0,1359.471366,0.0,0.0135,0.011327,0.295979,0.096239,46.315348,39.0,2.2630310000588807,0.0,6,1
0.557381,0.913138,1.4,5.0,0.0,974.290326,0.0,0.01225,0.011808,0.444263,0.19927,28.434083,39.0,1.229452501630953,0.0,6,1
0.721045,0.337076,0.5,6.0,0.0,1103.249774,0.0,0.011,0.010028,0.261862,0.116811,41.651876,39.0,1.3097548741207854,0.0,6,1
0.571871,0.595031,1.389442,6.0,0.0,973.470702,0.0,0.011,0.011019,0.61413,0.193688,29.148748,39.0,2.1724421499207986,0.0,6,1
0.500000,1.01278,1.064785,6.0,0.0,1372.547792,0.0,0.011,0.012253,0.285944,0.148244,35.933217,39.0,1.031134689366141,0.0,6,1
0.729334,1.047642,1.047045,2.0,0.0,695.438573,0.0,0.016,0.013476,0.230008,0.215344,26.557306,39.0,0.06809569804591714,0.0,6,1
0.752544,0.861604,0.673733,2.0,129.180244,939.504903,129.180244,0.016,0.013131,0.123638,0.14177,37.0194,39.0,0.0,1.0,6,1
0.524798,0.861542,0.509071,5.0,0.0,2097.834228,0.0,0.01225,0.011981,0.103225,0.057265,57.645028,39.0,1.280662116708868,0.0,6,1
0.764309,1.011385,0.704345,5.0,113.946665,832.246126,113.946665,0.01225,0.010241,0.12666,0.164523,33.305748,39.0,0.0,1.0,6,1
0.782884,0.911455,0.93859,6.0,0.0,640.567664,0.0,0.011,0.009802,0.226756,0.218131,26.257978,39.0,0.03954045963205607,0.0,6,1
0.598723,0.963226,0.5,3.0,0.0,1783.899596,0.0,0.01475,0.013035,0.074745,0.061661,55.923593,39.0,0.6461307537919285,0.0,6,1
0.591115,0.693952,1.282232,4.0,0.0,948.29802,0.0,0.0135,0.012296,0.470052,0.192102,29.350479,39.0,1.446887590967299,0.0,6,1
0.576463,0.420008,1.138291,4.0,0.0,1122.031218,0.0,0.0135,0.012373,0.591584,0.1609,33.866857,39.0,2.6767184586699817,0.0,6,1
0.644069,0.48329,0.5,3.0,0.0,1478.309234,0.0,0.01475,0.012146,0.161201,0.081558,49.853549,39.0,1.2548159055415022,0.0,6,1
0.800000,0.597548,0.952524,2.0,0.0,670.12979,0.0,0.016,0.012846,0.291367,0.202135,28.070331,39.0,0.4414475474311721,0.0,6,1
0.503491,1.05,0.944307,4.0,0.0,1480.9755,0.0,0.0135,0.013554,0.223265,0.131036,39.042527,39.0,0.7089192445980402,0.0,6,1
0.724935,0.3,0.5,7.0,0.0,1080.467198,0.0,0.00975,0.009806,0.300053,0.120062,41.011838,39.0,1.5564468179961366,0.0,6,1
0.555911,0.872884,0.931007,7.0,0.0,1205.208213,0.0,0.00975,0.011163,0.270111,0.153393,35.080498,39.0,0.8874871319119484,0.0,6,1
0.558207,0.691049,1.26896,6.0,0.0,1042.467311,0.0,0.011,0.011354,0.491197,0.183819,30.46888,39.0,1.7033559617706935,0.0,6,1
