D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.568933,0.592857,1.127988,3.0,271.963693,1311.776946,0.0,0.01475,0.014851,0.439089,0.130478,39.076879,39.0,2.374006131045327,0.0
0.717962,0.514276,1.005383,7.0,190.408443,848.659795,0.0,0.00975,0.010507,0.452363,0.173565,31.903144,39.0,1.6783503207312622,0.0
0.743395,0.564912,1.158972,3.0,215.180781,782.605345,0.0,0.01475,0.012856,0.438052,0.183263,30.462174,39.0,1.390291548212132,0.0
0.662175,0.564714,1.318465,3.0,253.619286,909.091423,0.0,0.01475,0.013468,0.544864,0.176089,31.519467,39.0,2.094253474095486,0.0
0.627741,0.437564,1.047639,3.0,237.185381,1172.181806,0.0,0.01475,0.013924,0.489012,0.13333,38.527772,39.0,2.6676816920423008,0.0
0.604950,0.567415,1.146683,4.0,248.417877,1146.939328,0.0,0.0135,0.013193,0.469637,0.145456,36.329417,39.0,2.2287220877791225,0.0
0.504542,0.98659,0.551158,7.0,255.39492,2424.640556,0.0,0.00975,0.012213,0.108768,0.044229,64.053552,39.0,2.303270097230537,0.0
0.583439,0.698976,1.269105,5.0,262.171727,1126.55202,0.0,0.01225,0.012599,0.473256,0.157027,34.414779,39.0,2.0415517323043875,0.0
0.645327,0.862746,1.029598,6.0,213.735803,1009.149017,0.0,0.011,0.011584,0.296592,0.158973,34.098405,39.0,0.9160896679942838,0.0
0.595546,0.842177,1.279586,6.0,251.800114,1046.2834,0.0,0.011,0.011903,0.419545,0.168752,32.625951,39.0,1.5620263547132405,0.0
0.797794,0.435422,1.366057,3.0,216.505799,650.922054,0.0,0.01475,0.01201,0.651723,0.208874,27.190588,39.0,2.1201729272192806,0.0
0.687406,1.016511,1.110099,3.0,213.758341,864.74974,0.0,0.01475,0.013471,0.270447,0.178696,31.1245,39.0,0.5134474190804494,0.0
0.626117,0.462885,0.5211,6.0,208.628696,1631.366374,0.0,0.011,0.011426,0.21186,0.068605,53.48174,39.0,2.4967231667184024,0.0
0.735284,0.569828,1.336335,2.0,240.274376,744.182043,0.0,0.016,0.01427,0.527452,0.196847,28.650554,39.0,1.6795023546205938,0.0
0.545091,0.793681,0.783433,4.0,241.171101,1705.476951,0.0,0.0135,0.013872,0.21118,0.08603,48.675812,39.0,1.7296394484830637,0.0
0.682757,0.855204,0.589391,2.0,223.710685,1446.240956,0.0,0.016,0.01479,0.104398,0.074481,51.70177,39.0,0.7273593201260415,0.0
0.611237,0.908059,0.681812,7.0,213.57531,1439.619968,0.0,0.00975,0.011343,0.158656,0.096989,46.074036,39.0,0.9576389464550923,0.0
0.533567,0.896734,0.916066,6.0,246.983738,1552.050641,0.0,0.011,0.012748,0.254226,0.108513,43.360383,39.0,1.5917403085929809,0.0
0.603064,0.821254,1.265546,4.0,257.005186,1044.790515,0.0,0.0135,0.013223,0.408566,0.166245,32.990674,39.0,1.4576137628199344,0.0
0.796426,0.674271,1.034219,7.0,174.936039,676.466446,0.0,0.00975,0.010029,0.357183,0.200314,28.209173,39.0,0.8109348326119317,0.0
0.511309,0.330559,1.170533,2.0,313.167441,1743.311339,0.0,0.016,0.017172,0.697734,0.094709,46.672071,39.0,6.632105528962915,0.0
0.624020,0.734403,1.162137,6.0,229.764744,1016.384318,0.0,0.011,0.01169,0.40807,0.164761,33.208927,39.0,1.535763841643885,0.0
0.661341,0.538278,0.879769,4.0,205.689825,1123.756406,0.0,0.0135,0.012541,0.334681,0.131373,38.913145,39.0,1.5475630456790972,0.0
0.655618,1.025877,0.997468,6.0,211.387882,992.575358,0.0,0.011,0.011547,0.239688,0.159128,34.073224,39.0,0.5536307238353071,0.0
0.554519,0.373929,0.861661,2.0,251.273592,1720.192959,0.0,0.016,0.016375,0.419725,0.081032,49.945052,39.0,4.483286927249714,0.0
0.638120,0.321161,0.752678,3.0,201.105523,1385.611022,0.0,0.01475,0.013393,0.414197,0.096127,46.29585,39.0,3.495924908354412,0.0
0.646701,0.543994,0.921527,4.0,213.054793,1140.877654,0.0,0.0135,0.012715,0.355671,0.132798,38.63149,39.0,1.6782858175574935,0.0
0.532252,0.746621,1.160675,3.0,288.400293,1418.080496,0.0,0.01475,0.015454,0.394411,0.127919,39.519982,39.0,2.142174500884333,0.0
0.752638,0.710229,0.789448,5.0,177.190909,913.965435,0.0,0.01225,0.011102,0.221141,0.147274,36.017595,39.0,0.5015617148987603,0.0
0.530401,0.419556,0.972136,2.0,281.125188,1731.600009,0.0,0.016,0.017068,0.454844,0.088454,48.089507,39.0,4.437790501988818,0.0
0.553180,0.592857,0.878177,2.0,267.694002,1633.057445,938.621503,0.016,0.016897,0.297647,0.091855,47.300569,39.0,2.5063220806828346,0.0
0.694978,0.68179,1.368503,7.0,222.267994,757.381286,597.083916,0.00975,0.010436,0.539204,0.205756,27.560305,39.0,1.6863331539824669,0.0
0.743395,0.564912,0.835063,2.0,200.828525,974.490163,383.687614,0.016,0.014299,0.260616,0.136411,37.93111,39.0,0.9105204125766984,0.0
0.544972,0.453571,1.318465,3.0,306.887878,1370.54865,1559.920607,0.01475,0.014814,0.661406,0.130302,39.108142,39.0,4.08303975642794,0.0
0.706244,0.437564,1.047639,5.0,199.861035,897.482674,624.241132,0.01225,0.011427,0.514946,0.164868,33.187878,39.0,2.123383555329112,0.0
0.604950,0.484707,0.899071,4.0,223.366717,1324.12981,767.13491,0.0135,0.013096,0.386773,0.115146,41.941943,39.0,2.434413471209127,0.0
0.800000,0.328012,1.4,2.0,225.259692,679.239149,903.593437,0.016,0.013137,0.795718,0.198367,28.451903,39.0,3.0113426124304956,0.0
0.583439,0.923388,0.87413,3.0,240.045238,1400.364029,474.169004,0.01475,0.014689,0.20888,0.1112,42.779399,39.0,0.9753249328537171,0.0
0.645327,0.539671,1.029598,6.0,212.032105,1040.279026,629.349518,0.011,0.011469,0.446647,0.152579,35.150266,39.0,1.9682091826159365,0.0
0.595546,0.456372,1.279586,6.0,253.720235,1116.675781,1134.023002,0.011,0.011724,0.681228,0.154549,34.820976,39.0,3.4695984288986272,0.0
0.614043,0.3,0.841426,2.0,217.475916,1459.506468,1155.63208,0.016,0.015225,0.477984,0.093527,46.924924,39.0,4.313855718326232,0.0
0.687406,0.82906,1.110099,3.0,222.253719,886.536876,404.462603,0.01475,0.013518,0.315815,0.173542,31.908673,39.0,0.8198188334812323,0.0
0.626117,0.462885,1.076702,6.0,221.750332,1090.89924,819.520258,0.011,0.011593,0.542547,0.148866,35.763389,39.0,2.695684223936271,0.0
