D, Z, AEdAO, PdD, P_B, n,etaO,etaR, t075dD,tmin075dD, tal07R,cavLim, Vtip,Vtipmax, fitness, iteration, population i 
0.774666,5,0.853702,1.048094,117.806787,619.232111,0.350939,1.008322,0.012250,0.010280,0.278024,0.228464,25.116919,39.000000,143.362220,1,1
0.743463,3,0.944471,1.400000,134.681990,556.576010,0.313699,0.986064,0.014750,0.011564,0.403847,0.265258,21.666186,39.000000,205.048803,1,2
0.500000,6,0.659108,0.735307,157.327160,1745.601111,0.256241,1.028105,0.011000,0.011996,0.249958,0.098672,45.699730,39.000000,438.629110,1,3
0.613464,4,0.300000,0.804644,132.531012,1207.254228,0.306251,1.023720,0.013500,0.011833,0.509649,0.132358,38.778092,39.000000,510.314209,1,4
0.652054,7,0.386267,0.576065,132.029041,1211.448168,0.303360,1.038178,0.009750,0.010216,0.290204,0.118287,41.360618,39.000000,337.929256,1,5
0.792193,2,0.812369,0.633817,123.762109,899.066851,0.325708,1.034525,0.016000,0.012707,0.115107,0.140220,37.292500,39.000000,123.762109,1,6
0.607516,7,0.568184,0.500000,139.726520,1510.820957,0.285062,1.042989,0.009750,0.010435,0.166241,0.088769,48.058404,39.000000,303.292102,1,7
0.509948,3,0.300000,1.331193,203.640174,1419.487781,0.205561,0.990416,0.014750,0.013814,0.901263,0.136948,37.901480,39.000000,1340.166762,1,8
0.697810,6,0.372148,0.805279,120.233984,897.728729,0.338152,1.023680,0.011000,0.010228,0.439066,0.167982,32.800545,39.000000,314.264772,1,9
0.765704,4,0.970284,0.956790,118.521942,674.895915,0.346774,1.014097,0.013500,0.010954,0.211308,0.210814,27.058040,39.000000,118.799337,1,10
0.614628,3,0.895219,0.569512,147.532623,1513.102244,0.271179,1.038592,0.014750,0.012835,0.102075,0.086130,48.694456,39.000000,211.517824,1,11
0.536670,3,0.385387,1.382623,201.165317,1219.305559,0.208880,0.987163,0.014750,0.013532,0.783760,0.158390,34.262456,39.000000,995.425604,1,12
0.743560,6,0.378798,0.722712,113.872123,846.056094,0.355562,1.028902,0.011000,0.009926,0.367510,0.167013,32.939257,39.000000,250.574605,1,13
0.500000,2,0.492406,1.287209,217.318716,1398.930595,0.192030,0.993198,0.016000,0.016254,0.603762,0.144114,36.623917,39.000000,913.855711,1,14
0.607456,6,0.594331,0.900812,136.567504,1073.172578,0.298928,1.017637,0.011000,0.010975,0.346419,0.159181,34.133663,39.000000,297.205190,1,15
0.739848,6,0.716705,0.500000,118.372201,1086.651484,0.337437,1.042989,0.011000,0.009789,0.114378,0.114641,42.095086,39.000000,127.766360,1,16
0.691636,6,0.711110,1.007580,125.700619,779.565349,0.327516,1.010884,0.011000,0.010348,0.331706,0.200857,28.231161,39.000000,207.589067,1,17
0.567765,4,0.947275,0.756961,148.046141,1385.894490,0.273082,1.026736,0.013500,0.012578,0.165689,0.119122,41.200018,39.000000,214.271593,1,18
0.708088,7,0.991813,1.308112,133.490593,626.174038,0.314404,0.991876,0.009750,0.009723,0.361730,0.247379,23.215654,39.000000,195.196811,1,19
0.549964,5,0.499741,0.500116,145.366852,1872.703148,0.273669,1.042981,0.012250,0.011673,0.184273,0.067371,53.926449,39.000000,453.244941,1,20
0.524585,3,0.517637,1.187863,190.496129,1306.481560,0.217810,0.999481,0.014750,0.014196,0.526608,0.148531,35.885412,39.000000,675.394213,1,21
0.505308,7,0.884681,0.958531,165.651945,1420.057438,0.246783,1.013987,0.009750,0.011710,0.284908,0.138744,37.571688,39.000000,367.894274,1,22
0.716547,7,0.969715,0.773683,120.370418,846.676506,0.337263,1.025678,0.009750,0.009868,0.168580,0.174921,31.765874,39.000000,121.805601,1,23
0.574582,5,0.368107,0.832758,141.651764,1300.841310,0.286776,1.021942,0.012250,0.011663,0.469817,0.130466,39.135867,39.000000,510.590972,1,24
0.729308,5,0.717246,1.400000,141.928177,600.108097,0.297595,0.986064,0.012250,0.010275,0.496319,0.250660,22.916014,39.000000,281.025157,1,25
0.500000,6,0.686156,0.716264,157.138809,1772.883478,0.256268,1.029310,0.011000,0.011984,0.231699,0.095879,46.413981,39.000000,422.507296,1,26
0.544827,2,1.050000,0.528178,190.970308,2107.494965,0.208649,1.041206,0.016000,0.015479,0.072492,0.051686,60.120689,39.000000,371.266201,1,27
0.509900,2,0.935097,0.893450,178.982719,1538.603905,0.227520,1.018103,0.016000,0.016423,0.217927,0.119762,41.078101,39.000000,339.833467,1,28
0.662846,7,0.337742,1.400000,153.749796,768.393772,0.274330,0.986064,0.009750,0.009747,0.954715,0.214359,26.668270,39.000000,684.772336,1,29
0.640954,2,0.300362,0.628983,122.908550,1361.432174,0.326868,1.034830,0.016000,0.013412,0.321482,0.098692,45.690035,39.000000,421.448597,1,30
best fit at iteration 1,118.799337
0.718587,5,0.494960,1.048094,124.950554,739.704288,0.330494,1.008322,0.012250,0.010544,0.458086,0.204160,27.831468,39.000000,280.359019,2,1
0.743463,3,0.944471,0.959386,125.277563,719.769483,0.327973,1.013933,0.014750,0.012006,0.215595,0.202590,28.018921,39.000000,133.319534,2,2
0.630043,4,0.659108,1.302222,160.696563,838.594783,0.260666,0.992248,0.013500,0.011860,0.490605,0.205607,27.664392,39.000000,383.442244,2,3
0.668033,3,0.442307,0.804644,128.382500,1035.344105,0.316492,1.023720,0.014750,0.012317,0.332280,0.146497,36.214377,39.000000,291.193819,2,4
0.652054,5,0.386267,0.576065,124.962478,1250.796270,0.320530,1.038178,0.012250,0.010854,0.272387,0.111778,42.704020,39.000000,316.384870,2,5
0.792193,5,0.812369,0.693179,107.946355,782.838302,0.374797,1.030770,0.012250,0.010017,0.153532,0.170260,32.471442,39.000000,107.946355,2,6
0.607516,7,0.464313,1.218302,151.062035,923.137903,0.275676,0.997556,0.009750,0.010441,0.651266,0.191987,29.364521,39.000000,522.436450,2,7
0.773926,3,0.597004,1.359056,140.147333,567.552182,0.300865,0.988653,0.014750,0.011433,0.517379,0.249703,22.998737,39.000000,290.381458,2,8
0.500000,5,1.050000,0.805279,165.075540,1661.994288,0.245292,1.023680,0.012250,0.012729,0.176098,0.108060,43.510909,39.000000,294.319815,2,9
0.765704,4,0.970284,0.956790,118.521942,674.895915,0.346774,1.014097,0.013500,0.010954,0.211308,0.210814,27.058040,39.000000,118.799337,2,10
0.614628,2,0.895219,0.560589,159.224537,1576.555771,0.251126,1.039156,0.016000,0.014433,0.093867,0.078155,50.736509,39.000000,239.151627,2,11
0.548878,3,0.385387,1.382623,196.740033,1166.857338,0.213632,0.987163,0.014750,0.013373,0.780945,0.163073,33.534541,39.000000,942.174075,2,12
0.743560,2,0.378798,0.722712,114.782277,941.300227,0.352759,1.028902,0.016000,0.012731,0.297737,0.143916,36.647369,39.000000,237.463572,2,13
0.800000,2,0.669435,1.014447,128.045938,635.405851,0.322356,1.010450,0.016000,0.012921,0.293529,0.214766,26.615818,39.000000,175.005167,2,14
0.754318,6,0.594331,0.596199,112.362816,924.320050,0.357644,1.036904,0.011000,0.009781,0.179854,0.144735,36.506955,39.000000,139.626900,2,15
0.543022,6,0.300000,0.852492,150.117466,1419.773954,0.270762,1.020694,0.011000,0.011489,0.611699,0.123508,40.367822,39.000000,755.143697,2,16
0.691636,5,1.050000,1.007580,128.953878,775.623740,0.319234,1.010884,0.012250,0.010904,0.226891,0.202035,28.088420,39.000000,144.818869,2,17
0.594516,5,0.510527,1.355372,169.798376,942.649597,0.247343,0.988886,0.012250,0.011331,0.645749,0.192155,29.343537,39.000000,570.619515,2,18
0.708088,3,0.991813,1.308112,137.010063,632.403047,0.306329,0.991876,0.014750,0.012031,0.354840,0.244920,23.446597,39.000000,198.499756,2,19
0.549964,5,0.407026,0.500116,145.407606,1863.415098,0.273615,1.042981,0.012250,0.011689,0.228497,0.068192,53.658990,39.000000,541.881360,2,20
0.524585,3,1.050000,1.187863,172.404095,1171.980065,0.240671,0.999481,0.014750,0.014244,0.321695,0.172252,32.191031,39.000000,321.979062,2,21
0.520534,2,0.875435,0.958531,179.411429,1417.011774,0.227949,1.013987,0.016000,0.016291,0.256612,0.133176,38.620808,39.000000,348.906360,2,22
0.716547,2,0.425348,0.500000,117.522593,1264.400073,0.339703,1.042989,0.016000,0.012647,0.162394,0.091431,47.438158,39.000000,234.163352,2,23
0.574582,7,0.368107,0.500000,149.475686,1655.548326,0.266299,1.042989,0.009750,0.010801,0.267890,0.081750,49.807243,39.000000,545.788652,2,24
0.746662,5,0.717246,1.400000,138.855693,573.870649,0.304276,0.986064,0.012250,0.010158,0.492669,0.256064,22.435541,39.000000,267.159421,2,25
0.500000,6,0.300000,0.571256,160.706224,2035.004822,0.248350,1.038482,0.011000,0.011902,0.388609,0.069394,53.276302,39.000000,970.960108,2,26
0.544827,2,0.861200,1.100842,176.576761,1182.435664,0.233787,1.004985,0.016000,0.015857,0.322958,0.161784,33.731443,39.000000,352.489041,2,27
0.500000,2,0.834058,0.893450,185.341585,1617.298571,0.219657,1.018103,0.016000,0.016616,0.239486,0.113510,42.340778,39.000000,413.784488,2,28
0.719170,2,0.337742,1.400000,158.175974,712.447801,0.266970,0.986064,0.016000,0.012864,0.797939,0.212883,26.827688,39.000000,592.882727,2,29
0.640954,5,0.579935,0.500000,129.202604,1417.339797,0.308517,1.042989,0.012250,0.010858,0.148949,0.090881,47.566310,39.000000,240.136006,2,30
best fit at iteration 2,107.946355
0.774666,6,0.853702,0.751221,110.088461,758.717622,0.368688,1.027099,0.011000,0.009770,0.172569,0.181580,30.774646,39.000000,110.088461,3,1
0.637456,3,0.944471,0.505243,155.108843,1571.494438,0.257040,1.042657,0.014750,0.012630,0.076253,0.072067,52.451995,39.000000,217.618798,3,2
0.800000,5,0.659108,0.913237,109.735023,643.280630,0.373795,1.016851,0.012250,0.010064,0.283170,0.211787,26.945676,39.000000,146.720821,3,3
0.668033,3,0.442307,1.055537,142.306305,890.409923,0.290017,1.007851,0.014750,0.012464,0.478520,0.179061,31.144854,39.000000,380.296272,3,4
0.595116,3,0.862374,0.576065,149.492852,1587.288933,0.267593,1.038178,0.014750,0.013027,0.109920,0.083110,49.460276,39.000000,237.811567,3,5
0.792193,5,0.812369,0.791999,108.668309,713.901249,0.374559,1.024520,0.012250,0.010088,0.188752,0.190024,29.611994,39.000000,108.668309,3,6
0.591933,7,0.300000,0.988442,144.467800,1102.995298,0.284032,1.012095,0.009750,0.010647,0.738712,0.158857,34.185740,39.000000,683.968046,3,7
0.773926,3,0.597004,1.375412,140.736231,563.815200,0.299920,0.987619,0.014750,0.011401,0.526663,0.251388,22.847305,39.000000,294.844717,3,8
0.617410,3,0.880491,0.805279,143.514950,1153.479270,0.282823,1.023680,0.014750,0.013104,0.185215,0.140279,37.289125,39.000000,189.486796,3,9
0.589573,4,0.306059,0.500000,135.376117,1675.290467,0.294132,1.042989,0.013500,0.011847,0.283639,0.074595,51.716149,39.000000,558.892723,3,10
0.664995,7,0.895219,0.569512,127.975080,1206.627302,0.312946,1.038592,0.009750,0.010014,0.116403,0.115047,42.013627,39.000000,142.744959,3,11
0.548878,3,0.385387,1.382623,196.740033,1166.857338,0.213632,0.987163,0.014750,0.013373,0.780945,0.163073,33.534541,39.000000,942.174075,3,12
0.743560,2,0.642134,1.400000,149.264306,595.858959,0.283050,0.986064,0.016000,0.012943,0.520180,0.247539,23.198404,39.000000,313.664408,3,13
0.800000,5,1.050000,1.063189,115.440021,572.982728,0.358666,1.007367,0.012250,0.010150,0.232061,0.239187,24.001044,39.000000,115.440021,3,14
0.690940,6,0.594331,0.609341,119.717492,1069.910918,0.335503,1.036073,0.011000,0.010186,0.192528,0.132705,38.706725,39.000000,173.686350,3,15
0.739848,6,1.044183,0.921740,119.099827,718.285751,0.344154,1.016314,0.011000,0.010103,0.197661,0.204202,27.825205,39.000000,119.099827,3,16
0.704799,5,0.877793,0.538153,123.949913,1169.838139,0.322731,1.040575,0.012250,0.010459,0.099067,0.109607,43.170742,39.000000,137.205378,3,17
0.567765,3,0.947275,0.593099,157.533044,1702.834513,0.254060,1.037100,0.014750,0.013410,0.105652,0.078592,50.622045,39.000000,258.718753,3,18
0.708088,4,0.300000,1.308112,141.756960,735.935715,0.296069,0.991876,0.013500,0.010857,0.872710,0.208843,27.285112,39.000000,592.372813,3,19
0.500000,2,0.499741,0.500116,165.993497,2473.372402,0.239405,1.042981,0.016000,0.015338,0.155490,0.043134,64.752738,39.000000,707.980503,3,20
0.500000,3,1.050000,0.809918,171.155899,1690.347513,0.236639,1.023386,0.014750,0.014630,0.170490,0.104727,44.253194,39.000000,301.688575,3,21
0.520534,2,0.671873,0.958531,184.466729,1467.380113,0.221691,1.013987,0.016000,0.016251,0.312015,0.125564,39.993603,39.000000,465.935727,3,22
0.800000,7,0.969715,0.773683,110.268097,692.707105,0.368787,1.025678,0.009750,0.009379,0.160505,0.194634,29.016047,39.000000,110.268097,3,23
0.559666,5,1.039551,0.832758,149.729350,1311.466900,0.271224,1.021942,0.012250,0.012046,0.181988,0.134141,38.431266,39.000000,203.136992,3,24
0.746662,5,1.050000,1.400000,136.712593,551.385708,0.309054,0.986064,0.012250,0.010220,0.363607,0.266611,21.556489,39.000000,186.450107,3,25
0.500000,3,0.948276,0.716264,171.373260,1862.310515,0.234990,1.029310,0.014750,0.014503,0.152040,0.085900,48.755175,39.000000,346.191717,3,26
0.544827,7,0.861200,0.500000,152.093198,1907.816612,0.261530,1.042989,0.009750,0.010875,0.107023,0.065880,54.424448,39.000000,322.966554,3,27
0.509900,6,0.935097,0.893450,162.733458,1476.142523,0.250226,1.018103,0.011000,0.012084,0.236575,0.128877,39.410488,39.000000,315.036380,3,28
0.790002,2,1.050000,1.400000,114.901719,481.441119,0.368047,0.986064,0.016000,0.012201,0.377011,0.287903,19.914531,39.000000,150.464673,3,29
0.500000,2,0.579935,0.766110,178.454336,1861.678152,0.226340,1.026157,0.016000,0.016216,0.251959,0.085966,48.738620,39.000000,569.977035,3,30
best fit at iteration 3,108.668309
0.774666,6,0.930828,0.751221,111.010404,759.880408,0.365607,1.027099,0.011000,0.009786,0.157794,0.181249,30.821810,39.000000,111.010404,4,1
0.743463,2,0.944471,0.959386,130.195126,726.670150,0.315588,1.013933,0.016000,0.013440,0.211600,0.200373,28.287548,39.000000,137.490525,4,2
0.500000,4,0.855917,0.913237,171.168841,1555.874424,0.238139,1.016851,0.013500,0.013566,0.253319,0.121567,40.732697,39.000000,365.112467,4,3
0.668033,4,0.442307,0.500000,123.149758,1333.457034,0.323841,1.042989,0.013500,0.011169,0.186529,0.094992,46.641803,39.000000,265.950454,4,4
0.579630,3,0.794762,0.500758,156.037435,1843.917445,0.255128,1.042941,0.014750,0.013060,0.096687,0.061559,55.961668,39.000000,312.939787,4,5
0.763425,5,0.718285,0.693179,110.241882,835.656775,0.366784,1.030770,0.012250,0.010177,0.177240,0.163872,33.403557,39.000000,119.235167,4,6
0.800000,7,1.050000,0.500000,117.615218,980.664117,0.339998,1.042989,0.009750,0.009142,0.069757,0.119705,41.077962,39.000000,123.881885,4,7
0.773926,7,0.814020,0.500000,117.184193,1001.441712,0.341086,1.042989,0.009750,0.009304,0.098692,0.122317,40.581105,39.000000,121.934976,4,8
0.800000,3,1.050000,0.805279,115.865377,715.526628,0.351651,1.023680,0.014750,0.011504,0.140234,0.187338,29.971909,39.000000,115.865377,4,9
0.765704,4,0.507861,0.956790,117.546842,702.188315,0.349656,1.014097,0.013500,0.010822,0.373552,0.201472,28.152252,39.000000,217.945830,4,10
0.664995,7,0.513038,0.743865,124.948643,1002.411813,0.323953,1.027564,0.009750,0.010135,0.306188,0.154424,34.903036,39.000000,252.488839,4,11
0.548878,3,0.385387,1.382623,196.740033,1166.857338,0.213632,0.987163,0.014750,0.013373,0.780945,0.163073,33.534541,39.000000,942.174075,4,12
0.762527,6,0.517348,0.722712,110.470657,802.888300,0.366656,1.028902,0.011000,0.009802,0.269532,0.173034,32.055982,39.000000,172.077931,4,13
0.644381,7,1.050000,1.063189,138.016712,837.835557,0.299034,1.007367,0.009750,0.010418,0.263141,0.200574,28.268313,39.000000,189.922428,4,14
0.800000,6,0.589448,0.596199,107.747223,831.074547,0.373306,1.036904,0.011000,0.009530,0.176453,0.154937,34.811969,39.000000,122.710520,4,15
0.800000,6,0.336225,0.500000,115.022823,914.555261,0.347684,1.042989,0.011000,0.009591,0.250119,0.134726,38.308801,39.000000,213.540210,4,16
0.704799,5,0.877793,0.500000,127.525004,1237.493627,0.312985,1.042989,0.012250,0.010441,0.087798,0.098774,45.667445,39.000000,149.326694,4,17
0.800000,6,0.947275,0.850642,109.235968,657.276276,0.374021,1.020811,0.011000,0.009692,0.185796,0.206656,27.531924,39.000000,109.235968,4,18
0.708088,7,0.991813,0.959478,123.958103,748.739648,0.331214,1.013927,0.009750,0.009967,0.231158,0.204764,27.759823,39.000000,142.639522,4,19
0.607733,6,0.499741,0.689247,132.437729,1260.253990,0.304248,1.031019,0.011000,0.010871,0.283344,0.124944,40.102296,39.000000,304.081681,4,20
0.765704,2,1.034512,0.809918,125.773388,782.021491,0.323826,1.023386,0.016000,0.013169,0.142765,0.177631,31.352937,39.000000,125.773388,4,21
0.800000,2,0.875435,0.958531,124.221443,642.168768,0.331134,1.013987,0.016000,0.012950,0.216537,0.212202,26.899102,39.000000,126.759305,4,22
0.800000,7,0.969715,0.500000,116.140516,966.653351,0.344305,1.042989,0.009750,0.009148,0.077716,0.122792,40.491081,39.000000,120.580898,4,23
0.559666,3,0.580682,0.832758,155.549708,1392.576464,0.261078,1.021942,0.014750,0.013673,0.289293,0.121158,40.808103,39.000000,378.624159,4,24
0.800000,5,1.050000,0.995912,113.571939,598.114543,0.363019,1.011622,0.012250,0.010155,0.209531,0.229030,25.053763,39.000000,113.571939,4,25
0.800000,3,0.449796,0.566294,105.753381,917.527040,0.379686,1.038796,0.014750,0.010995,0.188778,0.134080,38.433283,39.000000,148.895701,4,26
0.503654,4,0.744992,0.500000,164.596685,2316.959890,0.241463,1.042989,0.013500,0.012891,0.115360,0.049698,61.101169,39.000000,475.343763,4,27
0.509900,7,0.688139,0.893450,159.610164,1470.495562,0.255122,1.018103,0.009750,0.011574,0.323927,0.129754,39.259724,39.000000,424.679891,4,28
0.687229,2,0.803029,1.400000,149.998847,658.554835,0.281329,0.986064,0.016000,0.013431,0.469420,0.242347,23.696927,39.000000,290.543746,4,29
0.702692,4,0.761366,0.500000,126.754242,1253.123396,0.314874,1.042989,0.013500,0.011003,0.099935,0.097042,46.106010,39.000000,153.627245,4,30
best fit at iteration 4,109.235968
0.774666,6,0.853702,0.751221,110.088461,758.717622,0.368688,1.027099,0.011000,0.009770,0.172569,0.181580,30.774646,39.000000,110.088461,5,1
0.573437,3,1.050000,0.795611,151.987751,1326.263079,0.266664,1.024291,0.014750,0.013610,0.158257,0.126517,39.821142,39.000000,193.317361,5,2
0.800000,5,1.050000,0.500000,125.630568,1019.567744,0.318330,1.042989,0.012250,0.009954,0.064581,0.111736,42.707554,39.000000,137.573699,5,3
0.701842,4,0.442307,0.895075,123.324013,865.764432,0.331551,1.018000,0.013500,0.011229,0.396919,0.174602,31.815435,39.000000,280.349357,5,4
