D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.774666,0.853702,1.048094,5.0,117.806787,619.232111,143.36222,0.01225,0.01028,0.278024,0.228464,25.116919,39.0,0.21692695566916448,0.0
0.743463,0.944471,1.4,3.0,134.68199,556.57601,205.048803,0.01475,0.011564,0.403847,0.265258,21.666186,39.0,0.5224686908594652,0.0
0.500000,0.659108,0.735307,6.0,157.32716,1745.601111,438.62911,0.011,0.011996,0.249958,0.098672,45.69973,39.0,1.7880368018435764,0.0
0.613464,0.3,0.804644,4.0,132.531012,1207.254228,510.314209,0.0135,0.011833,0.509649,0.132358,38.778092,39.0,2.8505341573610967,0.0
0.652054,0.386267,0.576065,7.0,132.029041,1211.448168,337.929256,0.00975,0.010216,0.290204,0.118287,41.360618,39.0,1.5595321803390887,0.0
0.792193,0.812369,0.633817,2.0,123.762109,899.066851,123.762109,0.016,0.012707,0.115107,0.14022,37.2925,39.0,0.0,1.0
0.607516,0.568184,0.5,7.0,139.72652,1510.820957,303.292102,0.00975,0.010435,0.166241,0.088769,48.058404,39.0,1.1706483391403146,0.0
0.509948,0.3,1.331193,3.0,203.640174,1419.487781,1340.166762,0.01475,0.013814,0.901263,0.136948,37.90148,39.0,5.5810599643660375,0.0
0.697810,0.372148,0.805279,6.0,120.233984,897.728729,314.264772,0.011,0.010228,0.439066,0.167982,32.800545,39.0,1.6137681418247194,0.0
0.765704,0.970284,0.95679,4.0,118.521942,674.895915,118.799337,0.0135,0.010954,0.211308,0.210814,27.05804,39.0,0.0023432978834422497,0.0
0.614628,0.895219,0.569512,3.0,147.532623,1513.102244,211.517824,0.01475,0.012835,0.102075,0.08613,48.694456,39.0,0.4337029282747904,0.0
0.536670,0.385387,1.382623,3.0,201.165317,1219.305559,995.425604,0.01475,0.013532,0.78376,0.15839,34.262456,39.0,3.9482921901635204,0.0
0.743560,0.378798,0.722712,6.0,113.872123,846.056094,250.574605,0.011,0.009926,0.36751,0.167013,32.939257,39.0,1.200487387209379,0.0
0.500000,0.492406,1.287209,2.0,217.318716,1398.930595,913.855711,0.016,0.016254,0.603762,0.144114,36.623917,39.0,3.2051019215628247,0.0
0.607456,0.594331,0.900812,6.0,136.567504,1073.172578,297.20519,0.011,0.010975,0.346419,0.159181,34.133663,39.0,1.1762584730589707,0.0
0.739848,0.716705,0.5,6.0,118.372201,1086.651484,127.76636,0.011,0.009789,0.114378,0.114641,42.095086,39.0,0.07936117948717954,0.0
0.691636,0.71111,1.00758,6.0,125.700619,779.565349,207.589067,0.011,0.010348,0.331706,0.200857,28.231161,39.0,0.6514535216596882,0.0
0.567765,0.947275,0.756961,4.0,148.046141,1385.89449,214.271593,0.0135,0.012578,0.165689,0.119122,41.200018,39.0,0.4473292720361241,0.0
0.708088,0.991813,1.308112,7.0,133.490593,626.174038,195.196811,0.00975,0.009723,0.36173,0.247379,23.215654,39.0,0.4622502314262731,0.0
0.549964,0.499741,0.500116,5.0,145.366852,1872.703148,453.244941,0.01225,0.011673,0.184273,0.067371,53.926449,39.0,2.1179270985039214,0.0
0.524585,0.517637,1.187863,3.0,190.496129,1306.48156,675.394213,0.01475,0.014196,0.526608,0.148531,35.885412,39.0,2.5454416923066567,0.0
0.505308,0.884681,0.958531,7.0,165.651945,1420.057438,367.894274,0.00975,0.01171,0.284908,0.138744,37.571688,39.0,1.2208580992545395,0.0
0.716547,0.969715,0.773683,7.0,120.370418,846.676506,121.805601,0.00975,0.009868,0.16858,0.174921,31.765874,39.0,0.011957843534657484,0.0
0.574582,0.368107,0.832758,5.0,141.651764,1300.84131,510.590972,0.01225,0.011663,0.469817,0.130466,39.135867,39.0,2.6045522468417937,0.0
0.729308,0.717246,1.4,5.0,141.928177,600.108097,281.025157,0.01225,0.010275,0.496319,0.25066,22.916014,39.0,0.980048671507221,0.0
0.500000,0.686156,0.716264,6.0,157.138809,1772.883478,422.507296,0.011,0.011984,0.231699,0.095879,46.413981,39.0,1.6887887003375384,0.0
0.544827,1.05,0.528178,2.0,190.970308,2107.494965,371.266201,0.016,0.015479,0.072492,0.051686,60.120689,39.0,0.9441022722286548,0.0
0.509900,0.935097,0.89345,2.0,178.982719,1538.603905,339.833467,0.016,0.016423,0.217927,0.119762,41.078101,39.0,0.8987085421710802,0.0
0.662846,0.337742,1.4,7.0,153.749796,768.393772,684.772336,0.00975,0.009747,0.954715,0.214359,26.66827,39.0,3.4538134624625045,0.0
0.640954,0.300362,0.628983,2.0,122.90855,1361.432174,421.448597,0.016,0.013412,0.321482,0.098692,45.690035,39.0,2.4289665060582157,0.0
fitness at iteration,1,,,,,118.799337,,,,,,,,0.0
0.718587,0.49496,1.048094,5.0,124.950554,739.704288,280.359019,0.01225,0.010544,0.458086,0.20416,27.831468,39.0,1.2437597962382443,0.0
0.743463,0.944471,0.959386,3.0,125.277563,719.769483,133.319534,0.01475,0.012006,0.215595,0.20259,28.018921,39.0,0.06419369169258116,0.0
0.630043,0.659108,1.302222,4.0,160.696563,838.594783,383.442244,0.0135,0.01186,0.490605,0.205607,27.664392,39.0,1.3861298496646512,0.0
0.668033,0.442307,0.804644,3.0,128.3825,1035.344105,291.193819,0.01475,0.012317,0.33228,0.146497,36.214377,39.0,1.2681693140473869,0.0
0.652054,0.386267,0.576065,5.0,124.962478,1250.79627,316.38487,0.01225,0.010854,0.272387,0.111778,42.70402,39.0,1.5318318561746245,0.0
0.792193,0.812369,0.693179,5.0,107.946355,782.838302,107.946355,0.01225,0.010017,0.153532,0.17026,32.471442,39.0,0.0,1.0
0.607516,0.464313,1.218302,7.0,151.062035,923.137903,522.43645,0.00975,0.010441,0.651266,0.191987,29.364521,39.0,2.4584214998390945,0.0
0.773926,0.597004,1.359056,3.0,140.147333,567.552182,290.381458,0.01475,0.011433,0.517379,0.249703,22.998737,39.0,1.071977509281026,0.0
0.500000,1.05,0.805279,5.0,165.07554,1661.994288,294.319815,0.01225,0.012729,0.176098,0.10806,43.510909,39.0,0.7829266267083749,0.0
0.765704,0.970284,0.95679,4.0,118.521942,674.895915,118.799337,0.0135,0.010954,0.211308,0.210814,27.05804,39.0,0.0023432978834422497,0.0
0.614628,0.895219,0.560589,2.0,159.224537,1576.555771,239.151627,0.016,0.014433,0.093867,0.078155,50.736509,39.0,0.5019725302267519,0.0
0.548878,0.385387,1.382623,3.0,196.740033,1166.857338,942.174075,0.01475,0.013373,0.780945,0.163073,33.534541,39.0,3.78892888460996,0.0
0.743560,0.378798,0.722712,2.0,114.782277,941.300227,237.463572,0.016,0.012731,0.297737,0.143916,36.647369,39.0,1.0688248700630922,0.0
0.800000,0.669435,1.014447,2.0,128.045938,635.405851,175.005167,0.016,0.012921,0.293529,0.214766,26.615818,39.0,0.36673868303176466,0.0
0.754318,0.594331,0.596199,6.0,112.362816,924.32005,139.6269,0.011,0.009781,0.179854,0.144735,36.506955,39.0,0.2426434518257506,0.0
0.543022,0.3,0.852492,6.0,150.117466,1419.773954,755.143697,0.011,0.011489,0.611699,0.123508,40.367822,39.0,4.030342326936465,0.0
0.691636,1.05,1.00758,5.0,128.953878,775.62374,144.818869,0.01225,0.010904,0.226891,0.202035,28.08842,39.0,0.12302818818521552,0.0
0.594516,0.510527,1.355372,5.0,169.798376,942.649597,570.619515,0.01225,0.011331,0.645749,0.192155,29.343537,39.0,2.3605630870911507,0.0
0.708088,0.991813,1.308112,3.0,137.010063,632.403047,198.499756,0.01475,0.012031,0.35484,0.24492,23.446597,39.0,0.4487996080352768,0.0
0.549964,0.407026,0.500116,5.0,145.407606,1863.415098,541.88136,0.01225,0.011689,0.228497,0.068192,53.65899,39.0,2.7266604873118436,0.0
0.524585,1.05,1.187863,3.0,172.404095,1171.980065,321.979062,0.01475,0.014244,0.321695,0.172252,32.191031,39.0,0.8675835403943062,0.0
0.520534,0.875435,0.958531,2.0,179.411429,1417.011774,348.90636,0.016,0.016291,0.256612,0.133176,38.620808,39.0,0.9447263226994818,0.0
0.716547,0.425348,0.5,2.0,117.522593,1264.400073,234.163352,0.016,0.012647,0.162394,0.091431,47.438158,39.0,0.9925002219967476,0.0
0.574582,0.368107,0.5,7.0,149.475686,1655.548326,545.788652,0.00975,0.010801,0.26789,0.08175,49.807243,39.0,2.651356495914314,0.0
0.746662,0.717246,1.4,5.0,138.855693,573.870649,267.159421,0.01225,0.010158,0.492669,0.256064,22.435541,39.0,0.9240072794301425,0.0
0.500000,0.3,0.571256,6.0,160.706224,2035.004822,970.960108,0.011,0.011902,0.388609,0.069394,53.276302,39.0,5.041882075112294,0.0
0.544827,0.8612,1.100842,2.0,176.576761,1182.435664,352.489041,0.016,0.015857,0.322958,0.161784,33.731443,39.0,0.996229540622064,0.0
0.500000,0.834058,0.89345,2.0,185.341585,1617.298571,413.784488,0.016,0.016616,0.239486,0.11351,42.340778,39.0,1.2325565984605247,0.0
0.719170,0.337742,1.4,2.0,158.175974,712.447801,592.882727,0.016,0.012864,0.797939,0.212883,26.827688,39.0,2.74825138691206,0.0
0.640954,0.579935,0.5,5.0,129.202604,1417.339797,240.136006,0.01225,0.010858,0.148949,0.090881,47.56631,39.0,0.8585944084981234,0.0
fitness at iteration,2,,,,,107.946355,,,,,,,,0.0
0.774666,0.853702,0.751221,6.0,110.088461,758.717622,110.088461,0.011,0.00977,0.172569,0.18158,30.774646,39.0,0.0,1.0
0.637456,0.944471,0.505243,3.0,155.108843,1571.494438,217.618798,0.01475,0.01263,0.076253,0.072067,52.451995,39.0,0.4030077864384032,0.0
0.800000,0.659108,0.913237,5.0,109.735023,643.28063,146.720821,0.01225,0.010064,0.28317,0.211787,26.945676,39.0,0.33705090491862094,0.0
0.668033,0.442307,1.055537,3.0,142.306305,890.409923,380.296272,0.01475,0.012464,0.47852,0.179061,31.144854,39.0,1.672385388219657,0.0
0.595116,0.862374,0.576065,3.0,149.492852,1587.288933,237.811567,0.01475,0.013027,0.10992,0.08311,49.460276,39.0,0.5907967316593086,0.0
0.792193,0.812369,0.791999,5.0,108.668309,713.901249,108.668309,0.01225,0.010088,0.188752,0.190024,29.611994,39.0,0.0,1.0
0.591933,0.3,0.988442,7.0,144.4678,1102.995298,683.968046,0.00975,0.010647,0.738712,0.158857,34.18574,39.0,3.7344187336822223,0.0
0.773926,0.597004,1.375412,3.0,140.736231,563.8152,294.844717,0.01475,0.011401,0.526663,0.251388,22.847305,39.0,1.0950204464811366,0.0
0.617410,0.880491,0.805279,3.0,143.51495,1153.47927,189.486796,0.01475,0.013104,0.185215,0.140279,37.289125,39.0,0.3203330505635199,0.0
0.589573,0.306059,0.5,4.0,135.376117,1675.290467,558.892723,0.0135,0.011847,0.283639,0.074595,51.716149,39.0,3.1284413214795794,0.0
0.664995,0.895219,0.569512,7.0,127.97508,1206.627302,142.744959,0.00975,0.010014,0.116403,0.115047,42.013627,39.0,0.11542206611287478,0.0
0.548878,0.385387,1.382623,3.0,196.740033,1166.857338,942.174075,0.01475,0.013373,0.780945,0.163073,33.534541,39.0,3.78892888460996,0.0
0.743560,0.642134,1.4,2.0,149.264306,595.858959,313.664408,0.016,0.012943,0.52018,0.247539,23.198404,39.0,1.1014062430566496,0.0
0.800000,1.05,1.063189,5.0,115.440021,572.982728,115.440021,0.01225,0.01015,0.232061,0.239187,24.001044,39.0,0.0,1.0
0.690940,0.594331,0.609341,6.0,119.717492,1069.910918,173.68635,0.011,0.010186,0.192528,0.132705,38.706725,39.0,0.45079688029840637,0.0
0.739848,1.044183,0.92174,6.0,119.099827,718.285751,119.099827,0.011,0.010103,0.197661,0.204202,27.825205,39.0,0.0,1.0
0.704799,0.877793,0.538153,5.0,123.949913,1169.838139,137.205378,0.01225,0.010459,0.099067,0.109607,43.170742,39.0,0.10694210256410248,0.0
0.567765,0.947275,0.593099,3.0,157.533044,1702.834513,258.718753,0.01475,0.01341,0.105652,0.078592,50.622045,39.0,0.6423110072663494,0.0
0.708088,0.3,1.308112,4.0,141.75696,735.935715,592.372813,0.0135,0.010857,0.87271,0.208843,27.285112,39.0,3.1787850203262735,0.0
0.500000,0.499741,0.500116,2.0,165.993497,2473.372402,707.980503,0.016,0.015338,0.15549,0.043134,64.752738,39.0,3.265139523994992,0.0
0.500000,1.05,0.809918,3.0,171.155899,1690.347513,301.688575,0.01475,0.01463,0.17049,0.104727,44.253194,39.0,0.762644229829792,0.0
0.520534,0.671873,0.958531,2.0,184.466729,1467.380113,465.935727,0.016,0.016251,0.312015,0.125564,39.993603,39.0,1.525830298048918,0.0
0.800000,0.969715,0.773683,7.0,110.268097,692.707105,110.268097,0.00975,0.009379,0.160505,0.194634,29.016047,39.0,0.0,1.0
0.559666,1.039551,0.832758,5.0,149.72935,1311.4669,203.136992,0.01225,0.012046,0.181988,0.134141,38.431266,39.0,0.35669183918414205,0.0
0.746662,1.05,1.4,5.0,136.712593,551.385708,186.450107,0.01225,0.01022,0.363607,0.266611,21.556489,39.0,0.3638109455348805,0.0
