D, Z, AEdAO, PdD, P_B, n,etaO,etaR, t075dD,tmin075dD, tal07R,cavLim, Vtip,Vtipmax, fitness, iteration, population i 
0.602868,2,0.487070,0.700114,110.153033,1284.921666,0.285279,1.030331,0.016000,0.013734,0.242432,0.122598,40.559981,39.000000,0.000000,0,1
0.613615,6,0.775298,0.589381,102.131136,1259.044522,0.305692,1.037335,0.011000,0.010299,0.143655,0.123178,40.451578,39.000000,0.000000,0,2
0.722193,6,0.453679,0.930503,91.091826,706.441152,0.350797,1.015759,0.011000,0.009665,0.435008,0.214272,26.713318,39.000000,0.000000,0,3
0.707210,3,0.996351,1.387676,105.831593,557.982114,0.310677,0.986843,0.014750,0.011345,0.389008,0.279004,20.661752,39.000000,0.000000,0,4
0.738684,2,0.344611,0.924684,94.835847,762.095401,0.336934,1.016127,0.016000,0.012374,0.449847,0.191349,29.475864,39.000000,0.000000,0,5
0.775038,2,0.785814,0.588164,97.437192,909.705506,0.321447,1.037412,0.016000,0.012210,0.105103,0.142516,36.916686,39.000000,0.000000,0,6
0.730060,5,1.027114,0.696455,91.262613,837.889263,0.345156,1.030563,0.012250,0.010034,0.123713,0.173425,32.029015,39.000000,0.000000,0,7
0.693075,3,0.862542,0.543091,104.243381,1154.216789,0.299145,1.040263,0.014750,0.011552,0.092805,0.115785,41.885727,39.000000,0.000000,0,8
0.703763,3,0.640141,1.291738,114.409642,633.077097,0.285599,0.992911,0.014750,0.011602,0.469291,0.246650,23.328237,39.000000,0.000000,0,9
0.711145,6,0.683997,0.597356,90.388318,946.609185,0.346261,1.036831,0.011000,0.009634,0.158328,0.152543,35.247435,39.000000,0.000000,0,10
0.654992,3,0.375589,0.789045,98.137214,1004.745462,0.322302,1.024707,0.014750,0.011806,0.374745,0.157326,34.458027,39.000000,0.000000,0,11
0.694405,2,0.503323,0.514782,95.828108,1207.953233,0.324873,1.042054,0.016000,0.012425,0.143197,0.106278,43.919938,39.000000,0.000000,0,12
0.514072,6,0.547406,1.174017,134.402258,1189.232795,0.240353,1.000357,0.011000,0.011332,0.542274,0.173603,32.010296,39.000000,0.000000,0,13
0.722008,4,0.946231,0.950010,95.588135,693.701265,0.334682,1.014526,0.013500,0.010793,0.217507,0.218864,26.224850,39.000000,0.000000,0,14
0.568600,7,0.987158,0.865757,113.890965,1106.502858,0.278541,1.019854,0.009750,0.010607,0.212437,0.167257,32.942607,39.000000,0.000000,0,15
0.754261,2,0.740188,0.535685,99.971189,1024.312122,0.312157,1.040732,0.016000,0.012267,0.097192,0.123144,40.453180,39.000000,0.000000,0,16
0.520269,7,0.814889,1.029164,124.916954,1184.137873,0.256291,1.009519,0.009750,0.011010,0.336145,0.172032,32.257340,39.000000,0.000000,0,17
0.712584,2,0.612447,0.562973,97.643151,1086.530557,0.319880,1.039006,0.016000,0.012492,0.132359,0.122689,40.539313,39.000000,0.000000,0,18
