D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.635994,1.035803,1.046896,6.0,139.487234,877.217407,0.0,0.011,0.01087,0.255758,0.193164,29.211838,39.0,0.32404588846783033,0.0
0.608227,0.318837,0.682495,6.0,134.632763,1277.41582,0.0,0.011,0.010883,0.430222,0.121817,40.68149,39.0,2.574822525366444,0.0
0.541738,0.66733,1.331399,7.0,175.372243,1068.52687,0.0,0.00975,0.010996,0.556653,0.184969,30.309124,39.0,2.122753351917448,0.0
0.641082,0.785892,0.604686,6.0,127.956177,1244.745556,0.0,0.011,0.010537,0.145771,0.116181,41.78233,39.0,0.3260305994095421,0.0
0.747356,0.984866,0.678475,2.0,132.178402,946.936977,0.0,0.016,0.013243,0.109638,0.141568,37.05502,39.0,0.0,1.0
0.790604,0.484927,0.892401,5.0,109.79115,675.806401,0.0,0.01225,0.010072,0.364432,0.202931,27.975646,39.0,0.7958419364217393,0.0
0.668217,0.846643,0.50904,3.0,142.07584,1411.925076,0.0,0.01475,0.012245,0.087078,0.083334,49.400111,39.0,0.3115971533993882,0.0
0.656861,0.977128,0.859991,2.0,142.725813,986.595809,0.0,0.016,0.014307,0.179645,0.160455,33.932137,39.0,0.1195973949082298,0.0
0.570815,0.313598,0.981581,4.0,150.540889,1255.74939,0.0,0.0135,0.012328,0.631797,0.138949,37.531583,39.0,3.546970471180074,0.0
0.746791,0.379179,1.39444,4.0,141.122997,630.630826,0.0,0.0135,0.010537,0.773992,0.232771,24.658843,39.0,2.325122115727474,0.0
0.572208,1.030721,1.239449,2.0,157.868515,959.071494,0.0,0.016,0.015045,0.348227,0.196888,28.734514,39.0,0.7686552760960546,0.0
0.633338,0.565671,1.079829,3.0,152.798705,947.571797,0.0,0.01475,0.012944,0.412994,0.177211,31.422905,39.0,1.3305212430379605,0.0
0.561417,0.949009,0.698947,4.0,149.11615,1500.728703,0.0,0.0135,0.012576,0.145614,0.105325,44.11501,39.0,0.5136748716122866,0.0
0.661993,0.599544,1.217499,3.0,154.590897,809.030665,0.0,0.01475,0.012601,0.462792,0.202431,28.042523,39.0,1.2861715843917185,0.0
0.719824,0.979755,0.632873,5.0,120.115394,1005.027736,0.0,0.01225,0.010463,0.112702,0.137021,37.87939,39.0,0.0,1.0
0.505161,0.580593,0.78796,3.0,168.253806,1751.052672,0.0,0.01475,0.01436,0.274268,0.096256,46.315654,39.0,2.036940911688489,0.0
0.542312,0.507199,1.092976,2.0,186.622154,1303.117668,0.0,0.016,0.015754,0.46006,0.141916,37.002511,39.0,2.241776825727896,0.0
0.778437,0.747381,0.88651,2.0,126.632024,724.214124,0.0,0.016,0.013084,0.219407,0.19074,29.518134,39.0,0.15029359337317813,0.0
0.691101,0.37415,0.529017,5.0,120.866731,1178.054362,0.0,0.01225,0.010544,0.247574,0.11212,42.629019,39.0,1.301168073190812,0.0
0.760840,0.49096,1.328731,5.0,132.62112,592.359109,0.0,0.01225,0.010062,0.614257,0.243309,23.598112,39.0,1.5245962952459633,0.0
0.541626,0.34381,0.879307,3.0,155.964468,1495.475508,0.0,0.01475,0.013638,0.489999,0.11317,42.410896,39.0,3.4172194090397245,0.0
0.635983,0.934587,1.078283,5.0,141.604641,874.42272,0.0,0.01225,0.011342,0.287759,0.193902,29.118263,39.0,0.48404348588462215,0.0
0.697864,0.891077,0.990244,3.0,133.819863,794.495312,0.0,0.01475,0.012411,0.244856,0.194564,29.030906,39.0,0.2584856396866841,0.0
0.752377,0.579126,1.008487,5.0,118.66051,685.055864,0.0,0.01225,0.010352,0.37419,0.211443,26.987359,39.0,0.7696967977185343,0.0
0.697786,0.844359,0.520284,7.0,124.795213,1175.010356,0.0,0.00975,0.009748,0.105841,0.11073,42.930164,39.0,0.10077343589743584,0.0
0.793200,1.020586,1.357344,2.0,117.999461,492.566411,0.0,0.016,0.012358,0.360549,0.280859,20.4572,39.0,0.28373667925898755,0.0
0.544670,0.454346,1.28195,6.0,175.140895,1142.142514,0.0,0.011,0.011357,0.691431,0.169627,32.572597,39.0,3.1076191631498524,0.0
0.755632,0.532737,0.660517,5.0,110.288979,877.800278,0.0,0.01225,0.010185,0.224185,0.155447,34.729986,39.0,0.44219573230747455,0.0
0.639049,0.902572,0.869994,2.0,147.706717,1035.367606,0.0,0.016,0.014538,0.198033,0.156006,34.643951,39.0,0.26939348486596654,0.0
0.730041,0.506777,0.979733,7.0,118.560196,718.464228,0.0,0.00975,0.009704,0.436264,0.207284,27.463185,39.0,1.1046679917408,0.0
0.635994,1.035803,1.046896,6.0,0.0,877.217407,0.0,0.011,0.01087,0.255758,0.193164,29.211838,39.0,0.32404588846783033,0.0
0.629867,0.544911,0.5,7.0,0.0,1411.572236,0.0,0.00975,0.010276,0.171472,0.095332,46.553312,39.0,1.0435443981087402,0.0
0.726556,1.05,1.331399,7.0,0.0,590.740005,0.0,0.00975,0.009575,0.347548,0.255645,22.47317,39.0,0.35949461166852476,0.0
0.800000,0.531242,0.604686,6.0,0.0,822.04183,0.0,0.011,0.009545,0.200473,0.157251,34.433608,39.0,0.2748599372976961,0.0
