D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.711344,1.03558,0.892136,5.0,122.719279,799.498527,122.719279,0.01225,0.010727,0.187681,0.188814,29.778022,39.0,0.0,1.0
0.584016,0.416806,0.90595,5.0,142.743958,1199.087475,461.898832,0.01225,0.011616,0.465452,0.143842,36.666903,39.0,2.235856008676186,0.0
0.510973,0.834715,0.886798,7.0,160.787486,1460.049999,355.338096,0.00975,0.011615,0.268087,0.130913,39.062915,39.0,1.2100070910704515,0.0
0.800000,0.90762,0.870344,4.0,112.315382,667.090078,112.315382,0.0135,0.010681,0.189345,0.203198,27.943004,39.0,0.0,1.0
0.500000,0.398641,1.059341,4.0,178.873847,1537.333066,840.622189,0.0135,0.013305,0.579577,0.124172,40.247286,39.0,3.6995154358247495,0.0
0.754385,0.765235,1.221204,5.0,128.060545,600.080337,203.639476,0.01225,0.010324,0.385207,0.242241,23.702877,39.0,0.5901808529522252,0.0
0.652528,0.949415,1.183295,2.0,146.784489,789.687763,223.050622,0.016,0.014223,0.321472,0.211553,26.980682,39.0,0.5195813814977807,0.0
0.515087,0.808408,1.021144,5.0,168.407183,1362.266175,378.830383,0.01225,0.012589,0.31879,0.143433,36.740172,39.0,1.2494990877490524,0.0
0.653863,0.3,0.898566,5.0,128.558669,987.302717,479.219644,0.01225,0.010938,0.601258,0.161298,33.80148,39.0,2.727622165184937,0.0
0.500000,0.845608,0.772314,2.0,181.764729,1796.802105,404.477225,0.016,0.01645,0.185711,0.093238,47.040169,39.0,1.2253089933895167,0.0
0.580351,0.797206,1.184354,5.0,160.357781,998.963221,335.666121,0.01225,0.011799,0.386453,0.18462,30.355592,39.0,1.0932347524645216,0.0
0.555561,0.570747,0.881493,3.0,159.271933,1366.19098,403.118377,0.01475,0.013772,0.318954,0.126972,39.741274,39.0,1.5310096718937427,0.0
0.799869,0.814563,1.235956,5.0,122.157242,531.522505,172.195968,0.01225,0.010036,0.363783,0.258071,22.260717,39.0,0.40962370820433147,0.0
0.800000,0.728571,0.638986,3.0,112.510734,850.773004,112.510734,0.01475,0.011251,0.137758,0.149996,35.637096,39.0,0.0,1.0
0.722173,0.674065,0.858305,2.0,133.58724,856.751454,183.542265,0.016,0.013541,0.234702,0.170822,32.396248,39.0,0.3739565161396073,0.0
0.607327,0.852917,0.825985,3.0,146.108214,1169.907841,207.327641,0.01475,0.013232,0.199748,0.140767,37.202563,39.0,0.4189973502312332,0.0
0.728877,0.926011,0.767898,3.0,124.530449,879.226937,124.530449,0.01475,0.012012,0.152777,0.162884,33.554738,39.0,0.0,1.0
0.625720,0.3,1.279826,3.0,162.442102,964.848209,771.415863,0.01475,0.012493,0.835666,0.175972,31.610958,39.0,3.7488577728274954,0.0
0.733354,0.542251,1.075722,2.0,140.733548,737.377777,274.691818,0.016,0.013432,0.390687,0.200162,28.314072,39.0,0.9518539982614083,0.0
0.522231,1.05,1.263621,2.0,168.991275,1117.524649,339.219067,0.016,0.015714,0.36775,0.183205,30.557539,39.0,1.0073142108566906,0.0
0.633690,0.861713,1.12701,7.0,139.794742,840.761075,246.864439,0.00975,0.010411,0.346721,0.20366,27.896394,39.0,0.7659407008878999,0.0
0.799264,0.959622,1.370366,3.0,125.524307,493.04302,167.939596,0.01475,0.011206,0.372748,0.278605,20.633537,39.0,0.33790850846180087,0.0
0.500259,0.319844,0.749881,5.0,157.203453,1802.712555,858.398899,0.01225,0.012419,0.483984,0.092433,47.219351,39.0,4.460412830086015,0.0
0.639710,0.562936,1.246936,2.0,168.932466,868.316002,431.975564,0.016,0.014346,0.496508,0.194169,29.084355,39.0,1.5570920177783272,0.0
