D, Z, AEdAO, PdD, P_B, n,etaO,etaR, t075dD,tmin075dD, tal07R,cavLim, Vtip,Vtipmax, fitness, iteration, population i 
0.559426,6,0.691395,0.963573,149.980046,1197.909002,0.272967,1.013668,0.011000,0.011470,0.339460,0.153345,35.088511,39.000000,338.160405,1,1
0.699498,3,0.488633,1.117148,141.005108,783.519943,0.294023,1.003954,0.014750,0.012218,0.470871,0.197128,28.696928,39.000000,336.813289,1,2
0.717854,2,0.827547,0.793356,133.534024,902.872680,0.304394,1.024434,0.016000,0.013592,0.173650,0.160411,33.936048,39.000000,144.554135,1,3
0.716852,3,0.778491,0.614750,124.535414,1069.081312,0.322829,1.035731,0.014750,0.011875,0.127055,0.124784,40.127200,39.000000,130.401422,1,4
0.592915,5,1.050000,0.598922,143.992874,1509.860987,0.278189,1.036732,0.012250,0.011461,0.101780,0.093985,46.873538,39.000000,185.004868,1,5
0.728302,7,0.651300,1.136310,123.113645,654.450754,0.337353,1.002742,0.009750,0.009684,0.429562,0.229971,24.956696,39.000000,229.963201,1,6
0.617634,6,0.741064,1.278068,153.907737,848.823213,0.271667,0.993776,0.011000,0.010805,0.458196,0.207451,27.450280,39.000000,339.935035,1,7
0.731780,7,0.728640,0.815731,115.740485,786.181971,0.351764,1.023019,0.009750,0.009731,0.241110,0.186250,30.123284,39.000000,149.831431,1,8
0.719712,7,0.576783,1.082492,122.598020,692.836105,0.337565,1.006146,0.009750,0.009747,0.448293,0.219592,26.108862,39.000000,250.281372,1,9
0.603871,6,0.404778,0.831995,135.654106,1155.654673,0.299645,1.021990,0.011000,0.010947,0.441936,0.144578,36.540167,39.000000,414.658242,1,10
0.798172,3,0.980206,1.043915,119.211946,594.192279,0.346876,1.008586,0.014750,0.011573,0.232491,0.231095,24.832596,39.000000,119.932155,1,11
0.690451,7,1.050000,0.500000,130.123170,1276.085185,0.306653,1.042989,0.009750,0.009746,0.075041,0.096939,46.132929,39.000000,153.922126,1,12
0.596417,3,0.330885,1.374053,179.088963,1017.657278,0.234804,0.987705,0.014750,0.012714,0.850935,0.174869,31.779718,39.000000,871.469034,1,13
0.571547,2,1.050000,1.042135,157.476497,1090.692756,0.261342,1.008699,0.016000,0.015346,0.252113,0.169142,32.640191,39.000000,234.725904,1,14
0.515157,4,1.040975,1.400000,188.821053,1105.494864,0.222691,0.986064,0.013500,0.013009,0.416960,0.188583,29.819129,39.000000,417.487087,1,15
0.529841,3,1.050000,1.028383,166.643812,1271.006905,0.246532,1.009568,0.014750,0.014287,0.251790,0.152339,35.260826,39.000000,275.433681,1,16
0.549026,5,0.693721,1.082410,162.342796,1181.949027,0.254028,1.006151,0.012250,0.012140,0.387061,0.160195,33.977411,39.000000,392.250503,1,17
0.746827,5,1.030831,1.186031,126.969299,607.843225,0.328258,0.999597,0.012250,0.010444,0.287441,0.241577,23.768956,39.000000,151.074480,1,18
0.557172,3,1.050000,1.185950,163.261695,1047.317971,0.254278,0.999602,0.014750,0.013799,0.315022,0.183218,30.553865,39.000000,280.709336,1,19
0.549682,6,0.959733,0.916082,153.113836,1258.534996,0.266549,1.016671,0.011000,0.011655,0.235036,0.146480,36.222283,39.000000,254.287847,1,20
0.698062,7,0.300000,0.831061,122.962713,876.574014,0.331188,1.022049,0.009750,0.009917,0.573870,0.173162,32.039144,39.000000,409.578278,1,21
0.500000,4,0.786472,1.254607,193.816676,1299.923059,0.214864,0.995260,0.013500,0.013481,0.432821,0.159860,34.031906,39.000000,524.759044,1,22
0.546165,4,0.688852,0.716988,149.402398,1555.581261,0.269819,1.029264,0.013500,0.012692,0.209693,0.103712,44.485163,39.000000,323.086905,1,23
0.526848,2,0.300000,0.717090,150.974179,1834.899840,0.266897,1.029258,0.016000,0.015034,0.401005,0.078616,50.617021,39.000000,815.061827,1,24
0.645265,7,0.369892,1.222537,143.935379,838.523839,0.289631,0.997288,0.009750,0.010100,0.776059,0.200069,28.330363,39.000000,563.310658,1,25
0.520393,5,0.632060,1.308790,188.655863,1205.607123,0.221604,0.991833,0.012250,0.012277,0.540808,0.167698,32.850009,39.000000,608.805139,1,26
0.634528,3,1.036690,1.297921,148.307402,773.735782,0.282388,0.992520,0.014750,0.012725,0.354437,0.223206,25.706445,39.000000,235.502385,1,27
0.701169,7,0.331617,1.086907,127.375600,757.192950,0.324879,1.005867,0.009750,0.009798,0.728616,0.204440,27.798918,39.000000,454.581931,1,28
0.800000,7,0.869394,0.680793,109.311698,756.877828,0.369900,1.031553,0.009750,0.009308,0.146907,0.175300,31.704024,39.000000,109.311698,1,29
0.564248,2,0.582740,0.597310,153.464572,1749.414430,0.260837,1.036834,0.016000,0.014789,0.167075,0.074708,51.684623,39.000000,393.117609,1,30
best fit at iteration 1,109.311698
0.559426,5,0.389142,0.963573,151.157387,1268.882116,0.270856,1.013668,0.012250,0.011855,0.538270,0.140976,37.167418,39.000000,577.144426,2,1
0.699498,3,0.941078,1.117148,136.090568,724.600304,0.304630,1.003954,0.014750,0.012359,0.284949,0.215531,26.538958,39.000000,179.922701,2,2
0.538214,2,0.596084,0.793356,168.731517,1579.015339,0.239990,1.024434,0.016000,0.015661,0.254485,0.103658,44.497961,39.000000,438.031850,2,3
0.716852,7,0.778491,0.762080,117.737330,853.117472,0.344537,1.026412,0.009750,0.009815,0.205910,0.173271,32.021153,39.000000,140.691238,2,4
0.500000,5,0.403156,0.598922,155.176112,2020.381583,0.257647,1.036732,0.012250,0.012327,0.295352,0.070625,52.893466,39.000000,705.194184,2,5
