D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid,seed,iteration
0.516427,0.603251,1.227989,4.0,0.0,1173.858652,0.0,0.0135,0.012611,0.503491,0.175354,31.741223,39.0,1.871283232774844,0.0,7,0
0.699923,0.647119,1.37064,2.0,0.0,618.82217,0.0,0.016,0.012838,0.507957,0.253841,22.678528,39.0,1.0010833553287295,0.0,7,0
0.775613,0.836542,1.089701,3.0,0.0,566.662386,0.0,0.01475,0.011237,0.284743,0.250055,23.012724,39.0,0.13872148127411965,0.0,7,0
0.669090,0.818115,0.718365,4.0,0.0,972.41389,0.0,0.0135,0.011021,0.165418,0.15978,34.067056,39.0,0.035286018275128325,0.0,7,0
0.671209,0.86997,1.4,3.0,0.0,626.364235,0.0,0.01475,0.011678,0.440337,0.261676,22.013213,39.0,0.6827565386202783,0.0,7,0
0.514631,0.790658,1.204436,2.0,0.0,1152.911918,0.0,0.016,0.015492,0.4009,0.179869,31.066372,39.0,1.2288443255925143,0.0,7,0
0.645888,0.58335,1.24192,5.0,0.0,751.995408,0.0,0.01225,0.010582,0.511382,0.226013,25.431437,39.0,1.2626220615628305,0.0,7,0
0.685789,0.474427,0.670765,2.0,0.0,1039.98728,0.0,0.016,0.012762,0.223417,0.140114,37.343699,39.0,0.5945373053370828,0.0,7,0
0.679497,1.05,1.4,2.0,0.0,581.297785,0.0,0.016,0.01261,0.40155,0.278756,20.681642,39.0,0.4405071101608576,0.0,7,0
0.730830,0.326935,1.207671,4.0,0.0,648.358375,0.0,0.0135,0.010382,0.735474,0.231748,24.810194,39.0,2.173593731121735,0.0,7,0
0.688478,0.435263,0.882652,5.0,0.0,812.052758,0.0,0.01225,0.010283,0.412637,0.192937,29.273369,39.0,1.1387136733752468,0.0,7,0
0.552602,0.840112,1.215133,5.0,0.0,985.969797,0.0,0.01225,0.011558,0.387065,0.198802,28.528207,39.0,0.9469874548545788,0.0,7,0
0.752836,0.980464,1.128253,6.0,0.0,562.122135,0.0,0.011,0.009561,0.28114,0.25988,22.157957,39.0,0.08180698784054179,0.0,7,0
0.800000,0.890465,1.33436,7.0,0.0,453.621725,0.0,0.00975,0.008778,0.390413,0.301322,19.001262,39.0,0.2956670936738772,0.0,7,0
0.709147,0.368201,1.231181,7.0,0.0,637.732076,0.0,0.00975,0.009263,0.766331,0.242958,23.679551,39.0,2.1541706797059574,0.0,7,0
0.542465,0.432411,0.965216,7.0,0.0,1180.156888,0.0,0.00975,0.010677,0.529813,0.163365,33.520472,39.0,2.3299464332799142,0.0,7,0
0.800000,0.406072,0.939295,7.0,0.0,575.21364,0.0,0.00975,0.008937,0.48278,0.238687,24.094493,39.0,1.022648908403055,0.0,7,0
0.678363,0.3,0.663351,2.0,0.0,1087.995138,0.0,0.016,0.012502,0.336988,0.133159,38.644491,39.0,1.5307189149813383,0.0,7,0
0.628850,0.68076,0.935433,7.0,0.0,880.658162,0.0,0.00975,0.010019,0.328342,0.195116,28.99699,39.0,0.7096530624491464,0.0,7,0
0.692770,0.460493,0.762541,7.0,0.0,842.371453,0.0,0.00975,0.009552,0.34299,0.183396,30.555643,39.0,0.870215271870706,0.0,7,0
0.761298,0.794206,0.755866,6.0,85.463333,715.230761,85.463333,0.011,0.009445,0.187386,0.198867,28.510166,39.0,0.0,1.0,7,0
0.699896,0.707035,0.831292,3.0,0.0,829.949586,0.0,0.01475,0.011721,0.224705,0.184397,30.414739,39.0,0.21859357798662657,0.0,7,0
0.797622,0.418581,1.335103,6.0,0.0,494.389841,0.0,0.011,0.008998,0.712002,0.279116,20.647387,39.0,1.5509178979349092,0.0,7,0
0.759991,0.454853,0.518559,2.0,0.0,1018.658871,0.0,0.016,0.011816,0.154447,0.122701,40.535545,39.0,0.29809944646450326,0.0,7,0
0.728161,0.609164,1.10716,6.0,0.0,621.592186,0.0,0.011,0.009631,0.422643,0.242747,23.699097,39.0,0.7410843388383791,0.0,7,0
0.738583,0.631522,1.234093,7.0,0.0,561.299744,0.0,0.00975,0.009167,0.487152,0.265357,21.706642,39.0,0.8358362507866759,0.0,7,0
0.613183,0.316033,0.890459,5.0,0.0,1024.842182,0.0,0.01225,0.010808,0.573594,0.167511,32.903798,39.0,2.4242169170979824,0.0,7,0
0.633438,0.504612,0.756219,6.0,0.0,1012.016032,0.0,0.011,0.010249,0.312011,0.163046,33.565264,39.0,0.913637869067625,0.0,7,0
0.639210,0.778747,0.771662,2.0,0.0,1049.267658,0.0,0.016,0.013744,0.1822,0.153323,35.117893,39.0,0.18834095341207788,0.0,7,0
0.500000,0.755018,0.961041,4.0,0.0,1394.314059,0.0,0.0135,0.012956,0.302433,0.144983,36.503057,39.0,1.0859893918597354,0.0,7,0
0.602799,0.831386,1.382195,5.0,0.0,781.756667,0.0,0.01225,0.010872,0.457378,0.233105,24.6742,39.0,0.9621114948199309,0.0,7,1
0.644621,0.3,0.938941,4.0,0.0,931.204592,0.0,0.0135,0.011093,0.604764,0.177374,31.430298,39.0,2.409541420952338,0.0,7,1
0.619662,0.3,1.089701,4.0,0.0,939.194348,0.0,0.0135,0.011288,0.726484,0.184009,30.472547,39.0,2.948089495622497,0.0,7,1
0.500000,0.818115,1.030165,3.0,0.0,1337.486386,0.0,0.01475,0.014109,0.308841,0.153965,35.015312,39.0,1.0059169291722145,0.0,7,1
0.500000,0.685507,1.208601,5.0,0.0,1225.957935,0.0,0.01225,0.012108,0.460439,0.173062,32.095504,39.0,1.6605436202054755,0.0,7,1
0.626677,0.713968,1.204436,4.0,0.0,800.659555,0.0,0.0135,0.011493,0.41257,0.218461,26.271821,39.0,0.8885293027130702,0.0,7,1
0.634215,0.449844,0.934245,6.0,0.0,902.223139,0.0,0.011,0.010265,0.457719,0.187739,29.960524,39.0,1.4380602858223386,0.0,7,1
0.598330,0.776983,1.073964,3.0,0.0,933.498085,0.0,0.01475,0.012832,0.325371,0.193192,29.245057,39.0,0.6841846453269287,0.0,7,1
0.754313,0.310344,0.632147,2.0,0.0,917.465549,0.0,0.016,0.011822,0.295164,0.146518,36.235968,39.0,1.014523812773857,0.0,7,1
