D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.514686,0.39911,1.265338,6.0,234.096973,1411.070365,0.0,0.011,0.01214,0.760522,0.136125,38.026791,39.0,4.680842923771186,0.0
0.702404,0.784322,0.829545,4.0,156.986941,950.728607,0.0,0.0135,0.011794,0.214048,0.153849,34.965672,39.0,0.39128626120416754,0.0
0.518061,0.770102,0.716589,4.0,200.330475,1857.141473,0.0,0.0135,0.013611,0.191755,0.079454,50.376112,39.0,1.7132593646386722,0.0
0.790639,0.322472,1.352394,7.0,161.46685,598.155463,0.0,0.00975,0.009379,0.928376,0.231334,24.762284,39.0,3.013141172503825,0.0
0.593173,0.636905,0.599375,2.0,189.670662,1717.487607,0.0,0.016,0.015097,0.152379,0.069113,53.342522,39.0,1.572537551095623,0.0
0.624394,0.425424,1.004005,2.0,197.176824,1157.246856,0.0,0.016,0.015055,0.450662,0.137131,37.834068,39.0,2.286361216646856,0.0
0.658517,0.510451,1.049185,6.0,168.75305,926.188088,0.0,0.011,0.010943,0.476184,0.173621,31.934847,39.0,1.7426636178803256,0.0
0.555887,0.49466,1.03966,6.0,196.398625,1292.219672,0.0,0.011,0.011889,0.502372,0.138359,37.61155,39.0,2.705706130544013,0.0
0.751912,0.413346,0.810279,2.0,151.582755,926.288435,0.0,0.016,0.013401,0.3233,0.144784,36.467984,39.0,1.2329815449220907,0.0
0.638940,0.6641,0.990069,7.0,168.975464,977.909469,0.0,0.00975,0.010773,0.365355,0.168357,32.715807,39.0,1.2650802577799811,0.0
0.585999,0.585185,1.104971,6.0,191.61795,1116.499355,0.0,0.011,0.011603,0.466764,0.15821,34.257386,39.0,2.0022505900072063,0.0
0.764243,0.852455,1.189358,4.0,162.210594,643.032258,0.0,0.0135,0.011355,0.333179,0.222539,25.731383,39.0,0.4971712823370287,0.0
0.691546,0.604752,1.0778,7.0,161.111548,807.948452,0.0,0.00975,0.010328,0.43512,0.192507,29.255198,39.0,1.316245813017545,0.0
0.709221,0.846781,1.09144,7.0,158.900198,749.683305,0.0,0.00975,0.010261,0.326341,0.203768,27.839277,39.0,0.6513323489884834,0.0
0.776700,0.389076,0.532461,5.0,140.412258,1025.178635,0.0,0.01225,0.010385,0.229989,0.116469,41.691862,39.0,1.0437020603211022,0.0
0.757460,0.837849,1.390491,3.0,174.089229,596.513414,0.0,0.01475,0.011992,0.43145,0.242213,23.658017,39.0,0.7812834158364744,0.0
0.584967,0.631311,1.223049,5.0,206.497165,1074.443464,0.0,0.01225,0.012139,0.486102,0.167046,32.908919,39.0,1.9099888653424806,0.0
0.788925,0.442661,1.092966,7.0,145.292016,639.464899,0.0,0.00975,0.009664,0.555541,0.216238,26.415018,39.0,1.5691182863326514,0.0
