D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.532023,0.632253,0.550365,7.0,151.956357,1828.172021,411.946908,0.00975,0.011113,0.176789,0.077453,50.926765,39.0,1.710996269517423,0.0
0.616731,1.05,1.16102,7.0,146.440663,865.226355,229.541365,0.00975,0.010575,0.302827,0.203309,27.939855,39.0,0.5675055497572801,0.0
0.500000,1.05,1.4,6.0,197.089048,1185.009112,460.1247,0.011,0.011904,0.406439,0.179947,31.023466,39.0,1.3346003543994525,0.0
0.705515,0.941696,0.596397,7.0,122.36591,1051.440997,122.759181,0.00975,0.009781,0.115243,0.132021,38.840944,39.0,0.003169410080768815,0.0
0.672285,0.621699,0.873543,3.0,134.321694,952.348201,227.871786,0.01475,0.012505,0.276708,0.163109,33.523381,39.0,0.6964606490138496,0.0
0.709400,1.049416,1.4,7.0,136.859727,603.194756,200.220498,0.00975,0.009576,0.375174,0.256448,22.405125,39.0,0.4629632518093336,0.0
0.500992,0.876996,0.836347,3.0,173.56807,1661.806736,360.378652,0.01475,0.014652,0.210908,0.107686,43.592315,39.0,1.0762978100836382,0.0
0.685695,0.469954,0.85234,4.0,124.436628,926.552525,267.949522,0.0135,0.011354,0.354895,0.164814,33.265938,39.0,1.153306151176478,0.0
0.758644,0.982459,1.4,7.0,129.104208,532.069661,185.432765,0.00975,0.009282,0.390662,0.271991,21.135152,39.0,0.43630487773492516,0.0
0.603515,0.995247,0.764888,6.0,138.00605,1191.312724,167.002346,0.011,0.011052,0.166735,0.13832,37.645448,39.0,0.21013446974573322,0.0
0.606323,0.913782,1.287471,7.0,153.247404,850.427668,300.765577,0.00975,0.010502,0.399802,0.211419,26.998543,39.0,0.9626464218367918,0.0
0.643163,0.451236,0.541009,3.0,126.622184,1410.475286,294.961643,0.01475,0.012192,0.192518,0.091174,47.499075,39.0,1.3294699579924099,0.0
0.739361,0.516236,1.374275,5.0,138.903508,613.351434,356.577541,0.01225,0.010153,0.620795,0.241828,23.744583,39.0,1.5670931405792548,0.0
0.650473,0.718953,0.724159,7.0,126.91316,1056.039035,189.913248,0.00975,0.01024,0.214376,0.147996,35.967325,39.0,0.4963771983279956,0.0
0.663059,0.545463,1.230512,3.0,155.426997,812.658808,388.842762,0.01475,0.01254,0.50289,0.201014,28.213615,39.0,1.5017660461460391,0.0
0.629184,1.05,1.003097,5.0,139.997822,927.943345,178.224425,0.01225,0.011429,0.233067,0.183078,30.570163,39.0,0.27304755350178617,0.0
0.637670,0.743663,1.14454,5.0,144.818558,856.035288,277.911044,0.01225,0.011257,0.380083,0.19806,28.581592,39.0,0.9190295869938402,0.0
0.563859,0.37269,1.01919,5.0,153.115636,1220.707041,619.135018,0.01225,0.011793,0.596749,0.147579,36.039652,39.0,3.043590212699639,0.0
0.800000,0.710173,1.4,7.0,125.063348,490.991413,228.429579,0.00975,0.009048,0.510474,0.27948,20.5666,39.0,0.8265135251180763,0.0
0.579595,0.901376,0.892708,6.0,144.405519,1158.966679,227.573753,0.011,0.011323,0.236514,0.152848,35.171768,39.0,0.5759064130697646,0.0
0.737289,0.392288,0.974522,4.0,120.818298,759.314033,304.846542,0.0135,0.010947,0.485293,0.192334,29.312834,39.0,1.5231784291908865,0.0
0.776434,0.919398,1.178739,6.0,120.528356,565.798374,152.718358,0.011,0.009784,0.316345,0.249666,23.001966,39.0,0.26707280927318894,0.0
0.769836,0.895332,1.101042,5.0,120.468984,606.202177,147.463065,0.01225,0.010309,0.28755,0.234912,24.435112,39.0,0.22407539844707788,0.0
0.553434,0.947588,1.4,3.0,175.530806,967.231738,387.108124,0.01475,0.013478,0.446808,0.202601,28.028186,39.0,1.2053593022739275,0.0
0.730879,1.05,0.990502,7.0,122.128488,691.842125,128.929688,0.00975,0.009832,0.226327,0.2161,26.475923,39.0,0.05566542626914216,0.0
0.756602,0.5572,0.5,2.0,119.823728,1151.740622,165.395323,0.016,0.012491,0.119744,0.098929,45.626894,39.0,0.3803237796093598,0.0
0.592564,0.599998,0.637294,4.0,136.351028,1441.591818,282.432308,0.0135,0.01204,0.197584,0.102668,44.727662,39.0,1.0713576152897117,0.0
0.772023,0.360391,1.127542,6.0,118.742209,625.595446,350.255998,0.011,0.009677,0.669225,0.226878,25.288463,39.0,1.9497130616454657,0.0
0.582654,0.594795,1.057616,3.0,163.608699,1116.805948,404.790289,0.01475,0.013545,0.394836,0.159585,34.071184,39.0,1.474142306607764,0.0
0.697986,0.929628,1.287244,5.0,140.193253,662.785652,215.129566,0.01225,0.010702,0.363745,0.237041,24.22247,39.0,0.5345235634341737,0.0
fitness at iteration,1,,,,,122.759181,,,,,,,,0.0
0.568813,0.632253,1.4,7.0,173.653988,958.059797,549.234921,0.00975,0.010629,0.611304,0.198468,28.533885,39.0,2.1628119490129274,0.0
0.721989,1.05,1.16102,7.0,126.832073,643.059054,155.005107,0.00975,0.009795,0.287534,0.23617,24.309719,39.0,0.22208158384624577,0.0
0.691596,0.425432,0.610552,6.0,120.903957,1064.645293,245.13089,0.011,0.010214,0.270645,0.133488,38.552798,39.0,1.027485616684646,0.0
0.705515,0.941696,0.5,7.0,126.019977,1203.675739,143.677635,0.00975,0.009663,0.086112,0.103776,44.464599,39.0,0.14011792307692308,0.0
0.672285,0.621699,0.5,3.0,129.503046,1379.126429,212.353372,0.01475,0.011995,0.12098,0.086725,48.546299,39.0,0.6397610427227236,0.0
0.709400,1.05,1.4,7.0,136.857863,603.194756,200.106412,0.00975,0.009576,0.374965,0.256448,22.405125,39.0,0.4621482717743947,0.0
0.500992,0.876996,1.4,3.0,197.665179,1187.786329,530.565909,0.01475,0.014249,0.480545,0.17903,31.157868,39.0,1.6841590794838852,0.0
0.673055,0.940564,1.4,4.0,150.591232,675.665644,258.745694,0.0135,0.011353,0.414431,0.241201,23.811195,39.0,0.7181976857475715,0.0
0.758644,0.982459,1.094483,7.0,119.128242,607.3428,138.354239,0.00975,0.009597,0.276372,0.237967,24.125191,39.0,0.16138792353561626,0.0
0.603515,0.790533,1.117358,3.0,159.404592,975.381754,301.089828,0.01475,0.013363,0.342463,0.181309,30.822036,39.0,0.8888361857381598,0.0
0.605962,0.749982,0.896814,4.0,143.107853,1103.348115,243.952454,0.0135,0.012248,0.262207,0.153816,35.007156,39.0,0.7046796172049722,0.0
0.552995,0.451236,0.541009,3.0,144.141093,1872.215742,493.296677,0.01475,0.013143,0.201693,0.066514,54.209559,39.0,2.422327748746938,0.0
0.636223,0.664686,0.832422,5.0,130.702571,1042.737128,224.750504,0.01225,0.011203,0.267291,0.155442,34.736268,39.0,0.7195545605434825,0.0
0.650473,0.718953,1.007608,5.0,135.257683,888.224686,237.124808,0.01225,0.011162,0.324932,0.185344,30.251785,39.0,0.7531293162983425,0.0
0.663059,0.679651,1.230512,3.0,153.892977,787.428998,317.030404,0.01475,0.012613,0.429333,0.208407,27.337695,39.0,1.0600699592624048,0.0
0.629184,1.05,1.003097,5.0,139.997822,927.943345,178.224425,0.01225,0.011429,0.233067,0.183078,30.570163,39.0,0.27304755350178617,0.0
0.637670,0.743663,1.151956,5.0,145.231238,853.019408,280.101372,0.01225,0.011254,0.383534,0.19886,28.480897,39.0,0.9286633812732574,0.0
0.563859,0.37269,1.01919,5.0,153.115636,1220.707041,619.135018,0.01225,0.011793,0.596749,0.147579,36.039652,39.0,3.043590212699639,0.0
0.800000,0.3,1.4,7.0,128.721645,538.359347,511.171818,0.00975,0.008915,1.011427,0.254694,22.550744,39.0,2.9711457670773562,0.0
0.579595,1.05,1.4,6.0,171.236997,891.548953,319.929725,0.011,0.01105,0.39313,0.210924,27.056303,39.0,0.8683715804736256,0.0
0.597757,0.392288,0.699137,4.0,133.80956,1353.600906,407.804259,0.0135,0.011973,0.335741,0.113374,42.365687,39.0,2.0476576499785373,0.0
0.776434,0.799638,1.4,6.0,131.102046,521.692405,219.858852,0.011,0.009545,0.454488,0.271011,21.208882,39.0,0.6770094202818335,0.0
0.769836,0.924377,0.909558,6.0,113.4736,674.164317,116.175971,0.011,0.009879,0.214777,0.209781,27.174565,39.0,0.023815312158870443,0.0
0.663323,0.947588,1.4,3.0,148.857004,687.594544,260.861573,0.01475,0.01226,0.421447,0.240493,23.881201,39.0,0.752429384639054,0.0
0.739945,0.324934,0.5,7.0,127.705741,1042.338655,287.961305,0.00975,0.009708,0.273832,0.123381,40.383752,39.0,1.25488251121074,0.0
0.681476,0.455184,0.629809,2.0,124.734209,1196.293788,250.559854,0.016,0.013284,0.214118,0.111856,42.686155,39.0,1.0087458035972992,0.0
0.608893,0.599998,0.787561,4.0,136.941947,1199.795745,268.360881,0.0135,0.012061,0.264687,0.135067,38.251343,39.0,0.9596718665551173,0.0
0.776086,0.318711,1.127542,6.0,118.267424,624.691593,388.855434,0.011,0.009635,0.74306,0.225996,25.384828,39.0,2.2879342997221195,0.0
0.725584,0.594795,1.057616,3.0,134.062771,738.186174,244.495238,0.01475,0.012087,0.369093,0.202383,28.044778,39.0,0.8237351951497902,0.0
0.774176,0.665502,0.680491,5.0,108.653427,824.230355,122.826453,0.01225,0.010094,0.185189,0.16382,33.410813,39.0,0.13044194848003907,0.0
fitness at iteration,2,,,,,116.175971,,,,,,,,0.0
0.532023,0.903047,1.18408,5.0,173.338209,1165.712183,364.74007,0.01225,0.012364,0.35686,0.17034,32.472847,39.0,1.1042068146425479,0.0
0.721989,1.05,1.16102,7.0,126.832073,643.059054,155.005107,0.00975,0.009795,0.287534,0.23617,24.309719,39.0,0.22208158384624577,0.0
0.500000,1.05,0.780406,2.0,177.952989,1756.600253,322.618169,0.016,0.016435,0.156761,0.097532,45.987687,39.0,0.8129169768527681,0.0
0.500000,0.931029,0.596397,2.0,185.726887,2196.71806,438.523058,0.016,0.016124,0.108209,0.057595,57.509944,39.0,1.3610959098900774,0.0
