D, Z, AEdAO, PdD, P_B, n,etaO,etaR, t075dD,tmin075dD, tal07R,cavLim, Vtip,Vtipmax, fitness, iteration, population i 
0.532023,7,0.632253,0.550365,151.956357,1828.172021,0.262526,1.039803,0.009750,0.011113,0.176789,0.077453,50.926765,39.000000,411.946908,1,1
0.616731,7,1.050000,1.161020,146.440663,865.226355,0.283406,1.001179,0.009750,0.010575,0.302827,0.203309,27.939855,39.000000,229.541365,1,2
0.500000,6,1.050000,1.400000,197.089048,1185.009112,0.213271,0.986064,0.011000,0.011904,0.406439,0.179947,31.023466,39.000000,460.124700,1,3
0.705515,7,0.941696,0.596397,122.365910,1051.440997,0.328102,1.036892,0.009750,0.009781,0.115243,0.132021,38.840944,39.000000,122.759181,1,4
0.672285,3,0.621699,0.873543,134.321694,952.348201,0.303820,1.019362,0.014750,0.012505,0.276708,0.163109,33.523381,39.000000,227.871786,1,5
0.709400,7,1.049416,1.400000,136.859727,603.194756,0.308487,0.986064,0.009750,0.009576,0.375174,0.256448,22.405125,39.000000,200.220498,1,6
0.500992,3,0.876996,0.836347,173.568070,1661.806736,0.233742,1.021715,0.014750,0.014652,0.210908,0.107686,43.592315,39.000000,360.378652,1,7
0.685695,4,0.469954,0.852340,124.436628,926.552525,0.327597,1.020703,0.013500,0.011354,0.354895,0.164814,33.265938,39.000000,267.949522,1,8
0.758644,7,0.982459,1.400000,129.104208,532.069661,0.327341,0.986064,0.009750,0.009282,0.390662,0.271991,21.135152,39.000000,185.432765,1,9
0.603515,6,0.995247,0.764888,138.006050,1191.312724,0.293316,1.026234,0.011000,0.011052,0.166735,0.138320,37.645448,39.000000,167.002346,1,10
0.606323,7,0.913782,1.287471,153.247404,850.427668,0.272930,0.993181,0.009750,0.010502,0.399802,0.211419,26.998543,39.000000,300.765577,1,11
0.643163,3,0.451236,0.541009,126.622184,1410.475286,0.315582,1.040395,0.014750,0.012192,0.192518,0.091174,47.499075,39.000000,294.961643,1,12
0.739361,5,0.516236,1.374275,138.903508,613.351434,0.303635,0.987691,0.012250,0.010153,0.620795,0.241828,23.744583,39.000000,356.577541,1,13
0.650473,7,0.718953,0.724159,126.913160,1056.039035,0.318459,1.028811,0.009750,0.010240,0.214376,0.147996,35.967325,39.000000,189.913248,1,14
0.663059,3,0.545463,1.230512,155.426997,812.658808,0.268452,0.996784,0.014750,0.012540,0.502890,0.201014,28.213615,39.000000,388.842762,1,15
0.629184,5,1.050000,1.003097,139.997822,927.943345,0.293603,1.011168,0.012250,0.011429,0.233067,0.183078,30.570163,39.000000,178.224425,1,16
0.637670,5,0.743663,1.144540,144.818558,856.035288,0.286404,1.002221,0.012250,0.011257,0.380083,0.198060,28.581592,39.000000,277.911044,1,17
0.563859,5,0.372690,1.019190,153.115636,1220.707041,0.268350,1.010150,0.012250,0.011793,0.596749,0.147579,36.039652,39.000000,619.135018,1,18
0.800000,7,0.710173,1.400000,125.063348,490.991413,0.338212,0.986064,0.009750,0.009048,0.510474,0.279480,20.566600,39.000000,228.429579,1,19
0.579595,6,0.901376,0.892708,144.405519,1158.966679,0.282402,1.018150,0.011000,0.011323,0.236514,0.152848,35.171768,39.000000,227.573753,1,20
0.737289,4,0.392288,0.974522,120.818298,759.314033,0.340363,1.012975,0.013500,0.010947,0.485293,0.192334,29.312834,39.000000,304.846542,1,21
0.776434,6,0.919398,1.178739,120.528356,565.798374,0.345853,1.000058,0.011000,0.009784,0.316345,0.249666,23.001966,39.000000,152.718358,1,22
0.769836,5,0.895332,1.101042,120.468984,606.202177,0.344280,1.004973,0.012250,0.010309,0.287550,0.234912,24.435112,39.000000,147.463065,1,23
0.553434,3,0.947588,1.400000,175.530806,967.231738,0.239739,0.986064,0.014750,0.013478,0.446808,0.202601,28.028186,39.000000,387.108124,1,24
0.730879,7,1.050000,0.990502,122.128488,691.842125,0.336993,1.011964,0.009750,0.009832,0.226327,0.216100,26.475923,39.000000,128.929688,1,25
