D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.654954,0.429943,0.80251,4.0,97.556052,962.243842,0.0,0.0135,0.011061,0.357886,0.16685,32.998514,39.0,1.1449565477974228,0.0
0.676913,0.705246,1.32532,7.0,108.113813,634.181407,0.0,0.00975,0.009475,0.501099,0.256169,22.477344,39.0,0.9561266195363217,0.0
0.609604,0.731978,0.806074,2.0,117.723633,1114.841861,0.0,0.016,0.014115,0.209986,0.150558,35.584379,39.0,0.3947183145365906,0.0
0.520983,0.510705,0.780342,4.0,119.627098,1497.937653,0.0,0.0135,0.012417,0.313442,0.121013,40.86167,39.0,1.637886599534655,0.0
0.582274,0.7116,1.278425,6.0,124.725312,874.105811,0.0,0.011,0.01064,0.478177,0.214923,26.649579,39.0,1.2248758857823498,0.0
0.652074,0.860914,0.510372,2.0,121.048722,1400.850154,0.0,0.016,0.013336,0.08033,0.089836,47.828545,39.0,0.22637294871794866,0.0
0.762035,0.327105,0.845528,5.0,86.085658,695.257024,0.0,0.01225,0.009779,0.490405,0.205218,27.740813,39.0,1.389678293327096,0.0
0.768552,0.536763,1.180833,4.0,98.071807,567.66097,0.0,0.0135,0.010327,0.470795,0.251944,22.843404,39.0,0.8686493824024387,0.0
0.584976,0.943088,1.237911,5.0,123.934622,865.716579,0.0,0.01225,0.011235,0.356662,0.216161,26.516259,39.0,0.6499831144378495,0.0
0.770477,0.687397,0.990097,3.0,95.46671,621.85058,0.0,0.01475,0.01125,0.28878,0.229129,25.086752,39.0,0.26033806283796457,0.0
0.537985,0.562339,1.292029,2.0,154.035301,1083.392207,0.0,0.016,0.014943,0.547096,0.183712,30.517868,39.0,1.978009057655461,0.0
0.789986,0.480405,0.677224,2.0,86.021752,796.823234,0.0,0.016,0.011885,0.211437,0.167078,32.959453,39.0,0.2654987490872527,0.0
0.644833,0.81385,1.332559,6.0,115.851888,695.566484,0.0,0.011,0.010095,0.441446,0.245024,23.484678,39.0,0.8016439205955336,0.0
0.513654,0.507532,0.820528,2.0,134.174228,1569.506314,0.0,0.016,0.015236,0.307562,0.114235,42.211643,39.0,1.774712056254931,0.0
0.693113,1.043894,0.789906,2.0,104.71258,875.844037,0.0,0.016,0.013229,0.140823,0.175013,31.785535,39.0,0.0,1.0
0.644286,0.834957,0.743172,3.0,105.282916,1037.987551,0.0,0.01475,0.012176,0.166937,0.153927,35.016233,39.0,0.08452058443288048,0.0
0.555521,0.621877,1.357089,5.0,138.657964,958.620512,0.0,0.01225,0.011284,0.56434,0.204105,27.883405,39.0,1.764949413292178,0.0
0.653475,0.993446,0.513362,7.0,102.936734,1253.508751,0.0,0.00975,0.009619,0.086124,0.111031,42.889903,39.0,0.09974110256410249,0.0
